"JASID","LGC","Site_no","SiteName_furigana","SiteName_original","Address","Chronology","SiteType","ArchaeologicalFeatures","MajorArtefacts","Lon","Lat","M"
13205014400,13205,"144","しろのこし（けー-39）いせき","城の腰(K-39)遺跡","青梅市 今井","[旧石器時代][縄文時代（早期〜後期）][奈良時代][平安時代][中世]","集落・城館","[旧石器時代]ユニット　礫群　[縄文時代]土坑　[中世]堅穴状遺構　地下式土坑","ナイフ形石器　石核　剥片　縄文土器　石斧　石鏃　土師器　須恵器　陶器　板碑",139.3126848,35.81029428,TRUE
13205014600,13205,"146","いまいじょうあと","今井城跡","青梅市 今井一丁目","[中世]","城館","※遺跡範囲のすべてが青梅市指定史跡今井城跡となっています。","陶磁器(青磁・古瀬戸)　香炉　カワラケ　鉄器　刀子　蔵骨器　板碑　宝篋印塔　六器　銭貨",139.3144701,35.81029428,TRUE
13205014900,13205,"149","いまいほりのうちいせき","今井堀ノ内遺跡","青梅市 今井二丁目","[中世]","城館","","",139.3121698,35.80650767,TRUE
13205015800,13205,"158","たけのしたいせき","竹の下遺跡","青梅市 今井二丁目","[縄文時代（前期〜後期）][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・集落・生産関連","[平安時代]溝状遺構　粘土採掘坑　[中世]溝状遺構　[近世]溝状遺構　柱穴","縄文土器　土師器　須恵器　陶磁器　瓦",139.3085649,35.80734297,TRUE
13205017500,13205,"175","","青梅市No.175遺跡","青梅市 柚木町三丁目","[中世]","その他の墓","楕円形　1基","",139.195787,35.80252845,TRUE
13206000100,13206,"1","むさしこくぶんじあとかんれんいせき","武蔵国分寺跡関連遺跡","府中市 栄町一丁目　 栄町二丁目　 栄町三丁目　 武蔵台一丁目　 武蔵台二丁目","[旧石器時代][縄文時代（前期〜後期）][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]炭化物集中部　[縄文時代]集石　土坑　焼土　[奈良時代][平安時代]土坑　火葬墓　[平安時代]住居　掘立柱建物　土坑　道路　溝　[中世][近世]柱穴列　土坑　道路　溝","ナイフ形石器　尖頭器　細石刃　石核　縄文土器　打斧　磨斧　石鏃　石匙　石錐　石錘　ピエス・エスキーユ　石皿　スタンプ形石器　剥片　凹石　敲石　土師器　須恵器　陶器(緑釉・灰釉)　磁器　擂鉢　瓦　石製品　砥石　鉄製品　瓦　銭貨　漆紙文書　土製品　木製くし　煙管",139.470458,35.69050485,TRUE
13206000200,13206,"2","むさしこくふかんれんいせき","武蔵国府関連遺跡","府中市 日鋼町、片町一丁目、片町二丁目、片町三丁目 寿町一丁目、寿町二丁目、寿町三丁目、小柳町一丁目、小柳町二丁目 清水が丘一丁目、清水が丘二丁目、清水が丘三丁目 白糸台一丁目、白糸台二丁目、白糸台三丁目、白糸台四丁目、白糸台五丁目、白糸台六丁目 八幡町一丁目、八幡町二丁目、八幡町三丁目 府中町一丁目、府中町二丁目、府中町三丁目 分梅町一丁目、分梅町二丁目、分梅町三丁目 本宿町一丁目、本宿町二丁目、本宿町三丁目、本宿町四丁目 緑町一丁目、緑町二丁目、緑町三丁目 宮西町一丁目、宮西町二丁目、宮西町三丁目、宮西町四丁目、宮西町五丁目 宮町一丁目、宮町二丁目、宮町三丁目 美好町一丁目、美好町二丁目、美好町三丁目 若松町一丁目、若松町二丁目、若松町三丁目、日吉町 西府町一丁目、西府町二丁目、西府町三丁目、西府町四丁目、西府町五丁目、日新町二丁目","[旧石器時代][縄文時代][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","官衙・集落","奈良時代][平安時代]住居　掘立柱建物　土坑　柵　道路　溝　井戸　土壙墓　地下式横穴墓　火葬墓　火葬遺構","須恵器　土師器　二彩　緑釉　刀子　鉄鏃　鉄斧　紡錘車　石帯　土錘　瓦",139.4847811,35.67019899,TRUE
13206000300,13206,"3","みたけづか","御岳塚","府中市 本宿町一丁目","［縄文時代（前期〜中期）］［奈良時代］［平安時代］[中世]［近世］","包蔵地・塚","[中世]周溝","",139.457327,35.67054776,TRUE
13206000600,13206,"6","おおくにたまじんじゃうらいせき","大国魂神社裏遺跡","府中市 宮町三丁目","[縄文時代（中期〜晩期）]［古墳時代］［奈良時代］［平安時代］［中世］","集落・社寺","[縄文時代]住居 土坑","縄文土器 打斧 石鏃 石錐 石皿 磨石",139.4790327,35.66781638,TRUE
13206000900,13206,"9","でんしょうおうじあと","伝祥応寺跡","府中市 武蔵台二丁目","[奈良時代][平安時代][中世?]","社寺","","瓦 板碑",139.4666811,35.69234093,TRUE
13206001000,13206,"10","よこかいどうきた１ごうづか","横海道北１号塚","府中市 武蔵台一丁目","中世","塚","塚状遺構","縄文土器 土師器 須恵器 土師質土器 瓦 陶器 かわらけ他",139.4683921,35.68689316,TRUE
13206001100,13206,"11","さんぜんにんづか","三千人塚","府中市 矢崎町二丁目","[中世]","塚","※遺跡範囲のすべてが都指定史跡三千人塚 附 康元元年銘板碑一基となっています。","板碑 人骨 常滑産骨蔵器",139.4752554,35.66271016,TRUE
13206001200,13206,"12","ひよしちょういせき","日吉町遺跡","府中市 日吉町","[縄文時代（中期）][中世]","包蔵地・社寺","","縄文土器 陶磁器",139.4820232,35.66248352,TRUE
13206002200,13206,"22","ほんじゅくちょういせき","本宿町遺跡","府中市 本宿町一丁目 西府町一丁目","[縄文時代（草創期〜早期・中期）]［奈良時代］［平安時代］［中世］","集落","[縄文時代]住居 ピット ユニット 土坑","縄文土器 打斧 石鏃 石錐 ピエス・エスキーユ 石皿 磨石 敲石 剥片 土偶 ミニチュア土器",139.4579558,35.67004635,TRUE
13206003401,13206,"34-1","あさひちょういせき","朝日町遺跡","府中市 朝日町三丁目","[旧石器時代][縄文時代][奈良時代][平安時代][中世]","集落","土坑 礫群 溝状遺構 堅穴状遺構 硬化面","ナイフ形石器 フレイク 礫 細石刃 尖頭器 ハンマー 縄文土器 石鏃 打製石斧 磨石 陶器",139.5197877,35.67701914,TRUE
13206003800,13206,"38","ふちゅうだいはちしょうがっこういせき","府中第八小学校遺跡","府中市 是政一丁目","[中世]","集落・その他（水田）","[中世]掘立柱建物跡　水田跡等","陶磁器　土師器　カワラケ等",139.4954382,35.66213784,TRUE
13207000300,13207,"3","りゅうしんじひがしいせき","龍津寺東遺跡","昭島市 拝島町四丁目 拝島町五丁目","[縄文時代（中期〜後期）][中世]","集落","[縄文時代（早期）]住居 敷石住居 集落 土坑 ピット 埋甕 [中世]溝状遺構","縄文土器 打斧 磨斧 石鏃 石匙 石錘 石皿 磨石 凹石 石棒",139.3413947,35.70647404,TRUE
13207001900,13207,"19","きょうづかしたいせき","経塚下遺跡","昭島市 中神町 宮沢町","[奈良時代][平安時代][中世][近世？]","集落","[平安時代]住居 土坑","土師器 須恵器 陶器（灰釉） 刀子 釘 青銅製品 硯 瓦 カワラケ",139.3659138,35.70134485,TRUE
13207003400,13207,"34","だいにちどうしたいせき","大日堂下遺跡","昭島市 拝島町一丁目","[奈良時代][平安時代]［中世］","包蔵地・社寺","","土師器 陶器",139.3460982,35.70544253,TRUE
13207005100,13207,"51","ちょうじゃやしき","長者屋敷","昭島市 松原町四丁目 松原町五丁目","[中世]","城館","","陶器 板碑 銭貨",139.3427838,35.72112314,TRUE
13208000100,13208,"1","みどりがおかいせき","緑ヶ丘遺跡","調布市 緑ヶ丘一丁目　 緑ヶ丘二丁目","[縄文時代（中期）][平安時代][中世][近世]","包蔵地・集落","[縄文時代]埋甕　[平安時代]火葬墓　[中世][近世]掘立柱建物","縄文土器　石器　土師器　須恵器　陶磁器　銭貨",139.5819554,35.66843074,TRUE
13208000200,13208,"2","やしろだいせき","社田遺跡","調布市 緑ケ丘二丁目","[縄文時代][奈良時代][中世][近世]","包蔵地","","縄文土器　土師器　陶磁器",139.5850312,35.67069691,TRUE
13208000700,13208,"7","おおはらいせき","大原遺跡","調布市 入間町一丁目","[縄文時代（早期・中期）][奈良時代][中世][近世]","包蔵地","[中世][近世]溝状遺構","縄文土器　土師器　陶器",139.5854034,35.65376101,TRUE
13208000800,13208,"8","いりまちょうしろやまいせき","入間町城山遺跡","調布市 入間町一丁目　 入間町二丁目　 入間町三丁目","[旧石器時代][古墳時代][中世]","集落","[旧石器時代]礫群　石器ブロック　[縄文時代]住居　炉穴　土坑　[弥生時代]住居　土坑　[古墳時代][奈良時代]住居　土坑　溝　横穴墓　[中世]住居　地下式坑　溝　[時代不明]掘立柱建物","ナイフ形石器　尖頭器　縄文土器　石器　土師器　須恵器　埴輪　墨書土器　陶磁器　鉄製品　鉄滓　紡錘車　土製品　人骨",139.5872189,35.64995753,TRUE
13208001800,13208,"18","てらやまいせき","寺山遺跡","調布市 深大寺元町五丁目","[縄文時代（中期〜後期）][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居　敷石住居　土坑　[古墳時代][奈良時代][平安時代]住居　溝　[近世]井戸　溝","縄文土器　石器　土師器　須恵器　墨書土師器　陶磁器　鉄製品　板碑　銭貨",139.549816,35.66756606,TRUE
13208002200,13208,"22","におうづかいせき","仁王塚遺跡","調布市 深大寺元町三丁目","[旧石器時代][縄文時代（早期〜中期）][弥生時代][奈良時代][平安時代][中世]","集落","[縄文時代]炉穴　土坑　[弥生時代][古墳時代][奈良時代]住居　[中世]地下式土坑　[時代不明]溝","縄文土器　石器　土師器　須恵器　陶磁器　カワラケ",139.5463482,35.66730348,TRUE
13208002300,13208,"23","じんだいじしろやまいせき","深大寺城山遺跡","調布市 深大寺元町二丁目","[縄文時代（早期〜中期）][弥生時代][古墳時代][奈良時代][平安時代][中世]","包蔵地・集落・城館","[縄文時代]炉穴　陥し穴　[弥生時代]〜[平安時代]住居　[中世]掘立柱建物　地下式坑　堀　土塁","縄文土器　石器　弥生土器　土師器　須恵器　鉄製品　カワラケ　銭貨　陶磁器　舶載陶磁器　鉄製品　銭貨",139.5504021,35.66519745,TRUE
13208002600,13208,"26","かねこもとやま","金子本山遺跡","調布市 西つつじケ丘一丁目","[縄文時代][古墳時代][奈良時代][中世]","包蔵地","[中世]地下式土壙","縄文土器　土師器　鉄片　漆喰",139.5692242,35.66035436,TRUE
13208002800,13208,"28","みやたまえいせき","宮田前遺跡","調布市 深大寺元町二丁目　佐須一丁目","[縄文時代][古墳時代][奈良時代][平安時代][中世]","集落","[奈良時代]竪穴住居　溝状遺構　小穴　[古墳時代]竪穴住居　溝状遺構　[古代]竪穴住居　小穴","縄文土器　土師器　蔵骨器　陶磁器　カワラケ　板碑　石製品（砥石）　須恵器　種子",139.5514406,35.66175237,TRUE
13208002901,13208,"29-1","ませぐちいせき","ませぐち遺跡","調布市 佐須町二丁目","[縄文時代（草創期〜早期・中期〜後期）][奈良時代][中世]","集落・城館・その他","[縄文時代]炉穴 [奈良時代][平安時代]住居 掘立柱建物 [近世]溝","縄文土器 石槍 土製品 土師器 須恵器 鉄製品 陶磁器 瓦",139.553741,35.66039332,TRUE
13208002902,13208,"29-2","ませぐちこせんしゅつどち","ませぐち古銭出土地","調布市 佐須町二丁目","[中世]","その他","埋納銭出土地","銭貨4,395枚",139.5522325,35.65998484,TRUE
13208003000,13208,"30","ぎおんじみなみいせき","祇園寺南遺跡","調布市 佐須町四丁目","[縄文時代（中期）][奈良時代][平安時代][中世]","包蔵地","","縄文土器 土師器 須恵器 陶磁器",139.556169,35.65751362,TRUE
13208003100,13208,"31","はらやまいせき","原山遺跡","調布市 佐須町四丁目 佐須町五丁目 柴崎一丁目","[縄文時代（中期）][奈良時代][平安時代][中世][近世]","包蔵地・集落","[縄文時代]住居 集石 集石土坑 土坑 埋甕 [平安時代]住居 溝","縄文土器 打斧 磨斧 石鏃 石錘 石皿 土錘 耳飾 土偶 垂飾 土製品 土師器 須恵器 カワラケ 陶磁器",139.5596349,35.65741136,TRUE
13208003600,13208,"36","きたうらいせき","北浦遺跡","調布市 八雲台一丁目 八雲台二丁目","[旧石器時代][縄文時代（草創期〜中期）][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・集落","[旧石器時代]遺物集中箇所 炭化物集中箇所 [縄文時代]集石 土坑 埋甕 [奈良時代][平安時代]住居 [近世]ピット 土坑 溝","尖頭器 礫器 剥片 縄文土器 有舌尖頭器 土師器 須恵器 陶磁器",139.5582019,35.653348,TRUE
13208003900,13208,"39","かみいしわらいせき","上石原遺跡","調布市 上石原二丁目","[縄文時代（早期〜前期・後期〜晩期）][古墳時代][平安時代][中世]","集落","[縄文時代]住居集石 陥し穴 [古墳時代]住居 掘立柱建物 ピット 溝 [奈良時代]住居 [平安時代]住居 掘立柱建物 ピット 土坑 集石土坑 溝 [中世]カワラケ工房","尖頭器 縄文土器 打斧 石錘 土製円板 土師器 須恵器 陶器(灰釉・二彩) 墨書土器 土製支脚 砥石 鉄鎌 鉄鏃 刀子 ヤリガンナ 紡錘車 <U+9299>帯 こう具 金属製品 銭貨 焼礫 カワラケ",139.528214,35.655678,TRUE
13208004000,13208,"40","しもいしはらいせき","下石原遺跡","調布市 下石原三丁目","[縄文時代（早期・中期〜後期）][古墳時代][奈良時代][平安時代][中世][近世]","城館","[縄文時代]住居 敷石住居 集石 炉穴 陥し穴 土壙墓 配石 [古墳時代]方形周溝墓 溝 [奈良時代][平安時代]住居 掘立柱建物 ピット 溝 井戸 火葬墓 [中世][近世]掘立柱建物 井戸 地下式土坑 溝 [近世]土坑","縄文土器 打斧 土師器 須恵器 墨書土器 陶器 支脚 砥石 台石 刀子 鉄鏃 鉄製紡錘車 土錘 銅製品 馬具 銭貨 石臼 板碑 蔵骨器 人骨 獣骨",139.53389,35.65073,TRUE
13208004200,13208,"42","ふじむかいいせき","富士向遺跡","調布市 国領町五丁目","[縄文時代][奈良時代][中世][近世]","包蔵地","[縄文時代]集石土坑 土坑 [近世]掘立柱建物 土坑","縄文土器 石器 土師器 陶磁器 焼礫",139.5527996,35.6487906,TRUE
13208004400,13208,"44","こじまちょういせき","小島町遺跡","調布市 小島町三丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・集落","[縄文時代]住居炉穴 陥し穴 [古墳時代]住居 [奈良時代]住居 溝 鍛冶工房 [平安時代]住居 掘立柱建物 溝 [中世]住居 土坑 地下式土坑","縄文土器 石器 土製品 土師器 須恵器 墨書土器 鉄製品 羽口 鉄滓 陶器（灰釉) 陶磁器 銭貨",139.5386634,35.64730895,TRUE
13208004500,13208,"45","かみふだいせき","上布田遺跡","調布市 布田三丁目 布田五丁目 布田六丁目 小島町三丁目","[旧石器時代][縄文時代（早期〜晩期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居 竪穴状遺構 集石 土坑 炉 柱穴 土壙墓 埋甕 配石 [古墳時代]住居 溝 円形周溝 [奈良時代][平安時代]住居 掘立柱建物 柱穴 土坑 竈 溝 道路状遺構 鍛冶工房 火葬墓 井戸 [中世]地下式土坑 土壙墓 [中世][近世]掘立柱建物 集石 土坑 溝 [近世]土壙墓 溝 道路遺構 [平安時代]蔵骨器","縄文土器 石器 土製品 石製品 土師器 須恵器 墨書土器 陶器（灰釉） 土製支脚 鎌 刀子 土錘 羽口 <U+9299>帯 銅製丸鞘 陶磁器 カワラケ 硯 砥石 石臼 瓦 板碑 銭貨 鉄滓 人骨 打製石斧 敲石 石皿 石棒 金銅製巡方 鉄製品 石器及び焼礫 土師器甕及び須恵器蓋（人骨、墨書土器を含む） 木製品",139.5445643,35.64632794,TRUE
13208004700,13208,"47","こくりょうみなみいせき","国領南遺跡","調布市 国領町五丁目　 国領町六丁目","[旧石器時代][縄文時代（早期・中期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居　集石　陥し穴　埋甕　[古墳時代]方形周溝墓　土壙墓　[古墳時代][奈良時代][平安時代]住居　掘立柱建物　溝　[中世]地下式土坑　[近世]土坑　溝","ナイフ形石器　縄文土器　土製品　土師器　須恵器　鉄製品　陶磁器",139.5532333,35.64551589,TRUE
13208004800,13208,"48","あげきゅういせき","上ヶ給遺跡","調布市 国領町四丁目　 国領町七丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居　集石　炉　貯蔵穴　陥し穴　土坑　[古墳時代]住居　土坑　道路　溝　土師器焼成工房　製鉄工房　[中世][近世]土坑　溝","縄文土器　石器　土師器　須恵器　鉄鎌　刀子　釘　鉄鏃　鉄滓　石製品　羽口　勾玉　管玉　陶磁器",139.5602214,35.6443852,TRUE
13208006000,13208,"60","こまえにゅうどうやかたあと","狛江入道館跡","調布市 佐須町五丁目","[中世]","城館","","",139.5595709,35.66211018,TRUE
13209000200,13209,"2","","町田市No.2遺跡","町田市 相原町","[奈良時代][平安時代][中世][近世]","包蔵地","","土師器　瓦　陶器",139.2860106,35.614394,TRUE
13209001300,13209,"13","むさしおかA・A'・B・C・Dちくいせき","武蔵岡A・A'・B・C・D地区遺跡","町田市 相原町","[縄文時代（中期）][古墳時代][奈良時代][平安時代][中世]","集落","[縄文時代]住居　炉穴　集石　土坑　埋甕炉　[古墳時代]住居　土坑　[中世〜]竪穴状遺構　土坑　溝","縄文土器　石器　土師器　須恵器　土製品　鉄･銅製品　置窯　石製品　古銭",139.2995565,35.60807222,TRUE
13209001700,13209,"17","","町田市No.17遺跡","町田市 相原町","[縄文時代（早期）][奈良時代][平安時代][中世]","包蔵地・その他の墓","[中世]無縫塔","縄文土器　土師器　須恵器",139.3092764,35.60622995,TRUE
13209003600,13209,"36","","町田市No.36遺跡","町田市 相原町","[奈良時代][平安時代][中世]","包蔵地","","土師器　須恵器　陶器",139.3300312,35.60860794,TRUE
13209003700,13209,"37","","町田市No.37遺跡","町田市 相原町","[奈良時代][平安時代][中世]","包蔵地","","土師器　須恵器　陶器",139.330593,35.60982906,TRUE
13209004300,13209,"43","","町田市No.43遺跡","町田市 相原町","[縄文時代（中期〜後期）][奈良時代][平安時代][中世]","包蔵地","","縄文土器　土師器　陶器",139.3408703,35.60680868,TRUE
13209004700,13209,"47","たまにゅーたうんNo.235いせき","多摩ニュータウンNo.235遺跡","町田市 小山ヶ丘六丁目","[縄文時代（早期・中期）][奈良時代][平安時代][中世][近世]","包蔵地","","",139.3485908,35.60668706,TRUE
13209005800,13209,"58","たまにゅーたうんNo.347いせき","多摩ニュータウンNo.347遺跡","町田市 小山ヶ丘一丁目","[縄文時代（早期〜後期）][中世]","包蔵地","","縄文土器　石槍",139.3887477,35.59571514,TRUE
13209006100,13209,"61","たまにゅーたうんNo.345いせき","多摩ニュータウンNo.345遺跡","町田市 小山ヶ丘三丁目","[旧石器時代][縄文時代（早期〜中期）][弥生時代（中期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]土坑　[弥生時代]住居　[古墳時代]住居　[奈良時代][平安時代]土坑　[近世]炭窯","掻器　剥片　縄文土器　石槍　石鏃　弥生土器　環状石斧　管玉　土師器　陶磁器",139.3761111,35.60000963,TRUE
13209007100,13209,"71","たまにゅーたうんNo.197いせき","多摩ニュータウンNo.197遺跡","町田市 小山ヶ丘一丁目","[縄文時代（早期〜後期）][古墳時代][奈良時代][平安時代][中世]","集落","[縄文時代]住居　集石　焼土　土坑　[古墳時代]住居　土坑　[奈良時代][平安時代]土坑　[中世]建物　土坑　[近世]土坑　室　井戸　炭窯　溝","ナイフ形石器　縄文土器　打斧　石鏃　磨石　弥生土器　土師器　須恵器　砥石　土錘　石器　陶磁器",139.3836837,35.59878596,TRUE
13209007400,13209,"74","たまにゅーたうんNo.200いせき","多摩ニュータウンNo.200遺跡","町田市 小山ヶ丘二丁目","[縄文時代（早期〜中期）][古墳時代][奈良時代][平安時代][中世]","集落","[縄文時代]住居　竪穴状遺構　集石　炉　土坑　[古墳時代]方形周溝墓","尖頭器　縄文土器　打斧　磨斧　礫器　有舌尖頭器　石鏃　石皿　磨石　スタンプ形石器　凹石　土師器　鉄鏃　ガラス小玉　須恵器　瓦　陶磁器　砥石　銭貨",139.381995,35.6001863,TRUE
13209008400,13209,"84","たまにゅーたうんNo.939いせき","多摩ニュータウンNo.939遺跡","町田市 小山ヶ丘三丁目","[旧石器時代][縄文時代（早期〜後期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落・横穴墓","[縄文時代]住居　集石　炉穴　焼土　土坑　ピット　[弥生時代]住居　土坑　方形周溝墓　[古墳時代]〜[平安時代]住居　竪穴状遺構　焼土　土坑　[中世][近世]建物　炉　土坑　蔵　井戸　粘土採掘坑　炭窯　段切状遺構　溝　道路状遺構","石器　縄文土器　打斧　石鏃　磨石　弥生土器　土師器　須恵器　置き竈　鉄鏃　瓦　陶磁器　擂鉢　砥石　銭貨",139.3676744,35.60018211,TRUE
13209008500,13209,"85","","町田市No.85遺跡","町田市 小山町","[奈良時代][平安時代][中世]","包蔵地","","土師器　須恵器　陶器",139.3658837,35.59907658,TRUE
13209009100,13209,"91","たまにゅーたうんNo.244いせき","多摩ニュータウンNo.244遺跡","町田市 小山ヶ丘三丁目　小山ヶ丘五丁目","[縄文時代（中期〜後期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居　土坑　[古墳時代]〜[平安時代]住居　ピット　土坑　井戸　[中世][近世]建物　ピット　集石　井戸　土坑　室　墓　段切状遺構　溝","縄文土器　打斧　礫器　石鏃　石皿　磨石　台石　弥生土器　土師器　須恵器　瓦　木製品　陶磁器　瓦",139.3652677,35.60182227,TRUE
13209009200,13209,"92","","町田市No.92遺跡","町田市 小山町","[縄文時代（中期）][奈良時代][平安時代][中世]","包蔵地","","縄文土器　須恵器",139.3573518,35.60294242,TRUE
13209009400,13209,"94","たまにゅーたうんNo.243いせき","多摩ニュータウンNo.243遺跡","町田市 小山ヶ丘三丁目　 小山ヶ丘五丁目","[縄文時代（前期〜後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居　集石　集石土坑　土坑　埋甕　河道　[古墳時代][奈良時代][平安時代]住居　ピット　土坑　井戸　溝　河道　[中世][近世]建物　河道　[近世]ピット　土坑　井戸　水田　畑　段切状遺構　溝　河道　墓","尖頭器　縄文土器　打斧　磨斧　礫器　有舌尖頭器　石鏃　石皿　磨石　スタンプ形石器　敲石　台石　土製円板　耳飾　石棒　器台　木製品　土師器　須恵器　瓦　陶磁器　木製品　人骨",139.3661095,35.60175044,TRUE
13209009700,13209,"97","たまにゅーたうんNo.247いせき","多摩ニュータウンNo.247遺跡","町田市 小山ヶ丘四丁目　 小山ヶ丘五丁目","[縄文時代（前期〜中期）][古墳時代][平安時代][中世][近世]","集落","[縄文時代]土坑　[古墳時代]土坑　[平安時代]住居　柱穴列　土坑　[近世]溝","縄文土器　石器　土師器　須恵器　陶器（灰釉）　鉄斧　鉄釘　鉄鏃　瓦　銭貨　鉄滓",139.363364,35.60328922,TRUE
13209009800,13209,"98","たまにゅーたうんNo.248（せいかちくぼがようせき）いせき","多摩ニュータウンNo.248（セイカチクボ瓦窯跡)遺跡","町田市 小山ヶ丘四丁目","[縄文時代（早期〜晩期）][古墳時代][奈良時代][平安時代][中世][近世]","集落･窯･その他（粘土採掘坑・水場遺構）","[縄文時代]集石　焼土　土坑　[縄文時代]〜[古墳時代]粘土採掘坑　[奈良時代][平安時代]住居　工房　土坑　焼土　ピット　瓦窯　[中世]〜水場遺構　炭焼窯","縄文土器　石器　土師器　須恵器　灰釉陶器　瓦　鉄　他",139.3637263,35.60421105,TRUE
13209009900,13209,"99","たまにゅーたうんNo.341いせき","多摩ニュータウンNo.341遺跡","町田市 小山ヶ丘五丁目","[縄文時代（早期・中期〜後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居　集石　炉　土坑　[古墳時代]住居　[古墳時代]〜[平安時代]ピット群　陥し穴　土坑　溝　墓壙　[奈良時代][平安時代]住居　[中世]〜[近世]土坑　室　溝","縄文土器　打斧　磨斧　石鏃　石皿　磨石　凹石　敲石　石棒　土製品　土鈴　土師器　須恵器　陶器（灰釉）　鉄製品　瓦　陶磁器　カワラケ　石製品　金属製品　銭貨　馬歯骨",139.3653898,35.60245178,TRUE
13209010000,13209,"100","たまにゅーたうんNo.342いせき","多摩ニュータウンNo.342遺跡","町田市 小山ヶ丘二丁目　小山ヶ丘三丁目　小山ヶ丘四丁目　小山ヶ丘五丁目","[旧石器時代][縄文時代（早期〜後期）][弥生時代（中期）][古墳時代][奈良時代][平安時代][中世][近世]","集落・窯","[旧石器時代]遺物集中地点　礫群　炭化物集中地点　[縄文時代]住居　集石　炉穴　焼土　陥し穴　土坑　[古墳時代]窯　[古墳時代]〜[平安時代]溝　[平安時代]〜[中世]住居　土坑　[近世]ピット群　土坑　粘土採掘坑　山砂採掘坑　炭窯　溝　河道　墓壙","ナイフ形石器　掻器　錐　石核　剥片　礫　炭化物　縄文土器　打斧　磨斧　礫器　石匙　石皿　磨石　凹石　弥生土器　土師器　須恵器　陶器（灰釉）　置き竈　砥石　穂摘み具　瓦　陶磁器　臼　鉄製品　墓石　銭貨",139.366185,35.60341048,TRUE
13209010200,13209,"102","たばた・たばたひがし（たまにゅーたうんNo.245）いせき","田端・田端東（多摩ニュータウンNo.245）遺跡","町田市 小山町 小山ヶ丘五丁目","[旧石器時代][縄文時代（前期〜晩期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]遺物集中区 礫群 [縄文時代]住居 集石 集石土坑 焼土 土坑 環状積石 埋甕 配石 [奈良時代][平安時代]住居 掘立柱建物 焼土 土坑 [中世]地下式土坑 [近世]井戸","尖頭器 縄文土器 石器 耳飾 垂飾 石棒 土偶 土製品 土鈴 土師器 須恵器 陶磁器 板碑 古銭 石製品 銅製品ほか",139.3633985,35.60097228,TRUE
13209011800,13209,"118","","町田市No.118遺跡","町田市 小山町","[縄文時代（中期）][奈良時代][平安時代][中世]","包蔵地","","縄文土器　土師器",139.3544259,35.60218542,TRUE
13209012200,13209,"122","たまにゅーたうんNo.331いせき","多摩ニュータウンNo.331遺跡","町田市 小山ヶ丘四丁目　 小山ヶ丘五丁目","[縄文時代（早期・中期〜後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]集石　焼土　土坑　[古墳時代]住居　土坑　[奈良時代][平安時代]土坑　[中世][近世]焼土　土坑　溝　道路","縄文土器　打斧　礫器　石鏃　磨石　石核　土師器　須恵器　陶磁器　鉄製品　板碑　銭貨",139.3562916,35.60549443,TRUE
13209012900,13209,"129","くぼがやと（たまにゅーたうんNo.242・312）いせき","久保ヶ谷戸(多摩ニュータウンNo.242・312)遺跡","町田市 小山町　 相原町　 小山ヶ丘六丁目","[縄文時代（早期・中期〜後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居　炉穴　陥穴　土坑　[古〜奈]住居　[平安時代]住居　[中〜近]土坑","縄文土器　石器　土師器　須恵器　灰釉陶器　土製品",139.3478429,35.60485797,TRUE
13209013000,13209,"130","たまにゅーたうんNo.210いせき","多摩ニュータウンNo.210遺跡","町田市 小山ヶ丘三丁目","[縄文時代（早期〜後期）][弥生時代][奈良時代][平安時代][中世]","集落","[縄文時代]住居 竪穴状遺構 炉穴 土坑 焼土 集石 土器埋設ピット","ナイフ形石器 縄文土器 石器 土製品 礫",139.3723608,35.60099165,TRUE
13209015000,13209,"150","","町田市No.150遺跡","町田市 上小山田町","[縄文時代（早期〜中期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","","縄文土器　土師器　瓦",139.4020017,35.59992831,TRUE
