"JASID","LGC","Site_no","SiteName_furigana","SiteName_original","Address","Chronology","SiteType","ArchaeologicalFeatures","MajorArtefacts","Lon","Lat","N"
13201095200,13201,"952","たまにゅーたうんNo.898いせき","多摩ニュータウンNo.898遺跡","八王子市 堀之内","[縄文時代（早期～中期）][奈良時代][平安時代][中世][近世]","包蔵地","[縄文時代]集石　土坑　[奈良時代][平安時代]土坑　[時代不明]土坑","縄文土器　石器　土師器　須恵器　陶磁器",139.3964969,35.63083486,TRUE
13201095300,13201,"953","たまにゅーたうんNo.899いせき","多摩ニュータウンNo.899遺跡","八王子市 堀之内","[縄文時代][奈良時代][平安時代][中世][近世]","包蔵地","[縄文時代]土坑　[奈良時代][平安時代]土坑","縄文土器　陶磁器",139.3957514,35.63040527,TRUE
13201095500,13201,"955","たまにゅーたうんNo.901いせき","多摩ニュータウンNo.901遺跡","八王子市 越野　堀之内","[縄文時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]集石　土坑　[奈良時代][平安時代]住居　土坑　[中世][近世]炭窯　溝　道路状遺構　墓壙","縄文土器　土師器　須恵器　陶磁器",139.3939574,35.63084279,TRUE
13201096900,13201,"969","","八王子市No.969遺跡","八王子市 川口町　 犬目町","[奈良時代][平安時代]","包蔵地","","土師器",139.3104958,35.68998033,TRUE
13201097000,13201,"970","","八王子市No.970遺跡","八王子市 滝山町","[奈良時代][平安時代]","包蔵地","","土師器　須恵器",139.3379606,35.69110623,TRUE
13201097100,13201,"971","","八王子市No.971遺跡","八王子市 滝山町","[縄文時代（中期）][奈良時代][平安時代][近世]","包蔵地","","縄文土器　土師器　須恵器　陶磁器",139.3440603,35.68844456,TRUE
13201097300,13201,"973","","八王子市No.973遺跡","八王子市 元八王子町二丁目","[古墳時代][奈良時代][平安時代?][近世]","包蔵地","[時代不明]曲輪","土師器　須恵器　ヤリガンナ　陶磁器",139.2707674,35.67677518,TRUE
13201097600,13201,"976","","八王子市No.976遺跡","八王子市 元八王子町　 弍分方町","[縄文時代（早期～中期）][古墳時代][奈良時代][平安時代][近世]","包蔵地","[縄文時代]土坑　[近世]ピット　土坑　畝状遺構　帯状硬化面　[時代不明]曲輪","縄文土器　石鏃　磨石　剥片　土師器　須恵器　陶磁器　鉄製品",139.2869502,35.66817484,TRUE
13201098400,13201,"984","","八王子市No.984遺跡","八王子市 緑町　山田町","[縄文時代（早期・中期）][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地","","縄文土器　土師器　陶磁器",139.319405,35.64513361,TRUE
13201098600,13201,"986","","八王子市No.986遺跡","八王子市 小比企町","[縄文時代（中期）][古墳時代][奈良時代][平安時代?][近世]","包蔵地","","縄文土器　土師器　陶磁器",139.3274233,35.64464436,TRUE
13201099000,13201,"990","","八王子市No.990遺跡","八王子市 打越町","[縄文時代（中期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.3537313,35.63925534,TRUE
13201099500,13201,"995","","八王子市No.995遺跡","八王子市 館町","[縄文時代（早期～中期）][奈良時代][平安時代][中世][近世]","包蔵地","土坑","縄文土器　石器",139.2905482,35.63536574,TRUE
13201099900,13201,"999","","八王子市No.999遺跡","八王子市 大船町","[縄文時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器　陶磁器",139.3159819,35.63199458,TRUE
13201100100,13201,"1001","","八王子市No.1001遺跡","八王子市 堀之内","[古墳時代][奈良時代][平安時代?][近世]","包蔵地","","土師器　陶磁器",139.3864308,35.63574394,TRUE
13201100600,13201,"1006","","八王子市No.1006遺跡","八王子市 堀之内　 越野","[縄文時代（中期）][奈良時代]","包蔵地","","縄文土器　土師器",139.3853407,35.6326257,TRUE
13201102700,13201,"1027","みょうおうしたいせき","明王下遺跡","八王子市 丹木町三丁目","[縄文時代][奈良時代][平安時代][中世][近世]","集落","陥穴土坑　[平安時代]住居址　土坑　[中世]井戸　道路　段切り　階段状遺構　[近世]室状遺構","縄文土器　石器　須恵器　土師器　灰釉　陶器　緑釉陶器　鉄製品　鉄滓　鞴の羽口　陶磁器",139.3231997,35.69498989,TRUE
13201103000,13201,"1030","よしはらいせき","吉原遺跡","八王子市 宮下町","[縄文時代（早期～中期）][奈良時代][中世][近世]","包蔵地","[縄文時代]土坑　集石遺構","縄文土器　石器　須恵器　陶磁器　青磁　白磁",139.3154674,35.69875679,TRUE
13201103300,13201,"1033","","八王子市No.1033遺跡","八王子市 大塚","[縄文時代（中期）][古墳時代][奈良時代][平安時代][近世]","集落","","",139.4254235,35.63849199,TRUE
13202001100,13202,"11","だいいせき","台遺跡","立川市 富士見町三丁目","[縄文時代（中期）][奈良時代][平安時代]","集落","[奈良時代][平安時代]住居 土坑","縄文土器 土師器 須恵器",139.3906385,35.6976392,TRUE
13202001400,13202,"14","おおわだいせき","大和田遺跡","立川市 柴崎町四丁目 錦町五丁目","[旧石器時代][縄文時代（早期・中期～後期）][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居 集石 土坑 [奈良時代][平安時代]住居 土坑 溝","尖頭器 礫器 縄文土器 打斧 磨斧 石皿 磨石 スタンプ形石器 土師器 須恵器 陶磁器 銭貨",139.4089033,35.69072429,TRUE
13202001800,13202,"18","むかいごういせき","向郷遺跡","立川市 錦町四丁目 羽衣町三丁目","[旧石器時代][縄文時代（早期～後期）][奈良時代][平安時代]","集落","[縄文時代]住居 集石 土坑 炉穴","ナイフ形石器 縄文土器 打斧 磨斧 石鏃 磨石 土師器",139.4234894,35.69047063,TRUE
13202001900,13202,"19","だいのしたいせき","台の下遺跡","立川市 富士見町三丁目","[縄文時代][奈良時代][平安時代][中世][近世]","集落","[平安時代]住居 土坑 [近世]水路 [時代不明]柱穴 溝状遺構","縄文土器 土師器 須恵器 陶磁器 緑釉陶器 灰釉陶器 鉄製品",139.3898832,35.69630088,TRUE
13202002000,13202,"20","しもおおわだいせき","下大和田遺跡","立川市 柴崎町三丁目 柴崎町四丁目 錦町二丁目 錦町五丁目","[縄文時代（中期）][奈良時代][平安時代][近世]","集落","[旧石器時代]礫群 [縄文時代]土坑 ピット 埋甕 [奈良時代][平安時代]住居 掘立柱建物 土坑 ピット 溝状遺構 他","縄文土器 石器 土師器 須恵器 灰釉陶器 陶磁器 鉄製品",139.4104825,35.6913935,TRUE
13202002100,13202,"21","","立川市No.21遺跡","立川市 柴崎町一丁目 柴崎町四丁目","[縄文時代（前期～中期）][奈良時代][平安時代]","集落","[縄文時代]土坑","縄文土器 石器 土師器 須恵器",139.4059507,35.69256461,TRUE
13203000100,13203,"1","こんこんづか","こんこん塚","武蔵野市 吉祥寺本町三丁目","[奈良時代][平安時代]","塚","","",139.5682,35.70377,TRUE
13203000200,13203,"2","","武蔵野市No.2遺跡","武蔵野市 吉祥寺東町一丁目","[奈良時代][平安時代]","古墳","円墳","蕨手刀",139.580181,35.70785796,TRUE
13204000100,13204,"1","あいしーゆーこうないいせきぐん","ICU構内遺跡群","三鷹市 大沢三丁目","[旧石器時代][縄文時代（早期～後期）][奈良時代][平安時代][近世]","集落","[旧石器時代]ユニット　礫群　[縄文時代]住居　小竪穴　土坑　配石","石器　縄文土器　石器　土製円板　耳栓　土偶　土師器　陶磁器",139.5281783,35.6866886,TRUE
13204000400,13204,"4","さかうえおうけつぼぐん","坂上横穴墓群","三鷹市 大沢二丁目","[古墳時代][奈良時代]","横穴墓","","人骨　獣骨",139.5307326,35.68080221,TRUE
13204000700,13204,"7","でやまおうけつぼぐん","出山横穴墓群","三鷹市 大沢二丁目","[古墳時代][奈良時代]","横穴墓","","須恵器　人骨",139.5318166,35.67846921,TRUE
13204001100,13204,"11","のみずばしおうけつぼぐん","野水橋横穴墓群","三鷹市 大沢二丁目","[古墳時代][奈良時代]","横穴墓","","土師器　須恵器　人骨",139.5329231,35.67555183,TRUE
13204001200,13204,"12","てんもんだいこうないいせき","天文台構内遺跡","三鷹市 大沢二丁目","[旧石器時代][縄文時代（早期～中期）][奈良時代][平安時代][近世]","集落","[旧石器時代]ユニット　礫群　性格不明遺構　[縄文時代]住居　集石　集石土坑　土坑　[時代不明]ピット","石器　縄文土器　石器　土師器　陶磁器",139.5359284,35.67582296,TRUE
13204001300,13204,"13","てんもんだいこうないこふん","天文台構内古墳","三鷹市 大沢二丁目","[古墳時代][奈良時代]","古墳","","",139.5389942,35.67418323,TRUE
13204001400,13204,"14","ふるはちまんいせき","古八幡遺跡","三鷹市 大沢二丁目　 大沢五丁目","[旧石器時代][縄文時代（早期～晩期）][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地","[縄文時代]集石","石器　縄文土器　石器　土器片錘　陶磁器　石臼　木製高杯　ガラス製品　銭貨　種子材",139.5358014,35.67239775,TRUE
13204001500,13204,"15","しもはらいせき","下原遺跡","三鷹市 大沢四丁目　 大沢五丁目","[旧石器時代][縄文時代（早期～中期）][奈良時代][平安時代]","包蔵地","[時代不明]皿鉢状遺構　溝状遺構　[旧石器時代]石器集中部　礫群　炭化物集中　[縄文時代]住居跡　土坑　陥し穴　ピット　[中世][近世]溝","石器　縄文土器　須恵器　陶磁器　鉄製品",139.5373271,35.66874042,TRUE
13204001600,13204,"16","しみずばしいせき","清水橋遺跡","三鷹市 大沢四丁目","[縄文時代（中期）][奈良時代][平安時代][近世]","包蔵地","","縄文土器　石器　須恵器　カワラケ　陶磁器(灰釉・青磁）",139.5407272,35.66787721,TRUE
13204001900,13204,"19","はらおうけつぼぐん","原横穴墓群","三鷹市 大沢一丁目","[古墳時代][奈良時代]","横穴墓","4基","人骨",139.5400361,35.6739065,TRUE
13204002100,13204,"21","はねざわだいおうけつぼぐん","羽根沢台横穴墓群","三鷹市 大沢四丁目","[古墳時代][奈良時代]","横穴墓","","薬壺形須恵器　人骨　銭貨",139.5406238,35.66868985,TRUE
13204002200,13204,"22","おとうざかおうけつぼぐん","御塔坂横穴墓群","三鷹市 大沢四丁目","[古墳時代][奈良時代][近世]","横穴墓","","土師器　須恵器　人骨　陶器",139.5434357,35.66708379,TRUE
13204002600,13204,"26","まるいけいせき","丸池遺跡","三鷹市 新川二丁目 新川三丁目 新川五丁目","[旧石器時代][縄文時代（前期～中期）][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ユニット [縄文時代]住居 集石土坑 配石 [時代不明]土坑 溝状遺構","石器 縄文土器 石器 土師器 須恵器 カワラケ",139.5718234,35.67743606,TRUE
13204002700,13204,"27","しまやしきいせき","島屋敷遺跡","三鷹市 新川四丁目 新川五丁目","[旧石器時代][縄文時代（早期～中期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ユニット 礫群 [縄文時代]集石 陥し穴 [時代不明]掘立柱建物 ピット 柱穴 地下室 井戸 水田 溝状遺構","石器 縄文土器 石器 土師器 須恵器 板碑 陶磁器 瓦 石製品 金属製品 木製品",139.5714801,35.67469486,TRUE
13204003100,13204,"31","しりつだいごちゅうがっこういせき","市立第五中学校遺跡","三鷹市 新川一丁目 新川四丁目","[旧石器時代][縄文時代（早期～中期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ユニット 礫群 [縄文時代]住居 集石 集石 土坑 [時代不明]土坑 溝状遺構","縄文土器 石器 土錘 土製円板 耳栓 土偶 弥生土器 土師器 須恵器 陶磁器 カワラケ 玉類 銭貨",139.5768721,35.6710462,TRUE
13204003400,13204,"34","にしざんやいせき","西山谷遺跡","三鷹市 中原一丁目","[縄文時代（中期）][奈良時代][平安時代][近世]","包蔵地","","縄文土器 土師器 陶器",139.5811636,35.66504946,TRUE
13204003500,13204,"35","きゅうでんさかいいせき","給田境遺跡","三鷹市 北野四丁目","[縄文時代（早期・中期）][奈良時代][平安時代][近世]","包蔵地","","縄文土器 土師器 陶磁器 カワラケ",139.5846655,35.671353,TRUE
13204003800,13204,"38","なかはらいせき","中原遺跡","三鷹市 中原四丁目","[旧石器時代][縄文時代（前期～中期）][奈良時代][平安時代][中世][近世]","包蔵地・陣屋","[中世]溝状遺構 [時代不明]畝状遺構","石器 縄文土器 石器 須恵器 カワラケ 瓦 土鍋 陶磁器 鉄製品 泥人形 銭貨",139.566847,35.66797816,TRUE
13204004300,13204,"43","たきさかいせき","滝坂遺跡","三鷹市 中原一丁目 中原二丁目","[旧石器時代][縄文時代（早期～後期）][弥生時代][古墳時代][奈良時代][平安時代][近世]","集落","[旧石器時代]ユニット 礫群 [縄文時代]住居 集石 炉穴 土坑 [時代不明]ピット 溝状遺構","石器 縄文土器 石器 弥生土器 土師器 陶器 泥人形 泥面子 銭貨 骨片",139.5756361,35.66485421,TRUE
13204004800,13204,"48","いのかしらいせきぐんえーいせき","井の頭池遺跡群A遺跡","三鷹市 井の頭四丁目 井の頭五丁目","[旧石器時代][縄草][縄文時代（早期～後期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ユニット 礫群 [縄文時代]住居 小竪穴 集石 集石土坑 炉穴 土坑 ピット 配石 溝状 遺構","石器 縄文土器 石器 弥生土器 土師器 須恵器 板碑 陶磁器",139.5754818,35.6984234,TRUE
13204005000,13204,"50","いのかしらいせきぐんしーいせき","井の頭池遺跡群C遺跡","三鷹市 井の頭三丁目 井の頭四丁目 井の頭五丁目","[縄文時代（早期～後期）][奈良時代][平安時代]","包蔵地","[時代不明]土坑","ナイフ形石器 縄文土器 石器 須恵器",139.5779193,35.6990089,TRUE
13205000300,13205,"3","","青梅市No.3遺跡","青梅市 成木六丁目","[縄文時代（晩期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.2304866,35.83044308,TRUE
13205000900,13205,"9","こなかおいせき","小中尾遺跡","青梅市 成木二丁目","[旧石器時代][縄文時代（早期～後期）][奈良時代][平安時代]","集落","[縄文時代]堅穴状遺構","尖頭器　掻器　縄文土器　打斧　石鏃　けつ状耳飾　須恵器",139.2674997,35.83373834,TRUE
13205003300,13205,"33","さくらばしはら（てぃー-9）いせき","桜橋原(T-9)遺跡","青梅市 二俣尾五丁目","[縄文時代（早期～中期）][奈良時代][平安時代]","集落","[縄文時代]住居　土坑　ピット群","縄文土器　石斧　礫器　石鏃　石皿　土師器　須恵器",139.2106872,35.80762389,TRUE
13205003400,13205,"34","みねのいで（てぃー-8）遺跡","峰之出(T-8)遺跡","青梅市 二俣尾五丁目","[縄文時代（前期～中期）][奈良時代][平安時代]","包蔵地","","縄文土器　石斧　石鏃　土師器　須恵器",139.2107559,35.81118771,TRUE
13205004000,13205,"40","かみおいばら（てぃー-16）いせき","上生原(T-16)遺跡","青梅市 二俣尾三丁目","[縄文時代（前期～後期）][奈良時代][平安時代]","集落","[縄文時代]炉　土坑","縄文土器　土師器　須恵器",139.2174163,35.80102482,TRUE
13205004700,13205,"47","にしかいと（てぃー-10）いせき","西改戸(T-10)遺跡","青梅市 柚木町三丁目","[縄文時代（中期）][奈良時代][平安時代]","集落","[平安時代]住居","縄文土器　土師器　須恵器",139.2088676,35.80308535,TRUE
13205005000,13205,"50","てぃー-13いせき","T-13遺跡","青梅市 柚木町二丁目","[縄文時代（中期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器　須恵器",139.2146354,35.79935408,TRUE
13205005100,13205,"51","てぃー-22いせき","T-22遺跡","青梅市 柚木町一丁目","[縄文時代（前期）][奈良時代][平安時代]","包蔵地","","縄文土器　須恵器",139.2125068,35.79300497,TRUE
13205005300,13205,"53","しもいなりまえ（てぃー-24）いせき","下稲荷前(T-24)遺跡","青梅市 梅郷六丁目","[縄文時代（前期～後期）][奈良時代][平安時代]","包蔵地","","縄文土器　石斧　土師器　須恵器",139.2201629,35.79467584,TRUE
13205005700,13205,"57","すぎだいら（てぃー-27）いせき","杉平(T-27)遺跡","青梅市 梅郷一丁目","[縄文時代（中期～後期）][奈良時代][平安時代]","集落","[縄文時代]住居　集石　土坑　単独埋甕","縄文土器　打斧　磨斧　石鏃　石匙　石錐　石皿　磨石　凹石　石器　須恵器",139.2230125,35.78239413,TRUE
13205005900,13205,"59","うりゅうだけ（てぃー-29）いせき","雨竜岳(T-29)遺跡","青梅市 和田町二丁目","[縄文時代（早期～中期）][奈良時代][平安時代]","集落","[縄文時代]住居　土坑　配石","縄文土器　礫器",139.2278877,35.77938607,TRUE
13205006000,13205,"60","おおづき（てぃー-30）いせき","大附(T-30)遺跡","青梅市 和田町一丁目","[縄文時代（早期～後期）][奈良時代][平安時代]","集落","[縄文時代]住居","縄文土器　打斧　石鏃　土師器　須恵器",139.2328658,35.77846692,TRUE
13205006100,13205,"61","てぃー-31いせき","T-31遺跡","青梅市 和田町一丁目","[奈良時代][平安時代]","包蔵地","","土師器",139.2342391,35.77495734,TRUE
13205006400,13205,"64","くずればし（てぃー-32）いせき","崩橋(T-32)遺跡","青梅市 日向和田一丁目","[縄文時代（早期～後期）][奈良時代][平安時代]","集落","[縄文時代]住居 土坑 集石 竪穴遺構","縄文土器 石斧 礫器 石鏃 掻器 石皿 磨石 凹石 剥片",139.2377067,35.7864604,TRUE
13205006800,13205,"68","うらじゅく（てぃー-39）いせき","裏宿(T-39)遺跡","青梅市 裏宿町","[旧石器時代][縄文時代（早期～後期）][奈良時代][平安時代]","集落","[縄文時代]住居　竪穴状遺構　土坑　[奈良時代][平安時代]住居　集石　土坑","縄文土器　打斧　磨斧　石鏃　掻器　石皿　磨石　凹石　剥片　石棒　土師器　須恵器　板碑　銭貨",139.2465644,35.79033151,TRUE
13205007200,13205,"72","おおやな（てぃー-41）いせき","大柳（T-41）遺跡","青梅市 大柳町","[縄文時代（前期～後期）][奈良時代][平安時代]","包蔵地","[平安時代]住居跡","縄文土器　打斧　土師器　須恵器　中国製青磁",139.250856,35.78565273,TRUE
13205007300,13205,"73","いなりやま（てぃー-44）いせき","稲荷山(T-44)遺跡","青梅市 本町","[縄文時代（前期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器　須恵器　鉄器",139.2602594,35.79188855,TRUE
13205007700,13205,"77","あらた（てぃー-34）いせき","荒田(T-34)遺跡","青梅市 畑中二丁目","[奈良時代][平安時代]","包蔵地","","土師器",139.2425475,35.78542993,TRUE
13205008100,13205,"81","きよさわ（てぃー-54）いせき","喜代沢(T-54)遺跡","青梅市 駒木町一丁目","[縄文時代（中期～晩期）][奈良時代][平安時代]","集落","[縄文時代]住居　土坑　配石遺構","縄文土器　打斧　磨斧　掻器　石錘　石皿　磨石　砥石　土錘　耳飾　玉類　石棒　石剣　岩版　土偶　土製品　礫　須恵器",139.2609461,35.78395133,TRUE
13205008200,13205,"82","てぃー-52いせき","T-52遺跡","青梅市 千ヶ瀬町六丁目","[縄文時代（後期）][奈良時代][平安時代]","包蔵地","","縄文土器　石棒　土師器",139.2587831,35.78520463,TRUE
13205008700,13205,"87","てぃー45いせき","T-45遺跡","青梅市 西分町一丁目","[縄文時代（前期・後期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器　須恵器",139.2633493,35.790886,TRUE
13205009500,13205,"95","おおにた（てぃー-61）いせき","大荷田(T-61)遺跡","青梅市 友田町一丁目","[縄文時代（早期～後期）][奈良時代][平安時代]","包蔵地","","縄文土器　礫器　土師器",139.2862537,35.7640721,TRUE
13205009700,13205,"97","てぃー-47いせき","T-47遺跡","青梅市 勝沼三丁目","[縄文時代（早期～前期）][奈良時代][平安時代]","包蔵地","","縄文土器　石器",139.2671259,35.79199995,TRUE
13205009900,13205,"99","おおつかやま（けー-11-1）いせき","大塚山(K-11-1)遺跡","青梅市 東青梅二丁目","[縄文時代（早期～中期）][奈良時代][平安時代]","包蔵地","","縄文土器　須恵器",139.2720697,35.79255691,TRUE
13205010200,13205,"102","けー-3いせき","K-3遺跡","青梅市 根ヶ布一丁目","[縄文時代（中期）][奈良時代][平安時代]","包蔵地","","縄文土器　打斧　磨斧　土師器　須恵器",139.2710054,35.79740237,TRUE
13205010400,13205,"104","ふきこうち","吹耕地(K-2)遺跡","青梅市 吹上","[縄文時代（中期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　打斧　石鏃　土師器　須恵器",139.2806871,35.79687328,TRUE
13205010800,13205,"108","けー-5いせき","K-5遺跡","青梅市 師岡町一丁目","[縄文時代（中期～後期）][古墳時代][奈良時代][平安時代]","包蔵地","[縄文時代]住居　土坑　配石状遺構","縄文土器　スタンプ形石器　石鏃　打斧　石匙　土師器　須恵器",139.2777345,35.79531385,TRUE
13205010900,13205,"109","ばば（けー-6・7）いせき","馬場(K-6・7)遺跡","青梅市 師岡町一丁目　 師岡町二丁目","[旧石器時代][縄文時代（早期～後期）][弥生時代（中期～後期）][古墳時代][奈良時代][平安時代][中世]","集落","[旧石器時代]ユニット　[縄文時代]集石　土坑　[弥生時代]住居　方形周溝墓　[奈良時代][平安時代]土坑　井戸状遺構　鍛冶工房","細石刃　細石刃核　掻器　縄文土器　石器　弥生土器　抉入石斧　片刃石斧　石鏃　土師器　須恵器　陶磁器(青磁)　木器　鉄器",139.2824037,35.79595433,TRUE
13205011000,13205,"110","けー-12・13いせき","K-12・13遺跡","青梅市 師岡町二丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　剥片　土師器　須恵器",139.2829874,35.7918607,TRUE
13205011100,13205,"111","けー-8（いちかいと）いせき","K-8（市街道）遺跡","青梅市 野上町一丁目","[縄文時代（前期～後期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","[古墳時代][平安時代]住居　[中世]溝跡　[近世]土坑","縄文土器　土師器　須恵器　近世銭",139.2856653,35.79656696,TRUE
13205011300,13205,"113","けー-22いせき","K-22遺跡","青梅市 大門一丁目","[奈良時代][平安時代]","包蔵地","","土師器　須恵器",139.2862146,35.79990852,TRUE
13205011400,13205,"114","けー-21いせき","K-21遺跡","青梅市 大門","[縄文時代（中期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器　須恵器",139.285734,35.80057681,TRUE
13205011500,13205,"115","けー-26いせき","K-26遺跡","青梅市 大門一丁目","[縄文時代（前期～後期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器　須恵器",139.2897165,35.79901745,TRUE
13205011600,13205,"116","かすみだい（けー-27・28・29）いせき","霞台(K-27・28・29)遺跡","青梅市 大門二丁目　 今寺三丁目　 野上町二丁目","[旧石器時代][縄文時代（前期～中期）]［弥生時代（後期）］[古墳時代][奈良時代][平安時代][中世]","集落","[縄文時代]土坑　ピット　[弥生時代][古墳時代]住居　ピット　輪土坑　[奈良時代]住居","ナイフ形石器　尖頭器　縄文土器　石槍　石鏃　掻器　炭化材　弥生土器　土師器　須恵器　砥石　滑石製管玉　木器　炭化米",139.2931154,35.79653912,TRUE
13205012100,13205,"121","けー-15いせき","K-15遺跡","青梅市 塩船","[縄文時代（中期）][弥生時代][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　弥生土器　土師器　須恵器",139.2819574,35.80411311,TRUE
13205012200,13205,"122","おっこし（けー-16）いせき","打越(K-16)遺跡","青梅市 塩船","[縄文時代（前期～中期）][奈良時代][平安時代][中世]","包蔵地","","縄文土器　須恵器　蔵骨器",139.2831247,35.80386251,TRUE
13205012600,13205,"126","しもまえ（けー-19）いせき","下前（K-19)遺跡","青梅市 塩船","[縄文時代（前期～後期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器　須恵器",139.2875192,35.8021083,TRUE
13205012800,13205,"128","しんじょうじひがしいせき","真浄寺東遺跡","青梅市 谷野","[奈良時代][平安時代]","包蔵地","","縄文土器　土師器　須恵器",139.2890642,35.80458646,TRUE
13205012900,13205,"129","けー-25いせき","K-25遺跡","青梅市 木野下二丁目","[縄文時代（中期～後期）][奈良時代][平安時代]","包蔵地","","縄文土器　石斧　土師器　須恵器",139.2935274,35.80377898,TRUE
13205013000,13205,"130","けー-23いせき","K-23遺跡","青梅市 木野下一丁目","[古墳時代][奈良時代][平安時代]","包蔵地","","土師器",139.2952783,35.80731513,TRUE
13205013200,13205,"132","けー-33いせき","K-33遺跡","青梅市 木野下一丁目","[奈良時代][平安時代]","包蔵地","","須恵器",139.2997759,35.80890217,TRUE
13205013300,13205,"133","けー-30いせき","K-30遺跡","青梅市 今寺","[縄文時代（中期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器　須恵器",139.300186,35.796509,TRUE
13205013400,13205,"134","しんめいはらいせき","神明原遺跡","青梅市 今寺三丁目","[縄文時代（前期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器　須恵器",139.2984369,35.7979036,TRUE
13205013500,13205,"135","けー-31いせき","K-31遺跡","青梅市 今寺一丁目","[縄文時代（中期）][弥生時代][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器　須恵器",139.2978876,35.80029835,TRUE
13205013700,13205,"137","ふじはしじょうしろのこし（けー-32）いせき","藤橋城城の腰(K-32)遺跡","青梅市 藤橋","[縄文時代（中期～後期）][弥生時代][古墳時代][奈良時代][平安時代]","集落","[弥生時代]住居","縄文土器　石斧　弥生土器　土師器　須恵器",139.3010462,35.80336131,TRUE
13205013900,13205,"139","じょうがさきいせき","城ヶ崎遺跡","青梅市 藤橋二丁目","[旧石器時代][縄文時代（中期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","[旧石器時代]ユニット　土坑　[縄文時代]～[中世]土坑","尖頭器　削器　石核　剥片　縄文土器　土師器　須恵器",139.3033807,35.8043637,TRUE
13205014000,13205,"140","まるやま（K-34・35・36）いせき","丸山(K-34・35・36)遺跡","青梅市 藤橋一丁目","[旧石器時代][縄文時代（前期～後期）][古墳時代][奈良時代][平安時代]","集落","[旧石器時代]ユニット　[縄文時代]住居　土坑　[古墳時代]住居　[平安時代]土坑　溝","尖頭器　剥片　縄文土器　石器　土師器　須恵器",139.3024538,35.8087908,TRUE
13205014400,13205,"144","しろのこし（けー-39）いせき","城の腰(K-39)遺跡","青梅市 今井","[旧石器時代][縄文時代（早期～後期）][奈良時代][平安時代][中世]","集落・城館","[旧石器時代]ユニット　礫群　[縄文時代]土坑　[中世]堅穴状遺構　地下式土坑","ナイフ形石器　石核　剥片　縄文土器　石斧　石鏃　土師器　須恵器　陶器　板碑",139.3126848,35.81029428,TRUE
13205015000,13205,"150","はらいまい（けー-41）いせき","原今井(K-41)遺跡","青梅市 今井二丁目","[縄文時代（中期～後期）][奈良時代][平安時代]","包蔵地","柱穴","縄文土器　打斧　土師器　須恵器",139.318178,35.80792767,TRUE
13205015600,13205,"156","にしかいと（てぃー-10）いせき","西改戸(T-10)遺跡","青梅市 柚木町三丁目","[縄文時代（後期）][奈良時代][平安時代]","包蔵地","[平安時代]住居","縄文土器　土師器　須恵器",139.2082839,35.80417128,TRUE
13205015800,13205,"158","たけのしたいせき","竹の下遺跡","青梅市 今井二丁目","[縄文時代（前期～後期）][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・集落・生産関連","[平安時代]溝状遺構　粘土採掘坑　[中世]溝状遺構　[近世]溝状遺構　柱穴","縄文土器　土師器　須恵器　陶磁器　瓦",139.3085649,35.80734297,TRUE
13205017100,13205,"171","","青梅市No.171遺跡","青梅市 沢井三丁目","[縄文時代（早期～前期）][奈良時代][平安時代]","包蔵地","","縄文土器片　剥片　須恵器片",139.1856933,35.80628741,TRUE
13205017700,13205,"177","","青梅市No.177遺跡","青梅市 柚木町二丁目","[縄文時代（前期）][奈良時代][平安時代]","包蔵地","","縄文土器片　土師器片",139.2112708,35.80464463,TRUE
13205017800,13205,"178","","青梅市No.178遺跡","青梅市 成木七丁目","[奈良時代][平安時代]","包蔵地","","須恵器片　陶器片",139.2006518,35.83759635,TRUE
13205017900,13205,"179","","青梅市No.179遺跡","青梅市 成木七丁目","[縄文時代][奈良時代][平安時代]","包蔵地","","縄文土器片　土師器片",139.2017161,35.83684487,TRUE
