"JASID","LGC","Site_no","SiteName_furigana","SiteName_original","Address","Chronology","SiteType","ArchaeologicalFeatures","MajorArtefacts","Lon","Lat","E"
13119017000,13119,"170","なかじゅくいせき","仲宿遺跡","板橋区 仲宿","[縄文時代（早期）][古墳時代][中世][近世]","包蔵地","[中世]井戸　溝　[近世]建物　土坑","陶磁器",139.7103054,35.75625435,TRUE
13119017200,13119,"172","くぼたいせき","久保田遺跡","板橋区 栄町　 中板橋","[旧石器時代][縄文時代（草創・前期～後期）][弥生時代（前期・後期）][奈良時代][平安時代][中世][近世]","包蔵地・集落","[弥生時代][中世][近世]土坑　[中世]掘立柱建物　[近世]溝　[時代不明]井戸","縄文土器　弥生土器",139.7003833,35.7555021,TRUE
13119017400,13119,"174","やまのうえいせき","山之上遺跡","板橋区 板橋一丁目","[縄文時代（中期）][近世]","集落","[縄文時代]土器埋設土坑　土坑　焼土跡　[近世]地下室　溝　土坑","縄文土器　陶磁器　土師質土器　煙管　銭貨",139.7205021,35.74764484,TRUE
13119017500,13119,"175","さかしたさんちょうめいせき","坂下三丁目遺跡","板橋区 坂下三丁目","[縄文時代（前期～後期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・集落","[弥生時代（後期）]～［古墳時代（前期）］土坑　井戸跡　溝跡","縄文土器　弥生土器　[古墳時代（前期）]土師器　[奈良・平安時代]土師器・須恵器　[中世]土器・陶器",139.6807991,35.78582407,TRUE
13119017700,13119,"177","おおやぐちかみちょういせき","大谷口上町遺跡","板橋区 大谷口上町","[弥生][古墳][近世]","集落","[弥生～古墳]竪穴建物跡、ピット、[近世以降]溝状遺構、ピット","[縄文]土器、[弥生～古墳]土器、[近世以降]陶器、_器",139.6904225,35.7505636,TRUE
13119017800,13119,"178","おおやぐちにちょうめいせき","大谷口二丁目遺跡","板橋区 大谷口一丁目　二丁目","[縄文時代][近世]","その他(狩猟地　畑地)","[縄文時代]陥穴　土坑　ピット　[近世以降]土坑　溝跡　ピット","縄文土器(早期前半・後半、前期前半)　陶磁器・土器(近世)　金属製品　石製品　銭貨",139.6894731,35.74431447,TRUE
13120000600,13120,"6","びくにばしいせきびーちてん","比丘尼橋遺跡Ｂ地点","練馬区 大泉町二丁目","[旧石器時代][縄文時代（草創期～晩期）][弥生時代（後期）][近世]","包蔵地・集落","[旧石器時代]石器ブロック　礫群　[縄文時代]炉穴　竪穴住居跡　土坑　ピット　陥穴　集石土坑","ナイフ型石器　彫器　縄文土器　石鏃　打製石斧　けつ状耳飾　陶磁器　近世陶磁器",139.5997269,35.7575946,TRUE
13120001000,13120,"10","がいかんどうろかんれん","外かん道路関連遺跡","練馬区 大泉町三丁目　 大泉町四丁目","[旧石器時代][縄文時代（草創期～後期）][弥生時代（中期～後期）][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・集落・その他（低湿地）","[縄文時代]石器製作址（石鏃）　[弥生時代]方形周溝墓　[古墳時代]竪穴住居跡","（旧石器）尖頭器　ナイフ型石器　（縄文）縄文土器　打製石斧　石鏃　垂飾り　（弥生～古墳）土器　木器（段梯子　農耕具）　ガラス玉　（奈良・平安）土師器　須恵器",139.5996239,35.76386297,TRUE
13120003400,13120,"34","ふたつづか","二ツ塚","練馬区 関町南四丁目","[近世?]","塚","","",139.5725426,35.72037723,TRUE
13120003600,13120,"36","ふじみいけせいほういせき","富士見池西方遺跡","練馬区 関町北三丁目","[縄文時代（早期・中期）][近世]","集落","[縄文時代]住居","縄文土器　石器　近世木製品",139.5663971,35.72631408,TRUE
13120003700,13120,"37","かわきたいせき","川北遺跡","練馬区 関町北四丁目","[旧石器時代][縄文時代（早期～中期）][近世]","集落","[旧石器時代]石器ブロック　[縄文時代]炉穴　陥穴　住居","［旧石器時代］黒曜石石核　［縄文時代］縄文土器（早期・中期）",139.5701736,35.72943562,TRUE
13120004400,13120,"44","つかいせき","塚遺跡","練馬区 上石神井三丁目","[近世]","その他（塚）","","",139.5969157,35.73184361,TRUE
13120007700,13120,"77","","練馬区No.77遺跡","練馬区 高野台一丁目","[近世]","塚?古墳？","","",139.6164104,35.74165636,TRUE
13120008200,13120,"82","みなみたなかさんちょうめいせき","南田中三丁目遺跡","練馬区 南田中三丁目","[縄文時代（前期～中期）][近世]","集落","[縄文時代]住居址　集石　溝","縄文土器　石器　近世陶磁器",139.6192257,35.73836809,TRUE
13120009100,13120,"91","ぬくいにちょうめいせき","貫井二丁目遺跡","練馬区 貫井二丁目","[旧石器時代][縄文時代（中期～後期）][弥生時代（後期）][奈良時代][平安時代][近世]","集落・その他の墓","[縄文時代]住居　土坑　[弥生時代]住居　[奈良時代][平安時代]住居　土師器焼成坑　[近世]墓壙　溝状遺構","石器　縄文土器　弥生土器　土師器　須恵器　馬具　家牛骨　人骨",139.633851,35.74043699,TRUE
13120009800,13120,"98","おさきいせき","尾崎遺跡","練馬区 春日町五丁目","[旧石器時代][縄文時代（早期～晩期）][弥生時代][奈良時代][平安時代][中世][近世]","集落・墓地","[旧石器時代]礫群　[縄文時代]焼土　[弥生時代]土坑　溝状遺構　[平安時代]住居　井戸　[中世]柱穴群　井戸　土坑　溝状遺構　[近世]溝状遺構","石器　縄文土器　弥生土器　土師器　須恵器　陶磁器　木器",139.6398092,35.74706462,TRUE
13120010700,13120,"107","もろえーちてんいせき","茂呂A地点遺跡","練馬区 羽沢三丁目","[縄文時代（早期～前期・後期）][弥生時代][近世]","包蔵地","溝","縄文土器　石器　弥生土器　土師器　緑釉陶器",139.6733736,35.75315674,TRUE
13120011500,13120,"115","","練馬区No.115遺跡","練馬区 栄町","[近世]","塚","","須恵器",139.669495,35.738518,TRUE
13120011600,13120,"116","こたけいせき","小竹遺跡","練馬区 小竹一丁目","[旧石器時代][縄文時代（早期・中期）][近世]","集落","[縄文時代]住居　土坑　住居址　屋外埋甕","縄文土器　石器　石鏃　スタンプ形石器　大珠　ナイフ形石器",139.67833,35.74126865,TRUE
13120011800,13120,"118","こたけちょうにちょうめいせき","小竹町二丁目遺跡","練馬区 小竹二丁目","[旧石器時代][縄文時代（早期、中期、後期）][近世]","包蔵地","[縄文時代]土坑　柱穴","旧石器　縄文土器　石器（打製石斧　石鏃等）　陶磁器　土器　瓦　鉄釘　銭貨",139.6760859,35.74359656,TRUE
13120012200,13120,"122","","練馬区No.122遺跡","練馬区 中村南一丁目 中村南二丁目","[縄文時代（中期）][近世]","包蔵地","","(縄文)縄文土器　(中世)陶磁器",139.6448635,35.72898138,TRUE
13120012400,13120,"124","","練馬区No.124遺跡","練馬区 豊玉南二丁目","[近世]","塚","","",139.6555719,35.72841003,TRUE
13120012800,13120,"128","きたあらいいせき","北新井遺跡","練馬区 豊玉北二丁目","[旧石器時代][縄文時代（中期）][近世]","集落","[旧石器時代]石器ブロック[縄文時代]堅穴住居跡　屋外炉　[近世]溝状遺構","ナイフ形石器　縄文土器　土偶　耳栓　石鏃　石皿　打製石斧　磨製石斧　近世陶磁器",139.665527,35.734074,TRUE
13120014800,13120,"148","べんてんいけていしっちいせき","弁天池低湿地遺跡","練馬区 東大泉三丁目","[縄文時代（後期）][中世][近世]","包蔵地","水田","縄文土器　陶器　木製品　（近世）陶磁器",139.5904229,35.75597831,TRUE
13120015000,13120,"150","あたごしたいせき","愛宕下遺跡","練馬区 大泉町四丁目","[旧石器時代][縄文時代（草創期～後期）][弥生時代（後期）][近世]","集落","[旧石器時代]礫群　石器ブロック　[縄文時代]住居　陥穴　集石　竪穴住居","縄文土器　石器　陶磁器",139.5999673,35.75929407,TRUE
13120015400,13120,"154","とやまいせきだい2ちてん","外山遺跡第2地点","練馬区 東大泉三丁目","[旧石器時代][縄文時代（草創期～後期）][古墳時代][近世]","集落","[旧石器時代]石器ブロック　[縄文時代]炉穴","（縄文）縄文土器　石器　(古墳)土師器　須恵器　(近世)陶磁器",139.5902169,35.75333147,TRUE
13121000200,13121,"2","とねりいせき","舎人遺跡","足立区 舎人二丁目　 舎人四丁目　 舎人五丁目　 舎人六丁目","[古墳時代][奈良時代][中世][近世]","集落","[古墳時代]方形周溝墓　鍛冶遺構　[古墳時代]～[奈良時代]住居　ピット　土坑　[中世]井戸　火葬墓","土師器　須恵器　土製支脚　土錘　鞴羽口　滑石製品(臼玉・鏡)　鉄滓　人骨",139.7688769,35.81459542,TRUE
13121001300,13121,"13","いこう・やじった・はざまいせき","伊興・谷下・狭間遺跡","足立区 東伊興一丁目　 東伊興二丁目　東伊興三丁目　東伊興四丁目　 伊興本町一丁目　伊興本町二丁目","[縄文時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落・その他（祭祀）","[古墳時代]住居　ピット　土坑　竪穴　井戸　溝　方形周溝墓　[古墳時代]～[平安時代]ピット　土坑　井戸　[平安時代]火葬墓","縄文土器　石鏃　弥生土器　土師器　須恵器　鉄鏃　刀子　鉄器　砥石　紡錘車　土錘　土製支脚　埴輪　管玉　勾玉　子持勾玉　臼玉　ガラス製品　鏡　帯金具　有孔円板　石製・土製模造品　人骨",139.7867297,35.80310019,TRUE
13121001700,13121,"17","わかみやはちまんじんじゃいせき","若宮八幡神社遺跡","足立区 伊興二丁目　 伊興三丁目　 伊興四丁目　 西伊興二丁目","[奈良時代][平安時代][中世][近世]","包蔵地","[奈良時代]～[中世]ピット　[平安時代]井戸　[近世]土坑　溝","土師器　須恵器　土錘　勾玉　陶器　釘　下駄　井戸枠",139.7819918,35.79499701,TRUE
13121001900,13121,"19","ほっけじけいだいいせき","法華寺境内遺跡","足立区 西保木間三丁目　 西保木間四丁目","[古墳時代][奈良時代][平安時代][近世]","集落","[古墳時代]住居　[古墳時代]～[平安時代]ピット　土坑　溝","土師器　須恵器　鉄製品　土錘　土玉",139.7989863,35.80440887,TRUE
13121002000,13121,"20","はなはたいせき","花畑遺跡","足立区 保木間五丁目　 花畑五丁目　 西保木間四丁目","[古墳時代][奈良時代][平安時代][近世]","包蔵地","[古墳時代]～[平安時代]ピット　土坑　[古墳時代]焼土","弥生土器　土師器　須恵器　土製支脚　鉄製品　土錘　土玉　土製・石製模造品(臼玉鏡)　臼　陶磁器",139.8026942,35.807945,TRUE
13121002600,13121,"26","せんげんじんじゃづかいせき","浅間神社塚遺跡","足立区 西新井六丁目","[中世？][近世？]","塚?","","",139.7764726,35.77871452,TRUE
13121002800,13121,"28","ひがしいこういせき","東伊興遺跡","足立区 東伊興一丁目　 東伊興二丁目　 古千谷五丁目","[古墳時代][奈良時代][平安時代][中世][近世]","集落","[古墳時代]住居　[古墳時代]～[平安時代]ピット　土坑　[中世]溝","土師器　須恵器　陶磁器　鉄製品　木製品",139.7826785,35.80516066,TRUE
13121002900,13121,"29","せんじゅといやば・かんめあらためじょあと","千住問屋場・貫目改所跡","足立区 千住一丁目","[近世]","その他（役所跡）","[近世]礎石","陶磁器類　瓦　ガラス片",139.8012316,35.74716928,TRUE
13122000500,13122,"5","ころくてんいせき","古録天遺跡","葛飾区 柴又二丁目　 柴又三丁目","[古墳時代][奈良時代][平安時代][中世][近世]","集落","[奈良時代][平安時代]住居　土坑　溝　[中世]溝　[近世]土坑","土師器　須恵器　陶磁器　ホウロク　カワラケ　瓦質土器　素焼土器　土製品　瓦　砥石　金属製品",139.8696093,35.75812292,TRUE
13122000800,13122,"8","ごてんやま・かさいじょうし","御殿山・葛西城址","葛飾区 青戸六丁目　 青戸七丁目　 青戸八丁目","[弥生時代][奈良時代][平安時代][中世][近世]","集落・城館","[古墳時代]住居　ピット　土坑　溝　[中世]掘立柱建物　土坑　ピット　井戸　溝　堀　[近世]水田","弥生土器　土師器　須恵器　土錘　砥石　陶磁器　カワラケ　瓦器　茶臼　瓦　板碑　鉄製品　鉄塊　漆椀　下駄　くし　銭貨　炭化物",139.855644,35.75541297,TRUE
13122001500,13122,"15","しばまたかせんじきいせき","柴又河川敷遺跡","葛飾区 柴又五丁目　 柴又六丁目","[縄文時代][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地","[時代不明]溝　土坑","縄文土器　弥生土器　土師器　須恵器　土錘　陶磁器　カワラケ　素焼土器　土製品",139.8833385,35.75546786,TRUE
13122001600,13122,"16","こすげぜにざあと","小菅銭座跡","葛飾区 小菅一丁目","[近世]","その他（生産関連）","※遺跡範囲のすべてが、葛飾区指定史跡小菅銭座跡となっています。","",139.8174384,35.75575087,TRUE
13122001700,13122,"17","かみちばいせき","上千葉遺跡","葛飾区 西亀有一丁目　 東堀切三丁目","[中世][近世]","集落","[中世]建物跡　土坑　溝状遺構　井戸　水田状遺構","陶磁器　カワラケ　木製品",139.8379285,35.75715428,TRUE
13122001900,13122,"19","かみこまついせき","上小松遺跡","葛飾区 東新小岩四丁目　 奥戸四丁目","［古墳時代］[奈良時代][平安時代][中世][近世]","集落","[奈良時代][平安時代]土坑　溝","土師器　須恵器　陶器　金属製品　石製紡錘車　漆器　馬歯",139.8635132,35.72651646,TRUE
13122002100,13122,"21","しばまたたいしゃくてんいせき","柴又帝釈天遺跡","葛飾区 柴又七丁目","[奈良時代][平安時代][中世][近世]","集落","[奈良時代][平安時代]掘立柱建物　井戸　土坑　溝　[中世]掘立柱建物　井戸　土坑　溝　[近世]井戸　土坑　溝","土師器　須恵器　木製品",139.8779444,35.75842191,TRUE
13122002200,13122,"22","ほんごういせき","本郷遺跡","葛飾区 奥戸三丁目　 奥戸五丁目 奥戸七丁目","[古墳時代][奈良時代][平安時代][中世][近世]","集落","[古墳時代]住居　竪穴状遺構　土坑　小鍛冶工房　[奈良時代][平安時代]ピット　土坑　井戸　[近世]ピット　井戸　溝","土師器　須恵器　石製紡錘車　土錘　耳環　馬歯　陶磁器",139.8620275,35.73322804,TRUE
13122002400,13122,"24","おにづかいせき","鬼塚遺跡","葛飾区 奥戸一丁目","[古墳時代][奈良時代][平安時代][中世][近世]","集落","[古墳時代]掘立柱建物　土坑　井戸　溝　[奈良時代][平安時代]掘立柱建物　溝　井戸　[中世]ピット　溝状遺構　[近世]井戸　水田","土師器　須恵器　土錘　カワラケ　陶磁器　木製品　骨製ヘラ　ウマ・イヌ・ウシ骨歯　貝殻",139.8597272,35.73077553,TRUE
13122002600,13122,"26","こすげごてんあと","小菅御殿跡","葛飾区 小菅一丁目","[近世]","城館","","",139.8164273,35.7591672,TRUE
13122002700,13122,"27","まえついせき","前津遺跡","葛飾区 亀有二丁目","[中世][近世]","包蔵地","[中世][近世]土坑　溝","カワラケ　陶磁器　素焼土器　土製品　瓦　砥石　金属製品　玩具　人形",139.8505285,35.76127755,TRUE
13123000100,13123,"1","かみこいわいせき","上小岩遺跡","江戸川区 北小岩六丁目 北小岩七丁目","[弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落","[古墳時代]住居　土坑　[奈良時代][平安時代][中世]井戸　溝状遺構　[近世]水田　溝状遺構　[時代不明]土坑","弥生土器　土師器　須恵器　土錘　陶磁器　羽釜　板碑　加工木材　銭貨",139.8887425,35.74357206,TRUE
13123001300,13123,"13","しょうかくじしょうろうきそいこう","昇覚寺鐘楼基礎遺構","江戸川区 東葛西七丁目","[近世]","社寺","[近世]鐘楼基礎遺構","陶磁器　ホウロク　燈明皿　擂鉢　土錘　瓦　銭貨",139.8798899,35.65801962,TRUE
13201000300,13201,"3","たかどめ（おんがたちくNo.16）いせき","高留（恩方地区No.16）遺跡","八王子市 上恩方町","[縄文時代（中期）][近世]","包蔵地","","縄文土器　打斧　磨斧　陶磁器",139.2118666,35.67152417,TRUE
13201000500,13201,"5","うえのくぼ（おんがたちくNo.14）いせき","上ノ久保（恩方地区No.14)遺跡","八王子市 上恩方町","[縄文時代（中期）][近世]","包蔵地","","縄文土器　陶磁器",139.2177889,35.67333704,TRUE
13201001100,13201,"11","きつねづか（おんがたちくNo.12）いせき","弧塚（恩方地区No.12）遺跡","八王子市 上恩方町","[縄文時代（早期～後期）][近世]","集落","[縄文時代]住居","縄文土器　打斧　磨斧　ナイフ形石器　石槍　石鏃　削器　石匙　敲石　土製円板　石製垂飾　青磁",139.2269338,35.67290601,TRUE
13201001200,13201,"12","くろぬた（おんがたちくNo.11）いせき","黒沼田（恩方地区No.11）遺跡","八王子市 上恩方町","[縄文時代（中期）][近世]","包蔵地","","縄文土器　石鏃　磁器",139.2327703,35.67262711,TRUE
13201001500,13201,"15","ひかげいせき","日影遺跡","八王子市 上川町","[縄文時代（前期～中期）][近世]","集落","","縄文土器　打斧　陶磁器",139.2599803,35.70302121,TRUE
13201001600,13201,"16","","八王子市No.16遺跡","八王子市 上川町","[縄文時代（中期）][古墳時代][近世]","包蔵地","","縄文土器　土師器　陶磁器",139.2541438,35.70309091,TRUE
13201001700,13201,"17","とざわうえいせき","戸沢上遺跡","八王子市 上川町","[縄文時代（前期～中期）][古墳時代][近世]","包蔵地","","縄文土器　打斧　石鏃",139.258407,35.70053845,TRUE
13201001900,13201,"19","とのいりひがしいせき","十内入東遺跡","八王子市 川口町","[縄文時代（早期～中期）][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居　炉穴　集石　土坑　[古墳時代]土坑　[中近]建物跡　地下式坑　墓坑　土坑","縄文土器　石器　陶磁器　漆器　銭貨　金属製品",139.2682011,35.69471575,TRUE
13201002100,13201,"21","","八王子市No.21遺跡","八王子市 上川町","[縄文時代（中期）][近世]","包蔵地","","縄文土器　石匙　円盤石器　剥片　陶磁器",139.261182,35.69901341,TRUE
13201002200,13201,"22","","八王子市No.22遺跡","八王子市 上川町","[縄文時代（早期～中期）][古墳時代][奈良時代][平安時代][近世]","包蔵地","","剥片　縄文土器　土師器　陶磁器",139.2633517,35.69844495,TRUE
13201002300,13201,"23","","八王子市No.23遺跡","八王子市 川口町","[縄文時代（早期～後期）][古墳時代][近世]","包蔵地","","縄文土器　土師器　陶磁器",139.2766694,35.69798164,TRUE
13201002500,13201,"25","みやたいせき","宮田遺跡","八王子市 川口町","[縄文時代（前期～後期）][古墳時代][近世]","集落","[縄文時代]住居　敷石住居　土坑","縄文土器　打斧　磨斧　石鏃　土錘　土製円板　土偶　炭化材　土師器　須恵器　陶磁器",139.279116,35.68945238,TRUE
13201002700,13201,"27","かわぐちょうととのいだいいせき・かわぐちし（かわぐち）たてあと","川口町調井台遺跡・川口氏（川口）館跡","八王子市 川口町","[縄文時代（早期～後期）][弥生時代][古墳時代][平安時代][近世]","集落","[縄文時代]住居　[弥生時代]住居","縄文土器　打斧　石鏃　磨石　弥生土器　土師器　須恵器",139.2830657,35.68929199,TRUE
13201003200,13201,"32","なかはらいせき","中原遺跡","八王子市 川口町","[縄文時代（前期～後期）][古墳時代][平安時代][中世][近世]","集落","[縄文時代]住居","縄文土器　打斧　石鏃　石匙　石錘　磨石　凹石　耳飾　須恵器　蔵骨器　陶磁器",139.291799,35.69335256,TRUE
13201003500,13201,"35","へんな（おんがたちくNo.6）いせき","辺名（恩方地区No.6)遺跡","八王子市 下恩方町","[縄文時代（前期～後期）][平安時代][近世]","包蔵地","","縄文土器　打斧　石鏃　石皿　石剣　有頭石斧　土偶　土師器",139.2545397,35.67707478,TRUE
13201003700,13201,"37","","八王子市No.37遺跡","八王子市 下恩方町","[中世][近世]","生産遺跡","鍛冶工房?","",139.2635348,35.67687956,TRUE
13201003800,13201,"38","おんがたちく","恩方地区No.8遺跡","八王子市 下恩方町","[縄文時代（前期～後期）][古墳時代][平安時代][近世]","集落","[縄文時代]住居　焼土　土坑","縄文土器　打斧　石鏃　石皿　磨石　凹石　砥石　土錘　土製円板　石剣　土偶　土師器　須恵器　陶磁器　泥人形",139.2437251,35.66569538,TRUE
13201004000,13201,"40","まつたけ（おんがたちくNo.7）いせき","松竹（恩方地区No.7)遺跡","八王子市 下恩方町","[縄文時代（中期）][平安時代][近世]","包蔵地","","縄文土器　須恵器　陶磁器",139.2542994,35.66625324,TRUE
13201004100,13201,"41","ふかざわいせき","深沢遺跡","八王子市 下恩方町　 西寺方町","[縄文時代（早期～後期）][弥生時代][平安時代][近世]","集落","[縄文時代]敷石住居　集石土坑　焼土　土坑　[平安時代]住居　土坑","縄文土器　打斧　磨斧　石槍　石鏃　掻器　石錐　石錘　石皿　磨石　凹石　剥片　土製円板　石棒　土版　弥生土器　土師器　陶磁器",139.2624362,35.67040911,TRUE
13201004200,13201,"42","はちおうじじょうあと","八王子城跡","八王子市 元八王子町三丁目　 下恩方町","[縄文時代（中期）][中世][近世]","城館","[中世]掘立柱建物　土間状遺構　腰曲輪　[近世]建物　方形竪穴　土坑　庭園　井戸　溝　石段　踊場　堀　造成面　土塁　石垣","縄文土器　石皿　陶磁器（国産・舶載）　カワラケ　鉄砲玉　釘　鉄片　鏡　砥石　石臼　羽口　坩堝　刀装具　レースガラス　毛抜き　鋲　銭貨　土弾　鉄滓　漆椀　木炭",139.253375,35.65333468,TRUE
13201004600,13201,"46","おだの（おんがたちくNo.3）いせき","小田野(恩方地区No.3)遺跡","八王子市 西寺方町","[縄文時代（早期～後期）][古墳時代][平安時代][中世][近世]","集落","[縄文時代]敷石住居　集石土坑　[平安時代]土坑　集石　河道","縄文土器　打斧　磨斧　石槍　土師器　須恵器　陶磁器",139.2671282,35.67242441,TRUE
13201004700,13201,"47","とぶきいせき","戸吹遺跡","八王子市 戸吹町","[縄文時代（前期～中期）][平安時代][近世]","集落","[縄文時代]住居　土坑","縄文土器　刃器　剥片　土師器　須恵器　土製碁石",139.2917233,35.70622483,TRUE
13201004900,13201,"49","くぬぎやついせき","椚谷遺跡","八王子市 戸吹町","[縄文時代（早期・中期）][平安時代][近世]","包蔵地・集落","[縄文時代]住居　敷石住居","縄文土器　打斧　磨斧　土製円板　石棒　土師器　須恵器　陶磁器",139.2991133,35.70386209,TRUE
13201005600,13201,"56","みやしたいせき","宮下遺跡","八王子市 宮下町","[縄文時代（前期～中期）][古墳時代][平安時代][近世]","集落","[縄文時代]住居　竪穴状遺構　集石土坑　[古墳時代]住居　土坑","縄文土器　石器　土製品　土師器　須恵器　陶磁器　鉄製品　炭化材",139.3102284,35.70400149,TRUE
13201005700,13201,"57","","八王子市No.57遺跡","八王子市 加住町二丁目","[縄文時代（中期）][中世][近世]","包蔵地","","縄文土器",139.3219957,35.69569302,TRUE
13201005800,13201,"58","おおまちいせき","大町遺跡","八王子市 丹木町一丁目","[縄文時代（前期～中期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居　貯蔵穴","縄文土器　打斧　磨斧　石鏃　掻器　石皿　磨石　凹石　砥石　土偶　土製品　彩色土器　絵画土器　土師器　陶磁器",139.3307204,35.68966714,TRUE
13201005900,13201,"59","のくぼいせき","野久保遺跡","八王子市 丹木町一丁目　 梅坪町","[縄文時代（前期～中期）][平安時代][中世][近世]","集落","[縄文時代]住居","縄文土器　土師器　陶磁器",139.3325618,35.68865316,TRUE
13201006400,13201,"64","","八王子市No.64遺跡","八王子市 滝山町一丁目","[縄文時代（早期・中期）][奈良時代][平安時代][近世]","包蔵地","","縄文土器　土師器　須恵器　陶磁器",139.341402,35.69015188,TRUE
13201006900,13201,"69","","八王子市No.69遺跡","八王子市 滝山町二丁目","[縄文時代（中期）][奈良時代][平安時代][近世]","包蔵地","","縄文土器　土師器　須恵器　陶磁器",139.3400205,35.69342056,TRUE
13201007301,13201,"73-1","うつぎだいいせきぐんえーちく","宇津木台遺跡群A地区","八王子市 平町","[縄文時代（早期～中期）][古墳時代][近世]","集落・（経）塚","[縄文時代]住居 竪穴状遺構 集石 焼土 土坑 [古墳時代]住居 集石 土坑 遺物集中地点","縄文土器 打斧 磨斧 礫器 石鏃 石匙 石皿 磨石 スタンプ形石器 凹石 敲石 剥片 土師器 鉄鏃 磨石 石臼 石杵 編み石 紡錘車 支脚 剣形石製模造品",139.3537896,35.68909784,TRUE
13201007303,13201,"73-3","うつぎだいいせきぐんしーちく","宇津木台遺跡群C地区","八王子市 平町 宇津木町","[縄文時代（早期～中期）][弥生時代（前期～中期）][古墳時代][奈良時代][平安時代][近世]","集落・塚（経塚）","[縄文時代]住居　集石　炉穴　陥し穴　土坑　遺物集中　[弥生時代]焼土　[古墳時代]住居　集石　土坑　[平安時代]住居　[近世]住居　土坑","縄文土器　打斧　礫器　石皿　磨石　ピエス・エスキーユ　抉入磨石　剥片石器　弥生土器　土師器　須恵器",139.3581068,35.68995802,TRUE
13201007308,13201,"73-8","うつぎだいいせきぐんえいちちく","宇津木台遺跡群H地区","八王子市 石川町","[縄文時代][平安時代][中世][近世]","集落","[縄文時代]集石土坑　[平安時代]住居　溝　[中世]溝　[近世]柱穴　溝　墓","",139.3578414,35.68089782,TRUE
13201007309,13201,"73-9","うつぎだいいせきぐんあいちく","宇津木台遺跡群I地区","八王子市 宇津木町　 平町","[縄文時代（早期～晩期）][弥生時代（前期～中期）][弥生時代][奈良時代][平安時代][近世]","集落","[縄文時代]住居　集石土坑　炉穴　焼土　陥し穴　土坑　[古墳時代]住居　[奈良時代]住居　円形土坑　[平安時代]住居　[近世]土坑　[時代不明]土坑","縄文土器　打斧　磨斧　礫器　石鏃　掻器　石錐　石錘　石皿　磨石　スタンプ形石器　抉入磨石　凹石　弥生土器　土師器　須恵器　土製支脚　砥石　刀子　編み石　玉類",139.3600107,35.68919754,TRUE
13201007310,13201,"73-0","うつぎだいいせきぐんじぇいちく","宇津木台遺跡群J地区","八王子市 平町","[縄文時代（早期～晩期）][古墳時代][奈良時代][平安時代][近世]","集落","[縄文時代]集石　集石土坑　土坑　[古墳時代]住居　[奈良時代]住居　[平安時代]住居　[古墳時代][奈良時代][平安時代]土坑　[近世]柱穴　[時代不明]住居　建物　溝状遺構","縄文土器　打斧　礫器　石鏃　掻器　石錐　石皿　磨石　土師器　須恵器　陶器（灰釉）　磁器　支脚　砥石　編み石　鉄鎌　鉄釘　鉄鏃　陶製紡錘車　土錘　鞴羽口　土製品　鉄滓　木製品（鋤）",139.3631006,35.69005942,TRUE
13201007314,13201,"73-4","うつぎだいいせきぐんえぬちく","宇津木台遺跡群N地区","八王子市 小宮町","[縄文時代（早期～前期）][古墳時代][近世]","集落","[縄文時代]住居 集石 集石土坑 土坑 [古墳時代]住居","縄文土器 打斧 石鏃 石皿 磨石 抉入磨石 剥片石器 土製円板 陶器（灰釉・天目） ホウロク 石臼",139.3628538,35.68709647,TRUE
13201007900,13201,"79","こみやちょう・あわのすいせき","小宮町・粟の須遺跡","八王子市 小宮町","[縄文時代（早期～中期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]集石　陥し穴　[奈良時代]住居　[平安時代]住居　集石　[中世]堀立柱建物　竪穴状遺構　焼土　井戸　土坑　炭焼土坑　溝状遺構","縄文土器　打斧　磨石　剥片　土師器　須恵器　陶磁器　カワラケ　舶載陶磁器　硯",139.3696515,35.68692916,TRUE
13201008000,13201,"80","かのうやいせき","叶谷遺跡","八王子市 叶谷町","[縄文時代（中期～後期）][弥生時代（中期）][古墳時代][近世]","包蔵地","[弥生時代]土坑","縄文土器　弥生土器　土師器　陶磁器",139.2978627,35.67209278,TRUE
13201008200,13201,"82","ならはらいせき","楢原遺跡","八王子市 楢原町　 中野上町三丁目　 中野上町五丁目　 中野町","[縄文時代（中期～後期）][弥生時代][古墳時代][平安時代][近世]","集落","[縄文時代]住居　土坑　[弥生時代]住居","縄文土器　打斧　磨斧　石槍　石鏃　掻器　石匙　石錐　石皿　凹石　有孔石器　土製円板　けつ状耳飾　勾玉　硬玉製大珠　土偶　弥生土器　炭化稗　土師器　陶磁器",139.3133296,35.67477055,TRUE
