"JASID","LGC","Site_no","SiteName_furigana","SiteName_original","Address","Chronology","SiteType","ArchaeologicalFeatures","MajorArtefacts","Lon","Lat","P"
13201086400,13201,"864","たまにゅーたうんNo.706いせき","多摩ニュータウンNo.706遺跡","八王子市 別所","[旧石器時代][縄文時代（早期）][縄文時代（前期）]","包蔵地","[縄文時代]土坑","石核　剥片　縄文土器　礫",139.3963215,35.61272266,TRUE
13201086500,13201,"865","たまにゅーたうんNo.707いせき","多摩ニュータウンNo.707遺跡","八王子市 別所","[旧石器時代][縄草][縄文時代（早期）][縄文時代（前期）][縄文時代（中期）]","包蔵地","[縄文時代]陥し穴　土坑","細石刃　剥片　縄文土器　有茎尖頭器　石器",139.3970613,35.61301061,TRUE
13201087700,13201,"877","たまにゅーたうんNo.721いせき","多摩ニュータウンNo.721遺跡","八王子市 堀之内","[旧石器時代][縄文時代（前期）][縄文時代（中期）][奈良時代][平安時代][中世][近世]","集落","[縄文時代]集石　集石土坑　土坑　[奈良時代][平安時代]住居　集石　土坑　[中世]井戸　土坑　[近世]ピット","細石刃　縄文土器　打斧　石鏃　石皿　磨石　敲石　土師器　須恵器　陶磁器　陶器（灰釉・緑釉）　鉄製品　羽口　銅製品　銭貨",139.4073784,35.62828296,TRUE
13201087800,13201,"878","たまにゅーたうんNo.722いせき","多摩ニュータウンNo.722遺跡","八王子市 東中野","[旧石器時代][縄文時代（早期）][縄文時代（前期）][縄文時代（中期）][縄文時代（後期）][奈良時代][平安時代][中世][近世]","集落","[縄文時代]焼土　[平安時代]住居　[近世]溝","ナイフ形石器　縄文土器　石器　土師器　須恵器　陶器（灰釉）　陶磁器",139.408139,35.62995041,TRUE
13201088300,13201,"883","たまにゅーたうんNo.727いせき","多摩ニュータウンNo.727遺跡","八王子市 堀之内","[旧石器時代][縄文時代（早期）][縄文時代（前期）][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居　土坑　[近世]溝","剥片　縄文土器　石器　土師器　陶器（灰釉）",139.4043347,35.62517555,TRUE
13201089900,13201,"899","たまにゅーたうんNo.806いせき","多摩ニュータウンNo.806遺跡","八王子市 上柚木","[旧石器時代][縄文時代（前期～中期）][奈良時代][平安時代][中世][近世]","集落","[縄文時代]土坑　[近世]建物　ピット　土坑　井戸　溝","台形石器　礫器　石核　剥片　縄文土器　有舌尖頭器　土師器　須恵器　土師質土器　陶磁器　砥石",139.3740058,35.62090469,TRUE
13201090600,13201,"906","たまにゅーたうんNo.813いせき","多摩ニュータウンNo.813遺跡","八王子市 上柚木","[旧石器時代][縄文時代（早期～前期）][平安時代][近世]","包蔵地","[縄文時代]焼土　土坑　[平安時代]焼土　[近世]土坑　炭窯　溝","尖頭器　打斧　縄文土器　石器　土師器",139.3707223,35.61403385,TRUE
13201092400,13201,"924","たまにゅーたうんNo.836いせき","多摩ニュータウンNo.836遺跡","八王子市 鑓水","［旧石器時代］[縄文時代（早期～中期）]［平安時代］［中世］［近世］","集落","","焼礫",139.3444812,35.61242181,TRUE
13201092700,13201,"927","たまにゅーたうんNo.839・840いせき","多摩ニュータウンNo.839・840遺跡","八王子市 鑓水","［旧石器時代］[縄文時代][平安時代][近世]","集落","[縄文時代]集石　[奈良時代][平安時代]住居　窯体　ピット　土坑　[近世]炭窯","縄文土器　石器　土師器　須恵器　陶器（灰釉・緑釉）　鉄滓　焼礫　磨斧　鉄製品　羽口",139.3503318,35.60958743,TRUE
13202000300,13202,"3","まつなかっぱらいせき","松中ッ原遺跡","立川市 一番町五丁目","[旧石器時代][縄文時代（早期）]","包蔵地","","尖頭器 石鏃",139.3754836,35.73202607,TRUE
13202000400,13202,"4","てんのうばしびーちてんいせき","天王橋B地点遺跡","立川市 一番町一丁目","[旧石器時代]","包蔵地","","ナイフ形石器 掻器 石核",139.3843413,35.72494691,TRUE
13202000500,13202,"5","じょうすいむこういせき","上水向遺跡","立川市 上砂町四丁目","[旧石器時代]","包蔵地","","尖頭器 掻器",139.3938857,35.72862592,TRUE
13202000600,13202,"6","みやのはしいせき","宮ノ橋遺跡","立川市 砂川町四丁目","[旧石器時代]","包蔵地","","尖頭器",139.404254,35.7270094,TRUE
13202000700,13202,"7","おおやまどうひがしいせき","大山道東遺跡","立川市 砂川町二丁目","[旧石器時代][縄文時代]","包蔵地","","尖頭器 掻器 磨石 スタンプ形石器",139.4020567,35.72115623,TRUE
13202000900,13202,"9","かんのんじはらいせき","観音寺原遺跡","立川市 栄町四丁目","[旧石器時代][縄文時代]","包蔵地","","ナイフ形石器 尖頭器 縄文土器 石鏃",139.4243041,35.71245929,TRUE
13202001400,13202,"14","おおわだいせき","大和田遺跡","立川市 柴崎町四丁目 錦町五丁目","[旧石器時代][縄文時代（早期・中期～後期）][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居 集石 土坑 [奈良時代][平安時代]住居 土坑 溝","尖頭器 礫器 縄文土器 打斧 磨斧 石皿 磨石 スタンプ形石器 土師器 須恵器 陶磁器 銭貨",139.4089033,35.69072429,TRUE
13202001800,13202,"18","むかいごういせき","向郷遺跡","立川市 錦町四丁目 羽衣町三丁目","[旧石器時代][縄文時代（早期～後期）][奈良時代][平安時代]","集落","[縄文時代]住居 集石 土坑 炉穴","ナイフ形石器 縄文土器 打斧 磨斧 石鏃 磨石 土師器",139.4234894,35.69047063,TRUE
13203000300,13203,"3","ごてんやまいせき","御殿山遺跡","武蔵野市 御殿山一丁目","[旧石器時代][縄文時代（早期～後期）]","包蔵地","[縄文時代]住居跡 土坑 屋外炉 敷石住居","ナイフ形石器 剥片 縄文土器 打斧 磨斧 石槍 石鏃 石皿 磨石 凹石 敲石 砥石 土錘 台状土製品 叩石 尖頭器 石錐",139.5718583,35.7008842,TRUE
13203000400,13203,"4","きちじょうじみなみちょういっちょうめいせき","吉祥寺南町一丁目遺跡","武蔵野市 吉祥寺南町一丁目","[旧石器時代] [縄文時代（早期～中期）]","包蔵地","［旧石器時代］ブロック 礫群［縄文土器］土坑 陥し穴 ピット 埋甕","尖頭器 縄文土器 石鏃 打斧 灯明皿 スクレイパー ナイフ形石器 磨斧 敲石",139.5801838,35.70059146,TRUE
13203000500,13203,"5","きちじょうじみなみちょうさんちょうめいせき","吉祥寺南町三丁目遺跡","武蔵野市 吉祥寺南町三丁目","[旧石器時代] [縄文時代（早期～後期）] [平安時代]","包蔵地","ブロック 礫群 土坑 集石 ピット","石器 縄文土器 細石刃 スクレイパー 打製石斧 敲石 剥片",139.5855193,35.69715673,TRUE
13204000100,13204,"1","あいしーゆーこうないいせきぐん","ICU構内遺跡群","三鷹市 大沢三丁目","[旧石器時代][縄文時代（早期～後期）][奈良時代][平安時代][近世]","集落","[旧石器時代]ユニット　礫群　[縄文時代]住居　小竪穴　土坑　配石","石器　縄文土器　石器　土製円板　耳栓　土偶　土師器　陶磁器",139.5281783,35.6866886,TRUE
13204000200,13204,"2","のがわこうえんいせき","野川公園遺跡","三鷹市 大沢三丁目","[旧石器時代][縄文時代（中期）][近世]","包蔵地","","縄文土器　陶磁器",139.5294654,35.68325278,TRUE
13204000300,13204,"3","さかうえいせき","坂上遺跡","三鷹市 大沢二丁目","[旧石器時代][縄文時代（早期～後期）]","集落","[旧石器時代]ユニット　礫群　[縄文時代]住居　敷石住居　集石　集石土坑　溝状遺構","石器　縄文土器　石器　土偶",139.5313359,35.68085111,TRUE
13204000600,13204,"6","でやまいせき","出山遺跡","三鷹市 大沢二丁目","[旧石器時代][縄文時代（早期～後期）][古墳時代][近世]","集落","[旧石器時代]ユニット　礫群　[縄文時代]住居　小竪穴　集石　集石土坑　炉穴　土坑　溝状遺構","石器　縄文土器　石器　土師器　須恵器　カワラケ　陶磁器",139.5331371,35.67883908,TRUE
13204001000,13204,"10","のみずばしいせき","野水橋遺跡","三鷹市 大沢二丁目","[旧石器時代][縄文時代（早期・中期）][中世]","包蔵地","","石器　縄文土器　石器　板碑",139.5326815,35.67554427,TRUE
13204001200,13204,"12","てんもんだいこうないいせき","天文台構内遺跡","三鷹市 大沢二丁目","[旧石器時代][縄文時代（早期～中期）][奈良時代][平安時代][近世]","集落","[旧石器時代]ユニット　礫群　性格不明遺構　[縄文時代]住居　集石　集石土坑　土坑　[時代不明]ピット","石器　縄文土器　石器　土師器　陶磁器",139.5359284,35.67582296,TRUE
13204001400,13204,"14","ふるはちまんいせき","古八幡遺跡","三鷹市 大沢二丁目　 大沢五丁目","[旧石器時代][縄文時代（早期～晩期）][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地","[縄文時代]集石","石器　縄文土器　石器　土器片錘　陶磁器　石臼　木製高杯　ガラス製品　銭貨　種子材",139.5358014,35.67239775,TRUE
13204001500,13204,"15","しもはらいせき","下原遺跡","三鷹市 大沢四丁目　 大沢五丁目","[旧石器時代][縄文時代（早期～中期）][奈良時代][平安時代]","包蔵地","[時代不明]皿鉢状遺構　溝状遺構　[旧石器時代]石器集中部　礫群　炭化物集中　[縄文時代]住居跡　土坑　陥し穴　ピット　[中世][近世]溝","石器　縄文土器　須恵器　陶磁器　鉄製品",139.5373271,35.66874042,TRUE
13204001800,13204,"18","はらいせき","原遺跡","三鷹市 大沢一丁目","[旧石器時代][縄文時代（草創期～中期）][近世]","集落","[旧石器時代]ユニット　礫群　[縄文時代]住居　集石　集石土坑　溝状遺構　[時代不明]ピット","石器　縄文土器　石器　土製円板　人形状土製品　陶磁器　銭貨",139.5407709,35.67571175,TRUE
13204002000,13204,"20","はねざわだいいせき","羽根沢台遺跡","三鷹市 大沢一丁目　 大沢四丁目","[旧石器時代][縄文時代（早期～中期）][近世]","集落","[旧石器時代]ユニット　礫群　[縄文時代]集石　集石土坑　炉穴　[時代不明]土坑　ピット　溝状遺構","ナイフ形石器　斧形石器　敲石　台石　礫　縄文土器　打斧　磨斧　石皿　磨石　スタンプ形石器　けつ状耳飾　陶磁器　銭貨",139.5404034,35.66997304,TRUE
13204002300,13204,"23","ながくぼいせき","長久保遺跡","三鷹市 新川六丁目","[旧石器時代][縄文時代（早期・中期）][近世]","包蔵地","[旧石器時代]ユニット　[縄文時代]土坑　[近世]土坑　ピット　地下室　溝　[時代不明]皿鉢状遺構","石器　縄文土器　石器　陶磁器　ガラス製品",139.5651184,35.68168289,TRUE
13204002400,13204,"24","ながしまいせき","長嶋遺跡","三鷹市 新川三丁目　 新川六丁目","[旧石器時代][縄文時代（早期・中期～後期）][近世]","集落","[旧石器時代]ユニット　礫群　[縄文時代]集石　炉穴　陥し穴　[時代不明]ピット　溝状遺構","石器　縄文土器　陶磁器　石製品　銭貨　人骨",139.5677619,35.67933557,TRUE
13204002600,13204,"26","まるいけいせき","丸池遺跡","三鷹市 新川二丁目 新川三丁目 新川五丁目","[旧石器時代][縄文時代（前期～中期）][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ユニット [縄文時代]住居 集石土坑 配石 [時代不明]土坑 溝状遺構","石器 縄文土器 石器 土師器 須恵器 カワラケ",139.5718234,35.67743606,TRUE
13204002700,13204,"27","しまやしきいせき","島屋敷遺跡","三鷹市 新川四丁目 新川五丁目","[旧石器時代][縄文時代（早期～中期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ユニット 礫群 [縄文時代]集石 陥し穴 [時代不明]掘立柱建物 ピット 柱穴 地下室 井戸 水田 溝状遺構","石器 縄文土器 石器 土師器 須恵器 板碑 陶磁器 瓦 石製品 金属製品 木製品",139.5714801,35.67469486,TRUE
13204002800,13204,"28","しもはらびーいせき","下原B遺跡","三鷹市 大沢五丁目 大沢六丁目","[旧石器時代][縄文時代（前期～後期）][中世][近世]","集落・その他の墓","墓形態：L字型 [旧石器時代]礫群 焼土遺構 [縄文時代]住居跡 集石土坑 焼土跡 陥し穴 [中世]地下式坑 土坑 [時代不明]溝状遺構 ピット 皿鉢状遺構","ナイフ形石器 スクレイパー 縄文土器 石器 土器 陶磁器類",139.5313421,35.67334676,TRUE
13204003000,13204,"30","きたのいせき","北野遺跡","三鷹市 北野四丁目","[旧石器時代][縄文時代（草創期～後期）][古墳時代][近世]","集落","[旧石器時代]ユニット 礫群 [縄文時代]住居 集石 炉穴 土坑 溝状遺構 [時代不明]集石土坑 ピット","縄文土器 石器 土錘 土製円板 耳栓 土師器 陶器 カワラケ 瓦 碁石 泥人形",139.5793099,35.67363438,TRUE
13204003100,13204,"31","しりつだいごちゅうがっこういせき","市立第五中学校遺跡","三鷹市 新川一丁目 新川四丁目","[旧石器時代][縄文時代（早期～中期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ユニット 礫群 [縄文時代]住居 集石 集石 土坑 [時代不明]土坑 溝状遺構","縄文土器 石器 土錘 土製円板 耳栓 土偶 弥生土器 土師器 須恵器 陶磁器 カワラケ 玉類 銭貨",139.5768721,35.6710462,TRUE
13204003200,13204,"32","あずまいせき","東遺跡","三鷹市 中原二丁目 新川一丁目 新川四丁目","[旧石器時代][縄文時代（中期）][古墳時代][近世]","包蔵地","[時代不明]溝状遺構","縄文土器 土師器 陶磁器 碁石 泥人形 銭貨",139.5725805,35.66920539,TRUE
13204003300,13204,"33","なかせんがわいせき","中仙川遺跡","三鷹市 中原一丁目 新川一丁目","[旧石器時代][縄文時代（早期・中期）][近世]","包蔵地","[時代不明]皿状遺構","石器 縄文土器 陶磁器 ガラス製品",139.5773527,35.66647198,TRUE
13204003800,13204,"38","なかはらいせき","中原遺跡","三鷹市 中原四丁目","[旧石器時代][縄文時代（前期～中期）][奈良時代][平安時代][中世][近世]","包蔵地・陣屋","[中世]溝状遺構 [時代不明]畝状遺構","石器 縄文土器 石器 須恵器 カワラケ 瓦 土鍋 陶磁器 鉄製品 泥人形 銭貨",139.566847,35.66797816,TRUE
13204003900,13204,"39","なかにしいせき","中西遺跡","三鷹市 中原四丁目","[旧石器時代][縄文時代（中期）][近世]","包蔵地","[縄文時代]集石 [時代不明]溝状遺構","石器 縄文土器 陶磁器",139.5686323,35.66775502,TRUE
13204004100,13204,"41","なかはらばしいせき","中原橋遺跡","三鷹市 中原二丁目","[旧石器時代][縄文時代（前期～中期）]","包蔵地","","縄文土器",139.5711386,35.66605359,TRUE
13204004200,13204,"42","はねげいせき","羽毛遺跡","三鷹市 中原二丁目","[旧石器時代][縄文時代（前期～中期）][古墳時代]","集落","[古墳時代]住居 [時代不明]土坑 ピット 溝状遺構","縄文土器 土師器 陶磁器 銭貨",139.5711042,35.6648821,TRUE
13204004300,13204,"43","たきさかいせき","滝坂遺跡","三鷹市 中原一丁目 中原二丁目","[旧石器時代][縄文時代（早期～後期）][弥生時代][古墳時代][奈良時代][平安時代][近世]","集落","[旧石器時代]ユニット 礫群 [縄文時代]住居 集石 炉穴 土坑 [時代不明]ピット 溝状遺構","石器 縄文土器 石器 弥生土器 土師器 陶器 泥人形 泥面子 銭貨 骨片",139.5756361,35.66485421,TRUE
13204004800,13204,"48","いのかしらいせきぐんえーいせき","井の頭池遺跡群A遺跡","三鷹市 井の頭四丁目 井の頭五丁目","[旧石器時代][縄草][縄文時代（早期～後期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ユニット 礫群 [縄文時代]住居 小竪穴 集石 集石土坑 炉穴 土坑 ピット 配石 溝状 遺構","石器 縄文土器 石器 弥生土器 土師器 須恵器 板碑 陶磁器",139.5754818,35.6984234,TRUE
13204004900,13204,"49","いのかしらいせきぐんびーいせき","井の頭池遺跡群B遺跡","三鷹市 井の頭三丁目 井の頭四丁目","[旧石器時代][縄文時代（早期・中期～後期）]","集落","[縄文時代]住居 集石 土坑 炉穴 土坑 ピット 理甕","石器 縄文土器 石器 土錘 土製円板 大珠 陶磁器",139.5797733,35.69741966,TRUE
13204005200,13204,"52","まるやまえーいせき","丸山A遺跡","三鷹市 井の頭二丁目","[旧石器時代][縄文時代（草創期～中期）]","集落","[旧石器時代]ユニット 礫群 [縄文時代]住居 ピット 溝状遺構","石器 縄文土器 石器 土錘 土偶 土師器 陶磁器 カワラケ",139.5856784,35.69320944,TRUE
13205000900,13205,"9","こなかおいせき","小中尾遺跡","青梅市 成木二丁目","[旧石器時代][縄文時代（早期～後期）][奈良時代][平安時代]","集落","[縄文時代]堅穴状遺構","尖頭器　掻器　縄文土器　打斧　石鏃　けつ状耳飾　須恵器",139.2674997,35.83373834,TRUE
13205006800,13205,"68","うらじゅく（てぃー-39）いせき","裏宿(T-39)遺跡","青梅市 裏宿町","[旧石器時代][縄文時代（早期～後期）][奈良時代][平安時代]","集落","[縄文時代]住居　竪穴状遺構　土坑　[奈良時代][平安時代]住居　集石　土坑","縄文土器　打斧　磨斧　石鏃　掻器　石皿　磨石　凹石　剥片　石棒　土師器　須恵器　板碑　銭貨",139.2465644,35.79033151,TRUE
13205010900,13205,"109","ばば（けー-6・7）いせき","馬場(K-6・7)遺跡","青梅市 師岡町一丁目　 師岡町二丁目","[旧石器時代][縄文時代（早期～後期）][弥生時代（中期～後期）][古墳時代][奈良時代][平安時代][中世]","集落","[旧石器時代]ユニット　[縄文時代]集石　土坑　[弥生時代]住居　方形周溝墓　[奈良時代][平安時代]土坑　井戸状遺構　鍛冶工房","細石刃　細石刃核　掻器　縄文土器　石器　弥生土器　抉入石斧　片刃石斧　石鏃　土師器　須恵器　陶磁器(青磁)　木器　鉄器",139.2824037,35.79595433,TRUE
13205011600,13205,"116","かすみだい（けー-27・28・29）いせき","霞台(K-27・28・29)遺跡","青梅市 大門二丁目　 今寺三丁目　 野上町二丁目","[旧石器時代][縄文時代（前期～中期）]［弥生時代（後期）］[古墳時代][奈良時代][平安時代][中世]","集落","[縄文時代]土坑　ピット　[弥生時代][古墳時代]住居　ピット　輪土坑　[奈良時代]住居","ナイフ形石器　尖頭器　縄文土器　石槍　石鏃　掻器　炭化材　弥生土器　土師器　須恵器　砥石　滑石製管玉　木器　炭化米",139.2931154,35.79653912,TRUE
13205012400,13205,"124","けー-18いせき","K-18遺跡","青梅市 塩船","[旧石器時代][縄文時代（早期～前期）]［平安時代］","包蔵地","","尖頭器　縄文土器",139.2848757,35.80447508,TRUE
13205013900,13205,"139","じょうがさきいせき","城ヶ崎遺跡","青梅市 藤橋二丁目","[旧石器時代][縄文時代（中期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","[旧石器時代]ユニット　土坑　[縄文時代]～[中世]土坑","尖頭器　削器　石核　剥片　縄文土器　土師器　須恵器",139.3033807,35.8043637,TRUE
13205014000,13205,"140","まるやま（K-34・35・36）いせき","丸山(K-34・35・36)遺跡","青梅市 藤橋一丁目","[旧石器時代][縄文時代（前期～後期）][古墳時代][奈良時代][平安時代]","集落","[旧石器時代]ユニット　[縄文時代]住居　土坑　[古墳時代]住居　[平安時代]土坑　溝","尖頭器　剥片　縄文土器　石器　土師器　須恵器",139.3024538,35.8087908,TRUE
13205014400,13205,"144","しろのこし（けー-39）いせき","城の腰(K-39)遺跡","青梅市 今井","[旧石器時代][縄文時代（早期～後期）][奈良時代][平安時代][中世]","集落・城館","[旧石器時代]ユニット　礫群　[縄文時代]土坑　[中世]堅穴状遺構　地下式土坑","ナイフ形石器　石核　剥片　縄文土器　石斧　石鏃　土師器　須恵器　陶器　板碑",139.3126848,35.81029428,TRUE
13206000100,13206,"1","むさしこくぶんじあとかんれんいせき","武蔵国分寺跡関連遺跡","府中市 栄町一丁目　 栄町二丁目　 栄町三丁目　 武蔵台一丁目　 武蔵台二丁目","[旧石器時代][縄文時代（前期～後期）][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]炭化物集中部　[縄文時代]集石　土坑　焼土　[奈良時代][平安時代]土坑　火葬墓　[平安時代]住居　掘立柱建物　土坑　道路　溝　[中世][近世]柱穴列　土坑　道路　溝","ナイフ形石器　尖頭器　細石刃　石核　縄文土器　打斧　磨斧　石鏃　石匙　石錐　石錘　ピエス・エスキーユ　石皿　スタンプ形石器　剥片　凹石　敲石　土師器　須恵器　陶器(緑釉・灰釉)　磁器　擂鉢　瓦　石製品　砥石　鉄製品　瓦　銭貨　漆紙文書　土製品　木製くし　煙管",139.470458,35.69050485,TRUE
13206000200,13206,"2","むさしこくふかんれんいせき","武蔵国府関連遺跡","府中市 日鋼町、片町一丁目、片町二丁目、片町三丁目 寿町一丁目、寿町二丁目、寿町三丁目、小柳町一丁目、小柳町二丁目 清水が丘一丁目、清水が丘二丁目、清水が丘三丁目 白糸台一丁目、白糸台二丁目、白糸台三丁目、白糸台四丁目、白糸台五丁目、白糸台六丁目 八幡町一丁目、八幡町二丁目、八幡町三丁目 府中町一丁目、府中町二丁目、府中町三丁目 分梅町一丁目、分梅町二丁目、分梅町三丁目 本宿町一丁目、本宿町二丁目、本宿町三丁目、本宿町四丁目 緑町一丁目、緑町二丁目、緑町三丁目 宮西町一丁目、宮西町二丁目、宮西町三丁目、宮西町四丁目、宮西町五丁目 宮町一丁目、宮町二丁目、宮町三丁目 美好町一丁目、美好町二丁目、美好町三丁目 若松町一丁目、若松町二丁目、若松町三丁目、日吉町 西府町一丁目、西府町二丁目、西府町三丁目、西府町四丁目、西府町五丁目、日新町二丁目","[旧石器時代][縄文時代][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","官衙・集落","奈良時代][平安時代]住居　掘立柱建物　土坑　柵　道路　溝　井戸　土壙墓　地下式横穴墓　火葬墓　火葬遺構","須恵器　土師器　二彩　緑釉　刀子　鉄鏃　鉄斧　紡錘車　石帯　土錘　瓦",139.4847811,35.67019899,TRUE
13206000500,13206,"5","むさしだいいせき","武蔵台遺跡","府中市 武蔵台二丁目","[旧石器時代][縄文時代（早期・中期）]［奈良時代］［平安時代］","集落","[旧石器時代]礫群 炭化物集中地点 土坑 [縄文時代]住居 集石 土坑 配石","ナイフ形石器 尖頭器 掻器 彫器 錐 斧形石器 礫器 敲石 石核 縄文土器 打斧 磨斧 石鏃 掻器 石皿 磨石 スタンプ形石器 敲石 土製円板",139.463979,35.69131208,TRUE
13206001300,13206,"13","てんじんちょういせき","天神町遺跡","府中市 天神町一丁目 天神町二丁目 天神町三丁目 天神町四丁目 幸町二丁目 幸町三丁目","[旧石器時代][縄文時代（早期～後期）][奈良時代][平安時代]","包蔵地","[旧石器時代]ユニット [縄文時代]集石 集石土坑 焼土 土坑 [奈良時代][平安時代]土坑 溝 [近世]地下室","ナイフ形石器 尖頭器 槍先形尖頭器 細石刃 細石刃核 角錐状石器 掻器 削器 礫器 剥片 縄文土器 打斧 磨斧 礫器 石鏃 石匙 石錐 ピエス・エスキーユ 石皿 磨石 スタンプ形石器 凹石 敲石 台石 石製円盤 土玉 土師器 須恵器 土師質土器 陶器 鉄製品 瓦",139.4877678,35.68257138,TRUE
13206001500,13206,"15","","府中市№15遺跡","府中市 若松町四丁目","[旧石器時代][縄文時代（中期）][奈良時代][平安時代]","包蔵地","","掻器 石核 剥片 縄文土器 石鏃 土師器",139.5013089,35.67732925,TRUE
13206001800,13206,"18","むさしのこうえんいせき","武蔵野公園遺跡","府中市 多磨町三丁目","[旧石器時代][縄文時代（早期～後期）][弥生時代]","集落","[旧石器時代]礫群 [縄文時代]住居 土坑 配石","細石刃核 石核 縄文土器 打斧 土錘 磨斧 石鏃 石匙 石錘 磨石 敲石 弥生土器",139.5178956,35.69068281,TRUE
13206002100,13206,"21","とびたきゅうきたいせき","飛田給北遺跡","府中市 朝日町三丁目","[旧石器時代][縄文時代（中期）][古墳時代][奈良時代][平安時代][近世]","包蔵地・集落","[旧石器時代]礫群 [縄文時代]土坑 [古墳時代]住居 竪穴遺構 溝 [奈良時代][平安時代]土坑 [近世]ピット列 土坑","ナイフ形石器 掻器 敲石 磨石 石核 焼礫 縄文土器 打斧 礫器 石槍 石皿 磨石 土師器 須恵器 砥石 青銅鉈尾 陶磁器",139.5230149,35.66873577,TRUE
13206002900,13206,"29","","府中市No.29遺跡","府中市 朝日町三丁目","[旧石器時代]","集落","[旧石器時代]礫群","ナイフ形石器 尖頭器 掻器 削器 彫器 敲石 石核 焼礫",139.521367,35.67629403,TRUE
13206003300,13206,"33","むさしこくぶんじあとかんれん（むさしだいひがし）いせき","武蔵国分寺跡関連（武蔵台東）遺跡","府中市 武蔵台二丁目","[旧石器時代][縄文時代（早期・中期）]［奈良時代］［平安時代］","集落","[旧石器時代]遺物集中区 礫群 炭化物集中箇所 [縄文時代]住居 陥し穴","ナイフ形石器 掻器 彫器 縄文土器 打斧 磨斧 局部磨製石斧 石鏃 石皿 磨石 スタンプ形石器 土製円板 耳栓 石棒 土偶 浮子",139.4663831,35.69288523,TRUE
13206003400,13206,"34","あさひちょういせき","朝日町遺跡","府中市 朝日町二丁目","[旧石器時代]","集落","[旧石器時代]礫群","ナイフ形石器 剥片",139.5174351,35.67654769,TRUE
13206003401,13206,"34-1","あさひちょういせき","朝日町遺跡","府中市 朝日町三丁目","[旧石器時代][縄文時代][奈良時代][平安時代][中世]","集落","土坑 礫群 溝状遺構 堅穴状遺構 硬化面","ナイフ形石器 フレイク 礫 細石刃 尖頭器 ハンマー 縄文土器 石鏃 打製石斧 磨石 陶器",139.5197877,35.67701914,TRUE
13207000700,13207,"7","はやしのうえいせき","林ノ上遺跡","昭島市 緑町四丁目","[旧石器時代][縄文時代（早期・中期）]","集落","[旧石器時代]礫群 [縄文時代（早期）]土坑","ナイフ形石器 縄文土器 打斧 礫器 石鏃 掻器 石皿 磨石 凹石 敲石",139.3445876,35.71473687,TRUE
13207001200,13207,"12","じょうがわらいせき","上川原遺跡","昭島市 上川原町 昭和町四丁目 昭和町五丁目","[旧石器時代][縄文時代（早期・中期）]","集落","[縄文時代（早期）]住居 集石 土坑 ピット","ナイフ形石器 縄文土器 打斧 磨斧 局部磨斧 礫器 尖頭状石器 石鏃 石皿 磨石 スタンプ形石器 凹石 敲石",139.361215,35.71040609,TRUE
13207001700,13207,"17","","昭島市No.17遺跡","昭島市 大神町","[旧石器時代]","包蔵地","","尖頭器",139.3794033,35.72447999,TRUE
13207004700,13207,"47","","昭島市No.47遺跡","昭島市 宮沢町 中神町","[旧石器時代]","包蔵地","","尖頭器",139.3787318,35.71515566,TRUE
13208000500,13208,"5","せんがわいせき","仙川遺跡","調布市 仙川町二丁目　 仙川町三丁目","[旧石器時代][縄文時代（早期～中期）][弥生時代][古墳時代][近世]","包蔵地・集落","[旧石器時代]礫群　[縄文時代]集石　土坑　[古墳時代]住居　[近世]溝","ナイフ形石器　尖頭器　掻器　石核　剥片　縄文土器　打斧　弥生土器　土師器　須恵器　鉄製品　陶磁器",139.584402,35.66485111,TRUE
13208000600,13208,"6","わかばちょういせき","若葉町遺跡","調布市 若葉町一丁目　 若葉町三丁目","[旧石器時代][縄文時代（早期・中期）]","包蔵地・集落","[旧石器時代]炭化物集中箇所　[縄文時代]住居　集石　土坑　ピット　[平安時代]溝状遺構","縄文土器　打斧　局部磨斧　石槍　石鏃　磨石　スタンプ形石器　凹石　敲石　土製円板　土偶",139.5810261,35.65903992,TRUE
13208000800,13208,"8","いりまちょうしろやまいせき","入間町城山遺跡","調布市 入間町一丁目　 入間町二丁目　 入間町三丁目","[旧石器時代][古墳時代][中世]","集落","[旧石器時代]礫群　石器ブロック　[縄文時代]住居　炉穴　土坑　[弥生時代]住居　土坑　[古墳時代][奈良時代]住居　土坑　溝　横穴墓　[中世]住居　地下式坑　溝　[時代不明]掘立柱建物","ナイフ形石器　尖頭器　縄文土器　石器　土師器　須恵器　埴輪　墨書土器　陶磁器　鉄製品　鉄滓　紡錘車　土製品　人骨",139.5872189,35.64995753,TRUE
13208000900,13208,"9","がんざいせき","蟹沢遺跡","調布市 入間町三丁目","[旧石器時代][縄文時代（中期）][古墳時代][奈良時代][近世]","包蔵地","[近世]土壙墓","縄文土器　石器　土師器　陶磁器　石臼　鉄製品　人骨",139.5892481,35.64760604,TRUE
