"JASID","LGC","Site_no","SiteName_furigana","SiteName_original","Address","Chronology","SiteType","ArchaeologicalFeatures","MajorArtefacts","Lon","Lat","Y"
13120001000,13120,"10","がいかんどうろかんれん","外かん道路関連遺跡","練馬区 大泉町三丁目　 大泉町四丁目","[旧石器時代][縄文時代（草創期〜後期）][弥生時代（中期〜後期）][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・集落・その他（低湿地）","[縄文時代]石器製作址（石鏃）　[弥生時代]方形周溝墓　[古墳時代]竪穴住居跡","（旧石器）尖頭器　ナイフ型石器　（縄文）縄文土器　打製石斧　石鏃　垂飾り　（弥生〜古墳）土器　木器（段梯子　農耕具）　ガラス玉　（奈良・平安）土師器　須恵器",139.5996239,35.76386297,TRUE
13120001100,13120,"11","えちごやまいせき","越後山遺跡","練馬区 大泉町一丁目","[縄文時代（早期〜後期）][弥生時代（後期）][古墳時代]","集落","[弥生時代]住居　方形周溝墓","縄文土器　弥生土器　土師器",139.6099236,35.76971265,TRUE
13120001300,13120,"13","えちごやまにしいせき","越後山西遺跡","練馬区 大泉町一 丁目","[旧石器時代][縄文時代（中期）][弥生時代（後期）]","集落","[弥生時代]竪穴住居跡","石器　縄文土器　弥生土器",139.6026108,35.76826411,TRUE
13120001800,13120,"18","","練馬区No.18遺跡","練馬区 大泉町一丁目","[旧石器時代][縄文時代（早期・中期）][弥生時代]","包蔵地","ピット","（旧石器）細部調整剥片　（縄文）土器（早期撚糸文）　（弥生）土器",139.6059067,35.76787411,TRUE
13120002000,13120,"20","まるやまいせき","丸山遺跡","練馬区 大泉町三丁目","[旧石器時代][縄文時代（早期〜後期）][弥生時代][奈良時代][平安時代][中世]","集落","[旧石器時代]礫群　[弥生時代]住居　[中世]地下式土坑　[時代不明]溝状遺構","石器　縄文土器　弥生土器　土師器　須恵器",139.5983193,35.7636401,TRUE
13120002800,13120,"28","","練馬区No.28遺跡","練馬区 東大泉二丁目","[縄文時代（早期〜後期）][弥生時代]","包蔵地","","縄文土器　弥生土器　土師器",139.5967744,35.75441808,TRUE
13120003100,13120,"31","","練馬区No.31遺跡","練馬区 南大泉四丁目","[縄文時代（前期〜晩期）][弥生時代]","包蔵地","","縄文土器",139.5752548,35.74727066,TRUE
13120004500,13120,"45","しろやまいせき・あたごやまるい","城山遺跡・愛宕山塁","練馬区 上石神井三丁目","[旧石器時代][縄文時代（早期〜晩期）][弥生時代][中世]","集落・城館","[旧石器時代]礫群　[縄文時代]住居　石器集中部　礫群　炉穴　集石土坑　濠状遺構　住居址　[中世]堀","石器　縄文土器　弥生土器　ナイフ形石器　尖頭器　細石刃　細石刃核　石鏃　扶入磨石　鉄製品",139.5927615,35.732401,TRUE
13120006400,13120,"64","いけぶちいせき","池淵遺跡","練馬区 石神井町五丁目","[旧石器時代][縄文時代（草創期〜後期）][弥生時代（後期）][古墳時代][中世]","集落","[旧石器時代]礫群　[縄文時代]住居　土坑　ピット　[中世]溝状遺構","石器（打製石斧　石皿　石鏃）　縄文土器　弥生土器　土師器　須恵器　陶磁器",139.6020365,35.73797788,TRUE
13120008900,13120,"89","なかむらばしいせき","中村橋遺跡","練馬区 貫井二丁目","[旧石器時代][縄文時代（中期〜後期）][弥生時代（後期）][古墳時代][奈良時代][平安時代]","集落","[縄文時代]住居　炉　集石土坑　土坑　[平安時代]住居址","縄文土器　石器　土偶　弥生土器　土師器　打製石斧　石匙　掻器　須恵器坏（墨書土器）",139.6368036,35.73993539,TRUE
13120009100,13120,"91","ぬくいにちょうめいせき","貫井二丁目遺跡","練馬区 貫井二丁目","[旧石器時代][縄文時代（中期〜後期）][弥生時代（後期）][奈良時代][平安時代][近世]","集落・その他の墓","[縄文時代]住居　土坑　[弥生時代]住居　[奈良時代][平安時代]住居　土師器焼成坑　[近世]墓壙　溝状遺構","石器　縄文土器　弥生土器　土師器　須恵器　馬具　家牛骨　人骨",139.633851,35.74043699,TRUE
13120009300,13120,"93","","練馬区No.93遺跡","練馬区 貫井三丁目","[弥生時代]","包蔵地","","弥生土器",139.6295595,35.73642411,TRUE
13120009400,13120,"94","たじまいせき","田島遺跡","練馬区 貫井四丁目","[旧石器時代][縄文時代（草創期〜中期）][弥生時代（後期）]","集落","[旧石器時代]石器ブロック　[縄文時代]集石　[弥生時代]住居","縄文土器　石器　弥生土器",139.6271906,35.74341865,TRUE
13120009800,13120,"98","おさきいせき","尾崎遺跡","練馬区 春日町五丁目","[旧石器時代][縄文時代（早期〜晩期）][弥生時代][奈良時代][平安時代][中世][近世]","集落・墓地","[旧石器時代]礫群　[縄文時代]焼土　[弥生時代]土坑　溝状遺構　[平安時代]住居　井戸　[中世]柱穴群　井戸　土坑　溝状遺構　[近世]溝状遺構","石器　縄文土器　弥生土器　土師器　須恵器　陶磁器　木器",139.6398092,35.74706462,TRUE
13120010000,13120,"100","","練馬区No.100遺跡","練馬区 早宮一丁目","[旧石器時代][縄文時代（中期）][弥生時代]","集落","[弥生時代]住居址","縄文土器　弥生土器",139.661941,35.75106414,TRUE
13120010100,13120,"101","なかみやいせき","中宮遺跡","練馬区 早宮三丁目","[縄文時代（早期）][弥生時代（後期）][古墳時代]","集落","[縄文時代]住居　土坑　陥穴　ピット　[古墳時代]住居","縄文土器　石器　弥生土器　土師器",139.6525683,35.74844499,TRUE
13120010300,13120,"103","","練馬区No.103遺跡","練馬区 平和台一丁目","[縄文時代（中期）][弥生時代（後期）]","包蔵地","","縄文土器　弥生土器",139.6658902,35.75998138,TRUE
13120010700,13120,"107","もろえーちてんいせき","茂呂A地点遺跡","練馬区 羽沢三丁目","[縄文時代（早期〜前期・後期）][弥生時代][近世]","包蔵地","溝","縄文土器　石器　弥生土器　土師器　緑釉陶器",139.6733736,35.75315674,TRUE
13120010800,13120,"108","くりやま・うまのかみやしきあといせき","栗山・右馬頭屋敷跡遺跡","練馬区 練馬二丁目","[旧石器時代][縄文時代（草創期〜後期）][弥生時代（後期）][古墳時代][平安時代][中世]","集落","[旧石器時代]石器ブロック　礫群　[縄文時代]住居　炉穴　陥穴　土坑　ピット　[平安時代]住居　[時代不明]溝状遺構","縄文土器　石器　弥生土器　土師器　須恵器",139.6531301,35.74299634,TRUE
13120011400,13120,"114","たかいなりいせき","高稲荷遺跡","練馬区 桜台六丁目","[旧石器時代][縄文時代（早期・中期）][弥生時代]","集落","[縄文時代]土坑　[弥生時代]溝状遺構","",139.6583018,35.74844499,TRUE
13120012900,13120,"129","くりはらいせき","栗原遺跡","練馬区 氷川台一丁目","[旧石器時代][縄文時代（早期〜後期）][弥生時代（後期）][奈良時代][平安時代]","集落","[旧石器時代]礫群　[弥生時代][奈良時代][平安時代]住居","石器　縄文土器　弥生土器　土師器　須恵器　砥石　石製紡錘車",139.6725153,35.75546926,TRUE
13120013000,13120,"130","ねりまじょうあと","練馬城跡","練馬区 向山三丁目","[旧石器時代][縄文時代（早期〜中期）][弥生時代][古墳時代][奈良時代][平安時代][中世]","集落・城館","[旧石器時代]石器ブロック　[縄文時代]炉穴　集石　土坑　[古墳時代]住居[中世]堀切り","縄文土器　石器　土師器　須恵器",139.6458275,35.74255871,TRUE
13120014300,13120,"143","ひがしはやぶちいせき","東早淵遺跡","練馬区 早宮一丁目","[旧石器時代][縄文時代（早期〜前期）][弥生時代][古墳時代][平安時代]","集落","[縄文時代]住居　炉穴　土坑　ピット　[弥生時代]方形周溝墓　[古墳時代]住居","縄文土器　石器　弥生土器",139.6597437,35.75106414,TRUE
13120015000,13120,"150","あたごしたいせき","愛宕下遺跡","練馬区 大泉町四丁目","[旧石器時代][縄文時代（草創期〜後期）][弥生時代（後期）][近世]","集落","[旧石器時代]礫群　石器ブロック　[縄文時代]住居　陥穴　集石　竪穴住居","縄文土器　石器　陶磁器",139.5999673,35.75929407,TRUE
13121000100,13121,"1","とみんごるふじょういせき","都民ゴルフ場遺跡","足立区 江北二丁目","[弥生時代][古墳時代]","包蔵地","[古墳時代]祭祀遺構","弥生土器　土師器　須恵器",139.7608857,35.76843606,TRUE
13121002300,13121,"23","おおとりじんじゃけいだいいせき","大鷲神社境内遺跡","足立区 花畑七丁目","[縄文時代（前期・後期）][弥生時代][古墳時代]","包蔵地","","縄文土器　弥生土器　土師器　須恵器　砥石",139.8196735,35.8096434,TRUE
13122000100,13122,"1","みずもといいづかいせき","水元飯塚遺跡","葛飾区 西水元一丁目","[弥生時代][奈良時代][平安時代]","包蔵地","","弥生土器　土師器　須恵器　ニホンウマ下顎骨",139.8501105,35.78187029,TRUE
13122000400,13122,"4","ころくてんひがしいせき","古録天東遺跡","葛飾区 柴又一丁目　 柴又三丁目","[弥生時代][古墳時代][奈良時代][平安時代][中世]","集落","[古墳時代]住居　[奈良時代][平安時代]住居　生産遺構","弥生土器　土師器　須恵器　支脚　砥石　土錘　陶磁器",139.8720469,35.75711587,TRUE
13122000800,13122,"8","ごてんやま・かさいじょうし","御殿山・葛西城址","葛飾区 青戸六丁目　 青戸七丁目　 青戸八丁目","[弥生時代][奈良時代][平安時代][中世][近世]","集落・城館","[古墳時代]住居　ピット　土坑　溝　[中世]掘立柱建物　土坑　ピット　井戸　溝　堀　[近世]水田","弥生土器　土師器　須恵器　土錘　砥石　陶磁器　カワラケ　瓦器　茶臼　瓦　板碑　鉄製品　鉄塊　漆椀　下駄　くし　銭貨　炭化物",139.855644,35.75541297,TRUE
13122001500,13122,"15","しばまたかせんじきいせき","柴又河川敷遺跡","葛飾区 柴又五丁目　 柴又六丁目","[縄文時代][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地","[時代不明]溝　土坑","縄文土器　弥生土器　土師器　須恵器　土錘　陶磁器　カワラケ　素焼土器　土製品",139.8833385,35.75546786,TRUE
13123000100,13123,"1","かみこいわいせき","上小岩遺跡","江戸川区 北小岩六丁目 北小岩七丁目","[弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落","[古墳時代]住居　土坑　[奈良時代][平安時代][中世]井戸　溝状遺構　[近世]水田　溝状遺構　[時代不明]土坑","弥生土器　土師器　須恵器　土錘　陶磁器　羽釜　板碑　加工木材　銭貨",139.8887425,35.74357206,TRUE
13123000900,13123,"9","せますやまいせき","勢増山遺跡","江戸川区 上篠崎四丁目","[弥生時代][時代不明]","包蔵地","","弥生土器　磨石　土師器　須恵器　土錘",139.9007662,35.70897315,TRUE
13123001000,13123,"10","つばきちょういせき","椿町遺跡","江戸川区 春江町二丁目","[弥生時代][古墳時代][奈良時代][平安時代]","包蔵地","","弥生土器　土師器　須恵器　土錘　陶磁器",139.8916586,35.69987061,TRUE
13201002700,13201,"27","かわぐちょうととのいだいいせき・かわぐちし（かわぐち）たてあと","川口町調井台遺跡・川口氏（川口）館跡","八王子市 川口町","[縄文時代（早期〜後期）][弥生時代][古墳時代][平安時代][近世]","集落","[縄文時代]住居　[弥生時代]住居","縄文土器　打斧　石鏃　磨石　弥生土器　土師器　須恵器",139.2830657,35.68929199,TRUE
13201003400,13201,"34","いぬめこうのはらいせき","犬目甲の原遺跡","八王子市 犬目町　 中野町","[縄文時代（早期〜中期）][弥生時代（後期）][古墳時代][平安時代]","集落","[弥生時代]住居　方形周溝墓　[古墳時代]住居　[平安時代]住居","縄文土器　弥生土器　鏃形石製品　鉄製有孔円板　ガラス小玉　土師器　須恵器　鉄釘　鉄鏃　鉄製工具　土錘　火打金　鉄滓　炭化種子",139.314106,35.68406912,TRUE
13201004100,13201,"41","ふかざわいせき","深沢遺跡","八王子市 下恩方町　 西寺方町","[縄文時代（早期〜後期）][弥生時代][平安時代][近世]","集落","[縄文時代]敷石住居　集石土坑　焼土　土坑　[平安時代]住居　土坑","縄文土器　打斧　磨斧　石槍　石鏃　掻器　石錐　石錘　石皿　磨石　凹石　剥片　土製円板　石棒　土版　弥生土器　土師器　陶磁器",139.2624362,35.67040911,TRUE
13201007000,13201,"70","うつぎむこうはらいせき","宇津木向原遺跡","八王子市 宇津木町　 尾崎町","[縄文時代（前期〜中期）][弥生時代][古墳時代]","集落","[縄文時代]住居　土坑　配石　[弥生時代]住居　方形周溝墓　円形周溝　[古墳時代]住居","縄文土器　打斧　弥生土器　土師器　炭化米籾　炭化物",139.3455499,35.67810322,TRUE
13201007303,13201,"73-3","うつぎだいいせきぐんしーちく","宇津木台遺跡群C地区","八王子市 平町 宇津木町","[縄文時代（早期〜中期）][弥生時代（前期〜中期）][古墳時代][奈良時代][平安時代][近世]","集落・塚（経塚）","[縄文時代]住居　集石　炉穴　陥し穴　土坑　遺物集中　[弥生時代]焼土　[古墳時代]住居　集石　土坑　[平安時代]住居　[近世]住居　土坑","縄文土器　打斧　礫器　石皿　磨石　ピエス・エスキーユ　抉入磨石　剥片石器　弥生土器　土師器　須恵器",139.3581068,35.68995802,TRUE
13201007309,13201,"73-9","うつぎだいいせきぐんあいちく","宇津木台遺跡群I地区","八王子市 宇津木町　 平町","[縄文時代（早期〜晩期）][弥生時代（前期〜中期）][弥生時代][奈良時代][平安時代][近世]","集落","[縄文時代]住居　集石土坑　炉穴　焼土　陥し穴　土坑　[古墳時代]住居　[奈良時代]住居　円形土坑　[平安時代]住居　[近世]土坑　[時代不明]土坑","縄文土器　打斧　磨斧　礫器　石鏃　掻器　石錐　石錘　石皿　磨石　スタンプ形石器　抉入磨石　凹石　弥生土器　土師器　須恵器　土製支脚　砥石　刀子　編み石　玉類",139.3600107,35.68919754,TRUE
13201007311,13201,"73-1","うつぎだいいせきぐんけーちく（こみやこふん）","宇津木台遺跡群K地区（小宮古墳）","八王子市 宇津木台 小宮町","[縄文時代（早期〜中期・晩期）][弥生時代][古墳時代][平安時代]","集落・墳墓（円墳）・墓地","円墳 [縄文時代]住居 集石 集石土坑 土坑 [古墳時代]横穴式石室 [平安時代]火葬墓","縄文土器 打斧 磨斧 礫器 石鏃 掻器 石錐 ピエス・エスキーユ 石皿 磨石 敲石 剥片 弥生土器 須恵器 鉄釘 鉄製品",139.3613216,35.68504011,TRUE
13201007313,13201,"73-3","うつぎだいいせきぐんえむちく","宇津木台遺跡群M地区","八王子市 小宮町 石川町","[縄文時代（早期〜後期）][弥生時代][平安時代]","集落","[縄文時代]集石 炉穴 焼土 陥し穴 土坑 [弥生時代]土坑 [中世]溝状遺構","縄文土器 打斧 磨斧 礫器 石鏃 石皿 磨石 スタンプ形石器 抉入磨石 凹石 敲石 弥生土器",139.3596609,35.68377806,TRUE
13201008000,13201,"80","かのうやいせき","叶谷遺跡","八王子市 叶谷町","[縄文時代（中期〜後期）][弥生時代（中期）][古墳時代][近世]","包蔵地","[弥生時代]土坑","縄文土器　弥生土器　土師器　陶磁器",139.2978627,35.67209278,TRUE
13201008200,13201,"82","ならはらいせき","楢原遺跡","八王子市 楢原町　 中野上町三丁目　 中野上町五丁目　 中野町","[縄文時代（中期〜後期）][弥生時代][古墳時代][平安時代][近世]","集落","[縄文時代]住居　土坑　[弥生時代]住居","縄文土器　打斧　磨斧　石槍　石鏃　掻器　石匙　石錐　石皿　凹石　有孔石器　土製円板　けつ状耳飾　勾玉　硬玉製大珠　土偶　弥生土器　炭化稗　土師器　陶磁器",139.3133296,35.67477055,TRUE
13201008300,13201,"83","なかのこうのはらいせき","中野甲の原遺跡","八王子市 中野町　 中野山王二丁目　 中野山王三丁目　 左入町","[縄文時代（早期〜後期）][弥生時代][古墳時代][奈良時代][平安時代][近世]","集落","[縄文時代]住居　敷石住居　集石　土坑　炉穴　土坑　土壙　有穴遺構　[弥生時代]住居　[古墳時代]住居　[平安時代]住居　[時代不明]集石　土坑","縄文土器　打斧　磨斧　礫器　石鏃　石匙　石錘　石皿　磨石　凹石　石棒　土偶　弥生土器　土師器　須恵器　砥石　編み石　鉄製紡錘車　土製管玉　石製装身具",139.3229769,35.67861921,TRUE
13201009100,13201,"91","べんてんばしいせき","弁天橋遺跡","八王子市 大和田町七丁目","[縄文時代（早期・中期）][弥生時代]","集落","[縄文時代]住居　集石　炉穴　土坑","縄文土器　打斧　礫器　石鏃　掻器　石匙　ピエス・エスキーユ　不定形石器　石皿　磨石　台石　石核　石製品",139.3430613,35.66996523,TRUE
13201009200,13201,"92","なかだいせき","中田遺跡","八王子市 中野山王三丁目","[縄文時代（中期）][弥生時代][古墳時代][奈良時代][平安時代]","集落","[縄文時代]住居　[弥生時代]住居　[古墳時代]住居　工房　[奈良時代]住居　[平安時代]住居　[時代不明]住居　石組遺構　集石　配石　溝","縄文土器　打斧　磨斧　掻器　弥生土器　土師器　須恵器　鉄鍬　釘　鉄鏃　刀子　砥石　鉄製紡錘車　土錘　管玉　勾玉　丸玉　臼玉　切子玉　土鈴　土製鏡　鉄製環　瓦　有孔小板　石製模造品　炭化米　炭化物",139.3244189,35.67440798,TRUE
13201009300,13201,"93","さんのうばやしいせき","山王林遺跡","八王子市 中野山王一丁目","[縄文時代（中期〜後期）][弥生時代][古墳時代][奈良時代][平安時代][近世]","集落","[弥生時代]住居　[古墳時代]住居　[奈良時代]住居　[平安時代]住居","縄文土器　弥生土器　土師器　須恵器　瓦　炭化米",139.3277835,35.67253936,TRUE
13201009700,13201,"97","てらまえいせき","寺前遺跡","八王子市 谷野町","[縄文時代（早期〜後期）][弥生時代（後期）][古墳時代][平安時代]","集落","[旧石器時代]]礫群　[縄文時代]住居　集石　焼土　陥し穴　土坑　ピット　[弥生時代]溝　方形周溝墓　[平安時代]住居　土坑","石刃　掻器　剥片　縄文土器　打斧　磨斧　磨石　敲石　砥石　垂飾　弥生土器　土師器　磨石　敲石　砥石　垂飾　弥生土器　土師器　須恵器",139.3275056,35.68472386,TRUE
13201009900,13201,"99","くらぼねやまいせき","鞍骨山遺跡","八王子市 谷野町","[縄文時代（早期〜後期）][弥生時代][平安時代]","集落","[縄文時代]住居　土坑　[弥生時代]住居　[平安時代]住居　[時代不明]集石","縄文土器　打斧　磨斧　礫器　石鏃　石皿　磨石　砥石　けつ状耳飾　弥生土器　土師器　須恵器　ミニチュア土製品　瓦　炭化物",139.3273745,35.68295707,TRUE
13201010000,13201,"100","たきやまたかそういせき","滝山高燥遺跡","八王子市 滝山町一丁目　 左入町","[縄文時代（前期〜後期）][弥生時代][古墳時代][奈良時代][平安時代]","集落","[縄文時代]住居　集石　陥し穴　[古墳時代]住居　[奈良時代]住居","縄文土器　打斧　磨斧　石鏃　石匙　石錐　石皿　磨石　敲石　石刀　石剣　土師器　須恵器　土製支脚",139.340063,35.68345941,TRUE
13201010100,13201,"101","きたおおや・かすがだいいせき","北大谷・春日台遺跡","八王子市 大谷町　 宇津木町　 石川町","[旧石器時代][縄文時代（早期〜後期）][弥生時代][古墳時代][奈良時代][平安時代][近世]","集落","[縄文時代]集石　炉穴　土坑　[弥生時代]住居","縄文土器　打斧　磨石　弥生土器　土師器　須恵器　炭化材",139.3479008,35.67423993,TRUE
13201012400,13201,"124","なかごういせき","中郷遺跡","八王子市 長房町","[縄文時代（早期〜中期）][弥生時代（後期）][古墳時代][平安時代]","集落","[弥生時代?古墳時代]住居跡　[縄文]土坑　[弥生時代]住居跡　土坑　建物跡　[平安]住居跡　土坑内","縄文土器　弥生土器　土師器　石器　土製品　小銅鐸　鉄鉾",139.2902278,35.6523689,TRUE
13201012600,13201,"126","ふなだいせき","船田遺跡","八王子市 長房町","[縄文時代（前期〜晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代]","集落・墳墓","[縄文時代]住居　敷石住居　土坑　埋甕　[弥生時代]住居　方形周溝墓　[古墳時代]住居　[奈良時代]住居　[平安時代]住居　[時代不明]住居　貯蔵穴　柱穴　土坑　溝　火葬墓","縄文土器　石鏃　石皿　磨石　弥生土器　土師器　須恵器　鋤先　鎌　鉄斧　鉄鏃　刀子　砥石　編み石　紡錘車　陶器　土製模造品　瓦　銭貨　鉄滓　木皿　炭化物",139.297369,35.65563282,TRUE
13201012900,13201,"129","ひらつかいせき","平塚遺跡","八王子市 山田町　 散田町二丁目　 台町","[縄文時代（早期〜中期）][弥生時代（中期〜後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]集石　土坑　[古墳時代]住居　土坑　溝　円形周溝墓　[時代不明]敷石状遺構　道状遺構　土坑","縄文土器　打斧　石皿　弥生土器　土師器　須恵器　石器　鉄鏃　銅製品",139.319096,35.64811883,TRUE
13201013000,13201,"130","ごしょみずいせき","御所水遺跡","八王子市 台町二丁目　 散田東町","[縄文時代（早期〜後期）][弥生時代（後期）][奈良時代][平安時代][近世]","集落","[縄文時代]住居　[弥生時代]住居","縄文土器　石槍　石鏃　石皿　土製耳飾　炭化種子　弥生土器　磨斧",139.316418,35.65115975,TRUE
13201013100,13201,"131","","八王子市No.131遺跡","八王子市 台町二丁目","[弥生時代（後期）]","集落","[弥生時代]住居","弥生土器　炭化材",139.3231128,35.65517692,TRUE
13201013900,13201,"139","かみやはら（くぬぎだだいに）いせき","神谷原(椚田第II）遺跡","八王子市 椚田町　 小比企町","[旧石器時代][縄文時代（早期〜中期）][弥生時代][古墳時代][奈良時代][平安時代]","集落","[縄文時代]住居　集石　小竪穴　炉穴　陥し穴　土坑　ピット　[弥生時代][古墳時代]住居　方形周溝墓　円形周溝墓","",139.314497,35.6365017,TRUE
13201014300,13201,"143","ひなたよつやいせき","日向四谷遺跡","八王子市 椚田町　 館町","[縄文時代（早期〜後期）][弥生時代（後期）][古墳時代][平安時代][中世][近世]","集落","[縄文時代]焼土　土坑　ピット群　[弥生時代]住居　[古墳時代]住居　ピット　[平安時代]住居　[時代不明]土坑","縄文土器　打斧　石鏃　掻器　ピエス・エスキーユ　石皿　磨石　石核　弥生土器　土師器　須恵器　琥珀玉　陶磁器",139.2961636,35.63686444,TRUE
13201014500,13201,"145","ひなたいせき","日南田遺跡","八王子市 寺田町　 館町","[縄文時代（早期〜中期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居　集石　炉穴　焼土　陥穴　屋外埋甕　土坑　ピット　[平安時代]住居　溝　[古墳時代]住居　堀立柱建物跡　土坑　溝","縄文土器　石器　土製品　土師器　須恵器　銭貨　鉄製品　陶磁器",139.3074689,35.62973917,TRUE
13201015500,13201,"155","みなみはちおうじちくNo.8いせき","南八王子地区No.8遺跡","八王子市 小比企町","[縄文時代（早期〜中期）][弥生時代][奈良時代][平安時代][近世]","包蔵地","","縄文土器　弥生土器　土師器　須恵器　陶磁器",139.3246241,35.63847468,TRUE
13201015700,13201,"157","こびきむこうはら（みなみはちおうじちくNo.7）いせき","小比企向原（南八王子地区No.7）遺跡","八王子市 小比企町　 西片倉三丁目　 みなみ野五丁目　 みなみ野六丁目","[旧石器時代][縄文時代（早期〜後期）][弥生時代][古墳時代][奈良時代][平安時代][近世]","集落","[縄文時代]住居　敷石住居　竪穴状遺構　集石　炉穴　土坑　埋甕　配石　[古墳時代]住居　土坑　[奈良時代]住居　掘立柱建物　[平安時代]住居　道路状遺構　[近世]溝状遺構　道路状遺構　[時代不明]住居","尖頭器　細石刃　縄文土器　打斧　磨斧　石鏃　石匙　石皿　磨石　凹石　有頭石棒　土偶　土鈴　土師器　須恵器",139.3222592,35.6351645,TRUE
13201015800,13201,"158","ときた（みなみはちおうじちくNo.4）いせき","時田（南八王子地区No.4）遺跡","八王子市 小比企町","[縄文時代（草創期〜後期）][弥生時代][奈良時代][平安時代][中世][近世]","集落・その他（鍛冶遺構）","[縄文時代]住居　集石　[平安時代]住居　掘立柱建物　工房　土坑　[中世][近世]土坑　溝　道　鍛冶遺構","縄文土器　石器　弥生土器　土師器　須恵器　鉄製品　銭貨",139.3291254,35.6397966,TRUE
13201016300,13201,"163","おおはらえー・びー・しー・でぃー（みなみはちおうじちくNo.6）いせき","大原A・B・C・Ｄ（南八王子地区No.6）遺跡","八王子市 小比企町　 片倉町　 西片倉三丁目","[縄文時代（早期〜後期）][弥生時代][古墳時代][平安時代][近世]","集落","[縄文時代]敷石住居　集石　炉穴　土坑　埋甕　小竪穴　[弥生時代?古墳時代]住居　[奈良・平安時代]住居　[近世]溝","縄文土器　石器　土師器　土製品　弥生土器　須恵器　鉄製品　陶器",139.3294001,35.63828989,TRUE
13201016400,13201,"164","かたくら（みなみはちおうじちくNo.2）いせき","片倉（南八王子地区No.2）遺跡","八王子市 片倉町","[旧石器時代][縄文時代（早期〜後期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落","[時代不明]住居","ナイフ形石器　刃器　縄文土器　打斧　磨斧　土師器　陶磁器",139.334502,35.63893341,TRUE
13201016600,13201,"166","ごうだばら（みなみはちおうじちくNo.12）いせき","郷田原(南八王子地区No.12）遺跡","八王子市 西片倉二丁目　 西方倉三丁目　 みなみ野一丁目","[旧石器時代][縄文時代（早期〜後期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居　柄鏡形住居　小堅穴　炉穴　埋甕　集石　土坑　[弥生時代]住居　[古墳時代]住居　[奈良時代]住居　[中世]地下式坑　[近世]胞衣埋納","旧石器　縄文土器　石器　土製品　土師器　須恵器　石製品　胞衣容器",139.3302584,35.63549962,TRUE
13201016700,13201,"167","みなみはちおうじちくNo.11いせき","南八王子地区No.11遺跡","八王子市 西片倉二丁目","[縄文時代（早期〜後期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世]","集落","[縄文時代]住居　掘立柱建物　集石　炉穴　陥穴　土坑墓　[弥生時代]住居　[古墳時代]住居　土坑　[中世以降]土坑 ムロ状遺構　炭焼窯","縄文土器　石器　弥生土器　土師器",139.333108,35.63650413,TRUE
13201018300,13201,"183","","八王子市No.183遺跡","八王子市 中山","[縄文時代][弥生時代]","包蔵地","","縄文土器　弥生土器",139.3611213,35.63081948,TRUE
13201018700,13201,"187","","八王子市No.187遺跡","八王子市 中山","[縄文時代（早期〜後期）][弥生時代][奈良時代][平安時代]","包蔵地","","縄文土器　弥生土器　土師器",139.3624259,35.62557319,TRUE
13201020500,13201,"205","たまにゅーたうんNo.241いせき","多摩ニュータウンNo.241遺跡","八王子市 鑓水","[縄文時代（早期〜晩期）][弥生時代][奈良時代][平安時代][近世]","集落","[縄文時代]集石　炉　焼土　土坑　埋甕　[奈良時代][平安時代]住居　竪穴状遺構　土坑　[近世]ピット　杭列","縄文土器　打斧　石鏃　磨石　弥生土器　土師器　須恵器　鉄鏃　瓦　鉄滓　陶磁器",139.3437772,35.61361472,TRUE
13201020900,13201,"209","やりみずちくNo.9いせき","鑓水地区No.9遺跡","八王子市 鑓水町","[縄文時代（前期）][弥生時代][平安時代]","包蔵地","","縄文土器 弥生土器 土師器 須恵器",139.3454937,35.61567445,TRUE
13201024000,13201,"240","たまにゅーたうんNo.219いせき","多摩ニュータウンNo.219遺跡","八王子市 鑓水","[縄文時代（前期〜後期）][弥生時代（後期）][平安時代]","集落","[縄文時代]土坑　[古墳時代]土坑　[平安時代]住居　竪穴遺構　焼土　集石","縄文土器　打斧　礫器　石錘　石皿　磨石　両面加工石器　石核　土師器　須恵器　陶器（灰釉）　砥石　鉄製品　瓦　動物骨片",139.3620346,35.610219,TRUE
13201024100,13201,"241","たまにゅーたうんNo.304いせき","多摩ニュータウンNo.304遺跡","八王子市 鑓水","[旧石器時代][縄文時代（前期〜後期）][弥生時代（中期）][古墳時代][奈良時代][平安時代][中世]","集落","[縄文時代]敷石住居　集石　陥し穴　土坑　[古墳時代]?[中世]土坑　[平安時代]住居　焼成坑　[平安時代][中世]土坑","ナイフ形石器　礫器　縄文土器　打斧　礫器　有舌尖頭器　削器　石皿　磨石　両面加工石　器　弥生土器　土師器　須恵器　土師質土器　陶器（灰釉）　砥石　鉄製品　瓦",139.3622479,35.6096875,TRUE
