"JASID","LGC","Site_no","SiteName_furigana","SiteName_original","Address","Chronology","SiteType","ArchaeologicalFeatures","MajorArtefacts","Lon","Lat","K"
13201073300,13201,"733","したごうちいせき","下耕地遺跡","八王子市 大谷町","[旧石器時代][縄文時代（早期〜後期）][古墳時代][平安時代][近世]","集落","[旧石器時代]]ユニット　[縄文時代]集石　炉穴　土坑　[平安時代]住居　[旧石器時代]][近世]建物","細石刃　細石刃核　礫器　剥片　縄文土器　石斧　局部磨製石鏃　磨石　凹石　敲石　剥片石器　土師器　須恵器",139.3552836,35.67635206,TRUE
13201073400,13201,"734","いしかわあまのいせき","石川天野遺跡","八王子市 石川町　 大谷町","[旧石器時代][縄文時代（早期〜後期）][弥生時代][古墳時代][奈良時代][平安時代][近世]","集落","[縄文時代]住居　集石　炉穴　焼土　土坑　[弥生時代]住居　焼土　方形周溝墓　溝状遺構　[古墳時代]住居　焼土　土坑　溝　[奈良時代]住居　[平安時代]住居","ナイフ形石器　細石刃　縄文土器　打斧　磨斧　礫器　石槍　石鏃　掻器　石匙　磨石　砥石　石杵　剥片　弥生土器　土錘　敲石　石臼　炉石　土師器　須恵器　土製支脚　紡錘車　刀子　土製小玉　鉄製耳環　環状鉄製品　陶磁器　煙管　炭化物",139.357807,35.67265025,TRUE
13201073500,13201,"735","ただぬま（みなみはちおうじちくNo.10）いせき","只沼（南八王子地区No.10）遺跡","八王子市 片倉町　 西片倉一丁目","[縄文時代（中期〜後期）][古墳時代][中世][近世]","集落","[縄文時代]住居　[古墳時代]住居　[中世]室状遺構","縄文土器　石棒　土師器　土製品",139.3364039,35.63748072,TRUE
13201073900,13201,"739","みなみはちおうじちくNo.16いせき","南八王子地区No.16遺跡","八王子市 西片倉二丁目　 みなみ野一丁目","[縄文時代（草創期〜中期）][古墳時代][平安時代][近世]","集落","[縄文時代]住居　土坑　[古墳時代]住居　[平安時代]住居","縄文土器　石器　土師器　須恵器　灰納陶器　瓦　土製品　鉄製品",139.3299837,35.63404864,TRUE
13201074000,13201,"740","みなみはちおうじちくNo.17いせき","南八王子地区No.17遺跡","八王子市 小比企町　 みなみ野五丁目","[縄文時代（早期〜中期）][古墳時代][奈良時代][平安時代][近世]","集落","[縄文時代]集石　炉穴　陥穴　土坑","縄文土器　土製品　石器",139.3173154,35.63307172,TRUE
13201074700,13201,"747","みなみはちおうじちくNo.25いせき","南八王子地区No.25遺跡","八王子市 七国一丁目","[旧石器時代][縄文時代（早期〜後期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]]ユニット　礫群　[縄文時代]住居　炉穴　集石　土坑　陥穴　[中世]段切り遺構　堀立柱建物跡　竪穴状遺構　土坑　溝　[古墳時代]住居　堀立柱建物跡　土坑","旧石器　縄文土器　石器　土師器　鉄製品",139.3278785,35.6250451,TRUE
13201075400,13201,"754","みなみはちおうじちくNo.32いせき","南八王子地区No.32遺跡","八王子市 大船町","[縄文時代（中期）][古墳時代][平安時代]","集落","[縄文時代]住居","縄文土器　土師器",139.3170822,35.615014,TRUE
13201076800,13201,"768","みなみはちおうじちくNo.49いせき","南八王子地区No.49遺跡","八王子市 宇津貫町　 兵衛二丁目","[縄文時代][古墳時代][平安時代][中世]","集落","[縄文時代]土坑[中世以降]土坑　炭窯","",139.331758,35.62515673,TRUE
13201076900,13201,"769","みなみはちおうじちくNo.50いせき","南八王子地区No.50遺跡","八王子市 兵衛二丁目","[縄文時代（中期）][古墳時代][平安時代][近世]","集落・その他（炭窯）","[近世]段切り遺構　竪穴状遺構　井戸跡　炭窯　土坑　室　ピット　墓","縄文土器　土師器　須恵器　瓦　陶磁器　石器",139.3300633,35.62522707,TRUE
13201077000,13201,"770","みなみはちおうじちくNo.51いせき","南八王子地区No.51遺跡","八王子市 兵衛二丁目","[縄文時代（中期）][古墳時代][平安時代][近世]","集落","[縄文時代]土坑　[近世]土坑","縄文土器　土師器",139.3307967,35.62540789,TRUE
13201077300,13201,"773","みなみはちおうじちくNo.54・57いせき","南八王子地区No.54・57遺跡","八王子市 片倉町","[縄文時代（早期・中期）][古墳時代][平安時代][近世]","集落・墳墓・城館","","縄文土器　土師器　須恵器　陶磁器",139.335635,35.63379927,TRUE
13201077500,13201,"775","みなみはちおうじちくNo.56いせき","南八王子地区No.56遺跡","八王子市 片倉町","[縄文時代（早期〜中期）][古墳時代][平安時代]","集落","[縄文時代]住居","縄文土器　土師器　須恵器",139.3382786,35.63218084,TRUE
13201077700,13201,"777","みなみはちおうじちくNo.58いせき","南八王子地区No.58遺跡","八王子市 片倉町","[縄文時代（中期）][古墳時代][平安時代][近世]","包蔵地","","縄文土器　土師器　須恵器　陶磁器",139.3373516,35.63533397,TRUE
13201077900,13201,"779","みたけやまいせき","御嶽山遺跡","八王子市 大塚","[縄文時代（中期〜後期）][古墳時代][平安時代]","集落","[縄文時代]敷石住居　[古墳時代]住居　土坑　[時代不明]竪穴状遺構　集石　大形土坑　ピット群","縄文土器　打斧　磨斧　石鏃　石皿　石棒　土師器　須恵器　刀子　編み石",139.4241465,35.63834488,TRUE
13201079900,13201,"799","たまにゅーたうんNo.906いせき","多摩ニュータウンNo.906遺跡","八王子市 堀之内","[縄文時代（早期〜中期）][古墳時代]","包蔵地","[縄文時代]土坑　[古墳時代]土坑","縄文土器　打斧　礫器",139.3918721,35.63159386,TRUE
13201084000,13201,"840","たまにゅーたうんNo.682いせき","多摩ニュータウンNo.682遺跡","八王子市 松木","[縄文時代（早期〜前期）][古墳時代]","包蔵地","[縄文時代]集石　土坑　[古墳時代]土坑","縄文土器　打斧　礫器　有舌尖頭器　石匙　磨石　土製円板",139.3957269,35.62299952,TRUE
13201085000,13201,"850","たまにゅーたうんNo.692いせき","多摩ニュータウンNo.692遺跡","八王子市 別所","[縄文時代（早期〜後期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落・城館・墓地","[古墳時代]住居　[平安時代]住居　[平安時代][中世]建物　集石　井戸　土坑　地下式土坑　鍛冶工房　墓壙　段切状遺構　溝　柵列　[近世]建物　土坑　室　井戸　山砂採掘坑　炭窯　溝","縄文土器　石器　弥生土器　土師器　須恵器　陶磁器　舶載陶磁器　釘　刀子　火打ち金具　包丁　鋏　鉄製品　鞴羽口　銅製品　和鏡　銭貨　鉄滓　土師質土器　硯　砥石　石臼　石鍋　瓦　木製品　人骨　馬歯骨",139.3946735,35.61740721,TRUE
13201088000,13201,"880","たまにゅーたうんNo.724いせき","多摩ニュータウンNo.724遺跡","八王子市 東中野","[縄文時代（前期）][古墳時代][平安時代][近世]","包蔵地","","縄文土器　土師器",139.4078238,35.62706247,TRUE
13201089000,13201,"890","たまにゅーたうんNo.796いせき","多摩ニュータウンNo.796遺跡","八王子市 堀之内","[縄文時代（早期〜後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居　敷石住居　集石　集石土坑　炉　焼土　土坑　配石　[古墳時代]住居　[奈良時代]住居　竪穴状遺構　[平安時代]住居　土坑　[中世]建物　竪穴状遺構　ピット　集石　井戸　土坑　水田　墓壙　版築面　溝　道路状遺構　[近世]焼土　炭窯　墓壙","尖頭器　剥片　縄文土器　石器　土製品　硬玉製大珠　土師器　須恵器　刀子　土錘　陶磁器　舶載陶磁器　砥石　石臼　板碑　銭貨",139.3981791,35.6286722,TRUE
13201089500,13201,"895","たまにゅーたうんNo.802いせき","多摩ニュータウンNo.802遺跡","八王子市 下柚木","[縄文時代（前期〜後期）][古墳時代][奈良時代][中世][近世]","集落","[縄文時代]土坑　[奈良時代][平安時代]住居　ピット　溝　[近世]水路","縄文土器　石器　土師器　須恵器　土師質土器　陶器（灰釉）　陶磁器　鉄製品　紡錘車",139.3829515,35.62601114,TRUE
13201089600,13201,"896","たまにゅーたうんNo.803いせき","多摩ニュータウンNo.803遺跡","八王子市 下柚木","[縄文時代（前期〜後期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地","[古墳時代]土坑","縄文土器　礫器　石鏃　弥生土器　土師器　須恵器　陶器（灰釉・緑釉）　陶磁器",139.3808973,35.62532685,TRUE
13201090200,13201,"902","たまにゅーたうんNo.809いせき","多摩ニュータウンNo.809遺跡","八王子市 上柚木","[縄文時代（早期〜後期）][古墳時代][奈良時代][平安時代][近世]","包蔵地","[縄文時代]焼土　土坑　[古墳時代]土坑　[奈良時代][平安時代]土坑　[近世]炭窯　溝","縄文土器　石器　土師器　須恵器　陶磁器　炭化物",139.3700211,35.6191474,TRUE
13201090500,13201,"905","たまにゅーたうんNo.812いせき","多摩ニュータウンNo.812遺跡","八王子市 上柚木","[縄文時代（早期〜前期）][古墳時代][平安時代][近世]","包蔵地","[縄文時代]土坑　[古墳時代]土坑　[平安時代]土坑","縄文土器　打斧　礫器　石鏃　磨石　土師器　陶磁器",139.371243,35.61529664,TRUE
13201090700,13201,"907","たまにゅーたうんNo.814いせき","多摩ニュータウンNo.814遺跡","八王子市 上柚木","[縄文時代（早期〜前期）][古墳時代][平安時代][中世][近世]","集落","[古墳時代]土坑　[平安時代]住居　土坑　[近世]炭窯　[時代不明]焼土","縄文土器　石器　土師器　石臼",139.3694203,35.61410968,TRUE
13201091100,13201,"911","たまにゅーたうんNo.818いせき","多摩ニュータウンNo.818遺跡","八王子市 南大沢","[縄文時代（早期〜後期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]集石　炉穴　焼土　土坑　[古墳時代]土坑　[奈良時代][平安時代]住居　焼土　ピット　土坑　溝　[近世]土坑　井戸　炭窯　溝","縄文土器　石器　弥生土器　土師器　須恵器　陶器（灰釉）　置き竈　瓦　鉄滓　炭化物　陶磁器　土師質土器　舶載陶磁器　鉄釘　砥石　銭貨",139.3696577,35.6080752,TRUE
13201091400,13201,"914","たまにゅーたうんNo.826いせき","多摩ニュータウンNo.826遺跡","八王子市 上柚木","[縄文時代（早期〜後期）][古墳時代]","包蔵地","[縄文時代]土坑　[古墳時代]土坑","縄文土器　石器",139.3664742,35.61259482,TRUE
13201092100,13201,"921","たまにゅーたうんNo.833いせき","多摩ニュータウンNo.833遺跡","八王子市 鑓水","[縄文時代（早期〜中期）][古墳時代][奈良時代][平安時代][近世]","集落","[縄文時代]土坑　[古墳時代]住居　[奈良時代][平安時代]土坑　[平安時代]住居　焼土　[近世]溝","縄文土器　打斧　礫器　土師器　須恵器　陶器（灰釉）　紡錘車　瓦",139.3599476,35.60670083,TRUE
13201092200,13201,"922","たまにゅーたうんNo.834いせき","多摩ニュータウンNo.834遺跡","八王子市 別所","[縄文時代][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地","[古墳時代]土坑　[時代不明]溝状遺構","縄文土器　土師器　須恵器　陶器（灰釉）　陶磁器",139.3980037,35.62150024,TRUE
13201095700,13201,"957","おおわだおうけつぼぐん","大和田横穴墓群","八王子市 大和田町二丁目　 大和田町四丁目　 大和田町五丁目","[古墳時代]","横穴墓","9基","須恵器　刀子　銅鋺　直刀　耳環　人骨",139.3520907,35.6663393,TRUE
13201096800,13201,"968","","八王子市No.968遺跡","八王子市 川口町　 犬目町","[縄文時代（中期〜後期）][古墳時代][平安時代][近世]","包蔵地","","縄文土器　土師器　須恵器　陶磁器",139.3062987,35.68975028,TRUE
13201097300,13201,"973","","八王子市No.973遺跡","八王子市 元八王子町二丁目","[古墳時代][奈良時代][平安時代?][近世]","包蔵地","[時代不明]曲輪","土師器　須恵器　ヤリガンナ　陶磁器",139.2707674,35.67677518,TRUE
13201097600,13201,"976","","八王子市No.976遺跡","八王子市 元八王子町　 弍分方町","[縄文時代（早期〜中期）][古墳時代][奈良時代][平安時代][近世]","包蔵地","[縄文時代]土坑　[近世]ピット　土坑　畝状遺構　帯状硬化面　[時代不明]曲輪","縄文土器　石鏃　磨石　剥片　土師器　須恵器　陶磁器　鉄製品",139.2869502,35.66817484,TRUE
13201098400,13201,"984","","八王子市No.984遺跡","八王子市 緑町　山田町","[縄文時代（早期・中期）][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地","","縄文土器　土師器　陶磁器",139.319405,35.64513361,TRUE
13201098500,13201,"985","","八王子市No.985遺跡","八王子市 小比企町","[縄文時代（早期〜後期）][弥生時代][古墳時代][平安時代][中世][近世]","包蔵地","","縄文土器　弥生土器　土師器　陶磁器",139.3218958,35.64291454,TRUE
13201098600,13201,"986","","八王子市No.986遺跡","八王子市 小比企町","[縄文時代（中期）][古墳時代][奈良時代][平安時代?][近世]","包蔵地","","縄文土器　土師器　陶磁器",139.3274233,35.64464436,TRUE
13201099600,13201,"996","","八王子市No.996遺跡","八王子市 館町","[縄文時代（前期〜後期）][古墳時代][近世]","包蔵地","","縄文土器　土師器　剥片",139.2970713,35.63581219,TRUE
13201099700,13201,"997","たてまちりゅうけんじうらやまちくいせき","館町龍見寺裏山地区遺跡","八王子市 館町","[縄文時代（早期〜後期）][古墳時代][平安時代][中世][近世]","集落","[縄文時代]住居　集石土坑　[中世]経塚","縄文土器　石鏃　石核　剥片　土師器　経筒　陶磁器",139.295904,35.63190566,TRUE
13201099800,13201,"998","","八王子市No.998遺跡","八王子市 館町","[縄文時代（中期）][古墳時代][平安時代][近世]","包蔵地","","縄文土器　土師器　陶磁器",139.2993716,35.63134757,TRUE
13201100100,13201,"1001","","八王子市No.1001遺跡","八王子市 堀之内","[古墳時代][奈良時代][平安時代?][近世]","包蔵地","","土師器　陶磁器",139.3864308,35.63574394,TRUE
13201100700,13201,"1007","","八王子市No.1007遺跡","八王子市 東中野","[縄文時代（早期）][古墳時代][平安時代][近世]","包蔵地","","縄文土器　土師器　陶磁器",139.4101938,35.63212799,TRUE
13201101300,13201,"1013","","八王子市No.1013遺跡","八王子市 小比企町","[古墳時代]","墳墓","円墳?","",139.3172484,35.63948191,TRUE
13201101400,13201,"1014","さくらだいせき","桜田遺跡","八王子市 散田町","[縄文時代（早期〜中期）][古墳時代]","集落","[縄文時代]住居 炉穴 陥し穴 土坑 [古墳時代]住居 土坑 [時代不明]溝","縄文土器 石器 剥片 土偶 土師器 須恵器 鉄製U字形鋤先 土製支脚",139.3121329,35.64877267,TRUE
13201101800,13201,"1018","","八王子市No.1018遺跡","八王子市 長房町","［縄文時代］[古墳時代]","集落","[古墳時代]住居","土師器",139.3060234,35.66119662,TRUE
13201102200,13201,"1022","おおつかいせき","大塚遺跡","八王子市 大塚","[縄文時代（草創期〜後期）][古墳時代][平安時代]","集落","[縄文時代]住居　集石　炉穴　焼土　土坑　ピット　[平安時代]火葬墓　[古墳時代]土坑　焼土　ピット","縄文土器　石器　土師器　須恵器　陶磁器　銭貨",139.4131788,35.64336326,TRUE
13201102500,13201,"1025","いっぽんまつこふん","一本松古墳","八王子市 楢原町","[古墳時代]","古墳","","",139.3073147,35.67917264,TRUE
13201102600,13201,"1026","かしまきたこふん","鹿島北古墳","八王子市 楢原町","[古墳時代]","古墳","","",139.3088542,35.6757689,TRUE
13201103200,13201,"1032","","八王子市No.1032遺跡","八王子市 大谷町","[古墳時代]","包蔵地","","",139.3528549,35.67654334,TRUE
13201103300,13201,"1033","","八王子市No.1033遺跡","八王子市 大塚","[縄文時代（中期）][古墳時代][奈良時代][平安時代][近世]","集落","","",139.4254235,35.63849199,TRUE
13202001200,13202,"12","","立川市No.12遺跡","立川市 柴崎町二丁目","[古墳時代]","古墳","","",139.4078046,35.69540865,TRUE
13202001300,13202,"13","","立川市No.13遺跡","立川市 柴崎町四丁目","[古墳時代]","古墳","","",139.4054696,35.68993898,TRUE
13202001600,13202,"16","","立川市No.16遺跡","立川市 柴崎町四丁目","[古墳時代]","古墳","","",139.404577,35.68968802,TRUE
13204000400,13204,"4","さかうえおうけつぼぐん","坂上横穴墓群","三鷹市 大沢二丁目","[古墳時代][奈良時代]","横穴墓","","人骨　獣骨",139.5307326,35.68080221,TRUE
13204000600,13204,"6","でやまいせき","出山遺跡","三鷹市 大沢二丁目","[旧石器時代][縄文時代（早期〜後期）][古墳時代][近世]","集落","[旧石器時代]ユニット　礫群　[縄文時代]住居　小竪穴　集石　集石土坑　炉穴　土坑　溝状遺構","石器　縄文土器　石器　土師器　須恵器　カワラケ　陶磁器",139.5331371,35.67883908,TRUE
13204000700,13204,"7","でやまおうけつぼぐん","出山横穴墓群","三鷹市 大沢二丁目","[古墳時代][奈良時代]","横穴墓","","須恵器　人骨",139.5318166,35.67846921,TRUE
13204001100,13204,"11","のみずばしおうけつぼぐん","野水橋横穴墓群","三鷹市 大沢二丁目","[古墳時代][奈良時代]","横穴墓","","土師器　須恵器　人骨",139.5329231,35.67555183,TRUE
13204001300,13204,"13","てんもんだいこうないこふん","天文台構内古墳","三鷹市 大沢二丁目","[古墳時代][奈良時代]","古墳","","",139.5389942,35.67418323,TRUE
13204001400,13204,"14","ふるはちまんいせき","古八幡遺跡","三鷹市 大沢二丁目　 大沢五丁目","[旧石器時代][縄文時代（早期〜晩期）][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地","[縄文時代]集石","石器　縄文土器　石器　土器片錘　陶磁器　石臼　木製高杯　ガラス製品　銭貨　種子材",139.5358014,35.67239775,TRUE
13204001900,13204,"19","はらおうけつぼぐん","原横穴墓群","三鷹市 大沢一丁目","[古墳時代][奈良時代]","横穴墓","4基","人骨",139.5400361,35.6739065,TRUE
13204002100,13204,"21","はねざわだいおうけつぼぐん","羽根沢台横穴墓群","三鷹市 大沢四丁目","[古墳時代][奈良時代]","横穴墓","","薬壺形須恵器　人骨　銭貨",139.5406238,35.66868985,TRUE
13204002200,13204,"22","おとうざかおうけつぼぐん","御塔坂横穴墓群","三鷹市 大沢四丁目","[古墳時代][奈良時代][近世]","横穴墓","","土師器　須恵器　人骨　陶器",139.5434357,35.66708379,TRUE
13204002700,13204,"27","しまやしきいせき","島屋敷遺跡","三鷹市 新川四丁目 新川五丁目","[旧石器時代][縄文時代（早期〜中期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ユニット 礫群 [縄文時代]集石 陥し穴 [時代不明]掘立柱建物 ピット 柱穴 地下室 井戸 水田 溝状遺構","石器 縄文土器 石器 土師器 須恵器 板碑 陶磁器 瓦 石製品 金属製品 木製品",139.5714801,35.67469486,TRUE
13204003000,13204,"30","きたのいせき","北野遺跡","三鷹市 北野四丁目","[旧石器時代][縄文時代（草創期〜後期）][古墳時代][近世]","集落","[旧石器時代]ユニット 礫群 [縄文時代]住居 集石 炉穴 土坑 溝状遺構 [時代不明]集石土坑 ピット","縄文土器 石器 土錘 土製円板 耳栓 土師器 陶器 カワラケ 瓦 碁石 泥人形",139.5793099,35.67363438,TRUE
13204003100,13204,"31","しりつだいごちゅうがっこういせき","市立第五中学校遺跡","三鷹市 新川一丁目 新川四丁目","[旧石器時代][縄文時代（早期〜中期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ユニット 礫群 [縄文時代]住居 集石 集石 土坑 [時代不明]土坑 溝状遺構","縄文土器 石器 土錘 土製円板 耳栓 土偶 弥生土器 土師器 須恵器 陶磁器 カワラケ 玉類 銭貨",139.5768721,35.6710462,TRUE
13204003200,13204,"32","あずまいせき","東遺跡","三鷹市 中原二丁目 新川一丁目 新川四丁目","[旧石器時代][縄文時代（中期）][古墳時代][近世]","包蔵地","[時代不明]溝状遺構","縄文土器 土師器 陶磁器 碁石 泥人形 銭貨",139.5725805,35.66920539,TRUE
13204004000,13204,"40","にしやいせき","西谷遺跡","三鷹市 中原四丁目","[縄文時代（中期）][古墳時代]","包蔵地","[時代不明]しみ状遺構","縄文土器 土師器",139.5660574,35.66552363,TRUE
13204004200,13204,"42","はねげいせき","羽毛遺跡","三鷹市 中原二丁目","[旧石器時代][縄文時代（前期〜中期）][古墳時代]","集落","[古墳時代]住居 [時代不明]土坑 ピット 溝状遺構","縄文土器 土師器 陶磁器 銭貨",139.5711042,35.6648821,TRUE
13204004300,13204,"43","たきさかいせき","滝坂遺跡","三鷹市 中原一丁目 中原二丁目","[旧石器時代][縄文時代（早期〜後期）][弥生時代][古墳時代][奈良時代][平安時代][近世]","集落","[旧石器時代]ユニット 礫群 [縄文時代]住居 集石 炉穴 土坑 [時代不明]ピット 溝状遺構","石器 縄文土器 石器 弥生土器 土師器 陶器 泥人形 泥面子 銭貨 骨片",139.5756361,35.66485421,TRUE
13204004800,13204,"48","いのかしらいせきぐんえーいせき","井の頭池遺跡群A遺跡","三鷹市 井の頭四丁目 井の頭五丁目","[旧石器時代][縄草][縄文時代（早期〜後期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ユニット 礫群 [縄文時代]住居 小竪穴 集石 集石土坑 炉穴 土坑 ピット 配石 溝状 遺構","石器 縄文土器 石器 弥生土器 土師器 須恵器 板碑 陶磁器",139.5754818,35.6984234,TRUE
13205010400,13205,"104","ふきこうち","吹耕地(K-2)遺跡","青梅市 吹上","[縄文時代（中期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　打斧　石鏃　土師器　須恵器",139.2806871,35.79687328,TRUE
13205010800,13205,"108","けー-5いせき","K-5遺跡","青梅市 師岡町一丁目","[縄文時代（中期〜後期）][古墳時代][奈良時代][平安時代]","包蔵地","[縄文時代]住居　土坑　配石状遺構","縄文土器　スタンプ形石器　石鏃　打斧　石匙　土師器　須恵器",139.2777345,35.79531385,TRUE
13205010900,13205,"109","ばば（けー-6・7）いせき","馬場(K-6・7)遺跡","青梅市 師岡町一丁目　 師岡町二丁目","[旧石器時代][縄文時代（早期〜後期）][弥生時代（中期〜後期）][古墳時代][奈良時代][平安時代][中世]","集落","[旧石器時代]ユニット　[縄文時代]集石　土坑　[弥生時代]住居　方形周溝墓　[奈良時代][平安時代]土坑　井戸状遺構　鍛冶工房","細石刃　細石刃核　掻器　縄文土器　石器　弥生土器　抉入石斧　片刃石斧　石鏃　土師器　須恵器　陶磁器(青磁)　木器　鉄器",139.2824037,35.79595433,TRUE
13205011000,13205,"110","けー-12・13いせき","K-12・13遺跡","青梅市 師岡町二丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　剥片　土師器　須恵器",139.2829874,35.7918607,TRUE
13205011100,13205,"111","けー-8（いちかいと）いせき","K-8（市街道）遺跡","青梅市 野上町一丁目","[縄文時代（前期〜後期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","[古墳時代][平安時代]住居　[中世]溝跡　[近世]土坑","縄文土器　土師器　須恵器　近世銭",139.2856653,35.79656696,TRUE
13205011400,13205,"114","けー-21いせき","K-21遺跡","青梅市 大門","[縄文時代（中期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器　須恵器",139.285734,35.80057681,TRUE
13205011500,13205,"115","けー-26いせき","K-26遺跡","青梅市 大門一丁目","[縄文時代（前期〜後期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器　須恵器",139.2897165,35.79901745,TRUE
13205011600,13205,"116","かすみだい（けー-27・28・29）いせき","霞台(K-27・28・29)遺跡","青梅市 大門二丁目　 今寺三丁目　 野上町二丁目","[旧石器時代][縄文時代（前期〜中期）]［弥生時代（後期）］[古墳時代][奈良時代][平安時代][中世]","集落","[縄文時代]土坑　ピット　[弥生時代][古墳時代]住居　ピット　輪土坑　[奈良時代]住居","ナイフ形石器　尖頭器　縄文土器　石槍　石鏃　掻器　炭化材　弥生土器　土師器　須恵器　砥石　滑石製管玉　木器　炭化米",139.2931154,35.79653912,TRUE
13205012100,13205,"121","けー-15いせき","K-15遺跡","青梅市 塩船","[縄文時代（中期）][弥生時代][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　弥生土器　土師器　須恵器",139.2819574,35.80411311,TRUE
13205012600,13205,"126","しもまえ（けー-19）いせき","下前（K-19)遺跡","青梅市 塩船","[縄文時代（前期〜後期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器　須恵器",139.2875192,35.8021083,TRUE
13205013000,13205,"130","けー-23いせき","K-23遺跡","青梅市 木野下一丁目","[古墳時代][奈良時代][平安時代]","包蔵地","","土師器",139.2952783,35.80731513,TRUE
13205013100,13205,"131","けー-24いせき","K-24遺跡","青梅市 木野下一丁目","[弥生時代][古墳時代]","包蔵地","","弥生土器　土師器",139.2971666,35.80684179,TRUE
13205013300,13205,"133","けー-30いせき","K-30遺跡","青梅市 今寺","[縄文時代（中期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器　須恵器",139.300186,35.796509,TRUE
13205013400,13205,"134","しんめいはらいせき","神明原遺跡","青梅市 今寺三丁目","[縄文時代（前期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器　須恵器",139.2984369,35.7979036,TRUE
13205013500,13205,"135","けー-31いせき","K-31遺跡","青梅市 今寺一丁目","[縄文時代（中期）][弥生時代][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器　須恵器",139.2978876,35.80029835,TRUE
13205013700,13205,"137","ふじはしじょうしろのこし（けー-32）いせき","藤橋城城の腰(K-32)遺跡","青梅市 藤橋","[縄文時代（中期〜後期）][弥生時代][古墳時代][奈良時代][平安時代]","集落","[弥生時代]住居","縄文土器　石斧　弥生土器　土師器　須恵器",139.3010462,35.80336131,TRUE
13205013900,13205,"139","じょうがさきいせき","城ヶ崎遺跡","青梅市 藤橋二丁目","[旧石器時代][縄文時代（中期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","[旧石器時代]ユニット　土坑　[縄文時代]〜[中世]土坑","尖頭器　削器　石核　剥片　縄文土器　土師器　須恵器",139.3033807,35.8043637,TRUE
13205014000,13205,"140","まるやま（K-34・35・36）いせき","丸山(K-34・35・36)遺跡","青梅市 藤橋一丁目","[旧石器時代][縄文時代（前期〜後期）][古墳時代][奈良時代][平安時代]","集落","[旧石器時代]ユニット　[縄文時代]住居　土坑　[古墳時代]住居　[平安時代]土坑　溝","尖頭器　剥片　縄文土器　石器　土師器　須恵器",139.3024538,35.8087908,TRUE
13205014800,13205,"148","いまいばば（けー-37）いせき","今井馬場（K-37）遺跡","青梅市 今井","[縄文時代（中期）]［弥生時代］[古墳時代]","包蔵地","","縄文土器　土師器　須恵器",139.3092172,35.80642414,TRUE
13205015800,13205,"158","たけのしたいせき","竹の下遺跡","青梅市 今井二丁目","[縄文時代（前期〜後期）][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・集落・生産関連","[平安時代]溝状遺構　粘土採掘坑　[中世]溝状遺構　[近世]溝状遺構　柱穴","縄文土器　土師器　須恵器　陶磁器　瓦",139.3085649,35.80734297,TRUE
13205016600,13205,"166","","青梅市No.166遺跡","青梅市 根ヶ布一丁目","[縄文時代（前期）][古墳時代]","包蔵地","","縄文土器　土師器",139.2634523,35.79695682,TRUE
