"JASID","LGC","Site_no","SiteName_furigana","SiteName_original","Address","Chronology","SiteType","ArchaeologicalFeatures","MajorArtefacts","Lon","Lat","J"
13209020800,13209,"208","","町田市No.208遺跡","町田市 下小山田町","[縄文時代（早期・中期〜後期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.4076646,35.59518614,TRUE
13209020900,13209,"209","","町田市No.209遺跡","町田市 下小山田町","[縄文時代（早期〜中期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.4079049,35.59366463,TRUE
13209021000,13209,"210","ちくおうくかくせいりちない（むかいだい）いせき","竹桜区画整理地内（向台）遺跡","町田市 下小山田町","[縄文時代（中期）][平安時代]","集落","[縄文時代]住居　[平安時代]住居","縄文土器　石器　土師器",139.4127562,35.59027371,TRUE
13209021100,13209,"211","","町田市No.211遺跡","町田市 下小山田町","[縄文時代（中期）]","包蔵地","","縄文土器",139.4069844,35.59029002,TRUE
13209021200,13209,"212","","町田市No.212遺跡","町田市 常盤町　下小山田町","[旧石器時代][縄文時代（早期〜中期）][平安時代]","包蔵地","","ナイフ形石器　縄文土器　打斧　土師器",139.4063257,35.58415805,TRUE
13209021500,13209,"215","","町田市No.215遺跡","町田市 山崎町　 図師町　 忠生二丁目","[縄文時代（早期・中期〜後期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世]","包蔵地・城館","","縄文土器　弥生土器　土師器　須恵器",139.4283485,35.57963268,TRUE
13209021600,13209,"216","","町田市No.216遺跡","町田市 図師町","[縄文時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.4262384,35.5864336,TRUE
13209021700,13209,"217","","町田市No.217遺跡","町田市 図師町","[縄文時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器　須恵器",139.4256247,35.5841441,TRUE
13209021900,13209,"219","","町田市No.219遺跡","町田市 図師町","[縄文時代（中期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器　須恵器",139.4233201,35.58540054,TRUE
13209022000,13209,"220","","町田市No.220遺跡","町田市 図師町","[縄文時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.4217409,35.58590311,TRUE
13209022100,13209,"221","","町田市No.221遺跡","町田市 図師町","[縄文時代（早期・中期）]","包蔵地","","縄文土器",139.4229768,35.58618231,TRUE
13209022200,13209,"222","","町田市No.222遺跡","町田市 図師町","[縄文時代（中期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","","縄文土器　石器　土師器　須恵器　瓦　陶器",139.4255517,35.58891847,TRUE
13209022400,13209,"224","","町田市No.224遺跡","町田市 図師町","[縄文時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器　瓦",139.4224962,35.58916974,TRUE
13209022500,13209,"225","","町田市No.225遺跡","町田市 図師町","[縄文時代（中期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.4228395,35.59014691,TRUE
13209022800,13209,"228","","町田市No.228遺跡","町田市 図師町","[縄文時代（中期）]","包蔵地","","縄文土器",139.4201616,35.58833216,TRUE
13209022900,13209,"229","","町田市No.229遺跡","町田市 図師町","[縄文時代]","包蔵地","","縄文土器",139.4230111,35.59240832,TRUE
13209023000,13209,"230","","町田市No.230遺跡","町田市 図師町","[縄文時代（中期）]","包蔵地","","縄文土器",139.4184793,35.59215706,TRUE
13209023100,13209,"231","","町田市No.231遺跡","町田市 図師町","[縄文時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.4325212,35.59252,TRUE
13209023200,13209,"232","","町田市No.232遺跡","町田市 図師町","[縄文時代（早期〜前期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.4296373,35.58581935,TRUE
13209023300,13209,"233","","町田市No.233遺跡","町田市 図師町　 小野路町","[縄文時代（後期）]","包蔵地","","縄文土器",139.4340305,35.58986772,TRUE
13209023500,13209,"235","おのじふじづかいせき","小野路富士塚遺跡","町田市 小野路町","[縄文時代（中期）][奈良時代][平安時代]","包蔵地","","縄文土器　顔面把手　土師器",139.4516204,35.60347831,TRUE
13209023700,13209,"237","","町田市No.237遺跡","町田市 小野路町","[縄文時代（前期）][弥生時代]","包蔵地","","縄文土器　弥生土器",139.4496634,35.60788866,TRUE
13209023800,13209,"238","","町田市No.238遺跡","町田市 小野路町","[縄文時代（前期〜中期）]","包蔵地","","縄文土器",139.4482475,35.60570385,TRUE
13209023900,13209,"239","","町田市No.239遺跡","町田市 小野路町","[縄文時代（中期）]","包蔵地","","縄文土器",139.4474318,35.60540438,TRUE
13209024000,13209,"240","","町田市No.240遺跡","町田市 小野路町","[縄文時代（早期・中期〜後期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.4486335,35.60423199,TRUE
13209024100,13209,"241","","町田市No.241遺跡","町田市 小野路町","[縄文時代（前期・後期）][奈良時代][平安時代][中世]","包蔵地","","縄文土器　土師器　陶器",139.4489425,35.60060308,TRUE
13209024200,13209,"242","","町田市No.242遺跡","町田市 小野路町","[縄文時代（中期〜後期）][弥生時代][奈良時代][平安時代][中世]","包蔵地","","縄文土器　弥生土器　土師器　陶器",139.4504414,35.60153706,TRUE
13209024300,13209,"243","","町田市No.243遺跡","町田市 小野路町","[縄文時代（中期〜後期）][奈良時代][平安時代]","包蔵地","","縄文土器　須恵器",139.4494574,35.60322708,TRUE
13209024400,13209,"244","","町田市No.244遺跡","町田市 小野路町","[縄文時代（中期）][奈良時代][平安時代][中世]","包蔵地","","縄文土器　土師器　陶器",139.4563926,35.59610857,TRUE
13209024500,13209,"245","","町田市No.245遺跡","町田市 小野路町","[縄文時代][弥生時代]","包蔵地","","縄文土器　弥生土器",139.4538176,35.60085431,TRUE
13209024600,13209,"246","","町田市No.246遺跡","町田市 小野路町","[縄文時代（中期）][奈良時代][平安時代][中世]","包蔵地","","縄文土器　土師器　陶器",139.4528907,35.60158011,TRUE
13209024700,13209,"247","","町田市No.247遺跡","町田市 小野路町","[縄文時代（早期〜中期）][平安時代]","包蔵地","","縄文土器　土師器　須恵器　陶器",139.4522266,35.60229077,TRUE
13209024800,13209,"248","","町田市No.248遺跡","町田市 小野路町","[縄文時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.45154,35.60220702,TRUE
13209024900,13209,"249","","町田市No.249遺跡","町田市 小野路町","[縄文時代][弥生時代][奈良時代][平安時代]","包蔵地","","縄文土器　弥生土器　須恵器",139.4509337,35.60063099,TRUE
13209025000,13209,"250","","町田市No.250遺跡","町田市 小野路町","[縄文時代（早期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器　陶器",139.4512427,35.59532689,TRUE
13209025100,13209,"251","","町田市No.251遺跡","町田市 小野路町","[縄文時代（中期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.4473858,35.59528385,TRUE
13209025200,13209,"252","","町田市No.252遺跡","町田市 小野路町","[縄文時代（中期〜後期）]","包蔵地","","縄文土器",139.4441703,35.59499189,TRUE
13209025300,13209,"253","","町田市No.253遺跡","町田市 小野路町","[縄文時代（中期〜後期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.4411147,35.59454521,TRUE
13209025400,13209,"254","とのさまやしきいせき","殿様屋敷遺跡","町田市 小野路町","[縄文時代（後期）][平安時代]","包蔵地","","縄文土器　土師器　須恵器",139.4394585,35.60938837,TRUE
13209025500,13209,"255","","町田市No.255遺跡","町田市 小野路町","[縄文時代（中期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.4440329,35.60945176,TRUE
13209025600,13209,"256","","町田市No.256遺跡","町田市 小野路町","[縄文時代（中期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器　陶器",139.4427627,35.60183134,TRUE
13209025700,13209,"257","","町田市No.257遺跡","町田市 小野路町","[縄文時代（早期・後期〜晩期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.4442272,35.60167664,TRUE
13209025800,13209,"258","けぞうたにいせき","けぞう谷遺跡","町田市 小野路町","[縄文時代（早期）]","包蔵地","","縄文土器",139.4431403,35.60085431,TRUE
13209025900,13209,"259","","町田市No.259遺跡","町田市 小野路町","[縄文時代（早期〜中期）][古墳時代]","包蔵地･古墳?","","縄文土器　土師器",139.441767,35.60018434,TRUE
13209026100,13209,"261","","町田市No.261遺跡","町田市 小野路町","[縄文時代（前期）]","包蔵地","","縄文土器",139.4366089,35.60668082,TRUE
13209026200,13209,"262","","町田市No.262遺跡","町田市 小野路町","[縄文時代][弥生時代][奈良時代][平安時代][中世]","包蔵地","","縄文土器　弥生土器　陶器",139.4375098,35.60358997,TRUE
13209026300,13209,"263","","町田市No.263遺跡","町田市 小野路町","[縄文時代（後期）][弥生時代][奈良時代][平安時代]","包蔵地","","縄文土器　弥生土器　須恵器",139.4368918,35.60183134,TRUE
13209026400,13209,"264","","町田市No.264遺跡","町田市 小野路町","[縄文時代（早期）][奈良時代][平安時代]","包蔵地","","縄文土器　瓦",139.4378414,35.60173247,TRUE
13209026500,13209,"265","","町田市No.265遺跡","町田市 小野路町","[縄文時代（早期）]","包蔵地","","縄文土器",139.4335959,35.60593474,TRUE
13209026600,13209,"266","どうばいせき","堂場遺跡","町田市 小野路町","[旧石器時代][縄文時代（早期）][奈良時代][平安時代]","包蔵地","[縄文時代]小竪穴　炉穴　土坑　ピット","ナイフ形石器　石刃　縄文土器　石器　土師器",139.432463,35.60582308,TRUE
13209026700,13209,"267","","町田市No.267遺跡","町田市 小野路町","[縄文時代（中期）][奈良時代][平安時代][中世]","包蔵地","","縄文土器　土師器　須恵器　陶器",139.4297047,35.60184413,TRUE
13209026800,13209,"268","","町田市No.268遺跡","町田市 小野路町","[縄文時代（中期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.430975,35.60256991,TRUE
13209026900,13209,"269","","町田市No.269遺跡","町田市 小野路町","[縄文時代（中期）][奈良時代][平安時代][中世]","包蔵地","","縄文土器　土師器　陶器",139.4279311,35.60199883,TRUE
13209027000,13209,"270","","町田市No.270遺跡","町田市 小野路町","[縄文時代（前期〜中期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.4331379,35.60139749,TRUE
13209027100,13209,"271","","町田市No.271遺跡","町田市 小野路町","[縄文時代（前期〜後期）]","包蔵地","","縄文土器　打斧",139.4343856,35.59937479,TRUE
13209027200,13209,"272","","町田市No.272遺跡","町田市 小野路町","[縄文時代（中期）][平安時代]","包蔵地","","縄文土器　土師器　陶器",139.4307037,35.60101423,TRUE
13209027300,13209,"273","","町田市No.273遺跡","町田市 小野路町","[縄文時代（中期）][弥生時代][奈良時代][平安時代][中世]","包蔵地","","縄文土器　弥生土器　土師器　陶器",139.432283,35.60056759,TRUE
13209027400,13209,"274","","町田市No.274遺跡","町田市 小野路町","[縄文時代（早期・後期）]","包蔵地","","縄文土器",139.429991,35.59923521,TRUE
13209027600,13209,"276","","町田市No.276遺跡","町田市 小野路町","[縄文時代（早期・中期）][弥生時代][古墳時代][奈良時代][平安時代][中世]","包蔵地","","縄文土器　弥生土器　土師器　須恵器　陶器",139.4358501,35.59533968,TRUE
13209027800,13209,"278","","町田市No.278遺跡","町田市 小野路町","[縄文時代（前期）]","包蔵地","","縄文土器",139.4373725,35.59376351,TRUE
13209027900,13209,"279","","町田市No.279遺跡","町田市 小野路町","[縄文時代][弥生時代][奈良時代][平安時代]","包蔵地","","縄文土器　弥生土器　土師器　須恵器",139.4350722,35.59278638,TRUE
13209028000,13209,"280","","町田市No.280遺跡","町田市 小野路町","[縄文時代（中期・後期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器　須恵器",139.4352439,35.59370768,TRUE
13209028100,13209,"281","","町田市No.281遺跡","町田市 小野路町","[縄文時代（中期）][弥生時代][奈良時代][平安時代][中世]","包蔵地","","縄文土器　弥生土器　土師器　須恵器　陶器",139.4361626,35.59143873,TRUE
13209028300,13209,"283","おのじだいいせき","小野路ダイ遺跡","町田市 小野路町　 図師町","[縄文時代（早期〜後期）][古墳時代][奈良時代][平安時代]","集落","[縄文時代]住居?","縄文土器　石器　土師器　須恵器　陶磁器",139.4322913,35.59448937,TRUE
13209028400,13209,"284","","町田市No.284遺跡","町田市 小野路町","[縄文時代（中期）]","包蔵地","","縄文土器",139.4288924,35.59633191,TRUE
13209028500,13209,"285","","町田市No.285遺跡","町田市 小野路町 下小山田町","[縄文時代（前期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.4252084,35.59928987,TRUE
13209028600,13209,"286","","町田市No.286遺跡","町田市 野津田町","[縄文時代（早期・中期〜後期）][奈良時代][平安時代][中世][近世]","包蔵地","","縄文土器　土師器　須恵器　陶磁器",139.4460343,35.58802329,TRUE
13209028700,13209,"287","","町田市No.287遺跡","町田市 野津田町","[縄文時代]","包蔵地","","縄文土器",139.4483003,35.5893355,TRUE
13209029300,13209,"293","","町田市No.293遺跡","町田市 野津田町","[旧石器時代][縄文時代（中期）]","包蔵地","","縄文土器",139.45551,35.59182028,TRUE
13209029400,13209,"294","","町田市No.294遺跡","町田市 野津田町","[縄文時代（早期・中期〜後期）][弥生時代][奈良時代][平安時代]","包蔵地","","縄文土器　弥生土器　土師器　須恵器　陶器",139.4554414,35.59101065,TRUE
13209029500,13209,"295","あやべはらいせき","綾部原遺跡","町田市 野津田町　 小野路町","[旧石器時代][縄文時代（草創期〜晩期）][弥生時代（前期〜後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落・その他の墓","[旧石器時代]石器ブロック　礫群　[縄文時代]住居　陥穴　土坑　集石　配石　ピット　[弥生時代]土器埋設土坑　ピット　[古墳時代]住居　火葬墓　[古墳時代]〜[奈良時代]集石　土坑　[奈良時代][平安時代]住居　[中世]掘建柱建物　土坑　井戸　地下式坑　道路状遺構　溝　[近世]馬墓壙　[時代不明]住居","ナイフ形石器　縄文土器　打斧　石鏃　石皿　磨石　剥片　耳飾　土偶　土版　スタンプ形土製品　弥生土器　土師器　須恵器　灰釉陶器　陶磁器　瓦　砥石　鉄製品",139.4514588,35.59126191,TRUE
13209029700,13209,"297","のづたうえのはらいせき","野津田上の原遺跡","町田市 野津田町　 小野路町","[縄文時代（中期〜後期）][奈良時代][中世][近世]","包蔵地・集落・その他（道路）","[縄文時代]住居　敷石住居　環礫方形配石遺構　土壙墓　集石　陥穴　土坑　[奈良時代]住居　土坑　[中世]道路","尖頭器　縄文土器　石器　土製品　土師器　須恵器　丸玉　かわらけ",139.445298,35.59342448,TRUE
13209029900,13209,"299","","町田市No.299遺跡","町田市 野津田町","[縄文時代（中期）][弥生時代][奈良時代][平安時代]","包蔵地","","縄文土器　弥生土器　土師器　須恵器　陶器",139.4403321,35.58423897,TRUE
13209030000,13209,"300","","町田市No.300遺跡","町田市 野津田町","[縄文時代（前期〜中期）][弥生時代][奈良時代][平安時代]","包蔵地","","縄文土器　弥生土器　土師器　須恵器",139.4398889,35.58442155,TRUE
13209030100,13209,"301","","町田市No.301遺跡","町田市 野津田町　 山崎町","[縄文時代（中期）]","包蔵地","","縄文土器",139.4395108,35.58271801,TRUE
13209030200,13209,"302","","町田市No.302遺跡","町田市 野津田町","[縄文時代（前期〜中期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器　陶磁器",139.4415025,35.58045667,TRUE
13209030300,13209,"303","","町田市No.303遺跡","町田市 野津田町","[縄文時代（早期・中期〜後期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.4427037,35.58179659,TRUE
13209030500,13209,"305","","町田市No.305遺跡","町田市 野津田町","[縄文時代（前期〜後期）][弥生時代][奈良時代][平安時代]","包蔵地","","縄文土器　弥生土器　土師器　須恵器　陶磁器",139.4467553,35.58497997,TRUE
13209030600,13209,"306","","町田市No.306遺跡","町田市 野津田町","[縄文時代（中期）][弥生時代][奈良時代][平安時代]","包蔵地","","縄文土器　弥生土器　土師器",139.4439397,35.5846725,TRUE
13209030700,13209,"307","","町田市No.307遺跡","町田市 野津田町","[縄文時代][弥生時代][奈良時代][平安時代]","包蔵地","","縄文土器　弥生土器　土師器　陶器",139.4454507,35.58405858,TRUE
13209030800,13209,"308","","町田市No.308遺跡","町田市 野津田町","[縄文時代][弥生時代][奈良時代][平安時代]","包蔵地","","縄文土器　弥生土器　土師器　陶器",139.4444207,35.58299757,TRUE
13209030900,13209,"309","","町田市No.309遺跡","町田市 野津田町","[縄文時代（中期〜後期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.4429444,35.58009368,TRUE
13209031000,13209,"310","","町田市No.310遺跡","町田市 野津田町","[縄文時代]","包蔵地","","縄文土器",139.4514245,35.58506373,TRUE
13209031100,13209,"311","","町田市No.311遺跡","町田市 野津田町","[縄文時代（中期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器　陶器",139.4516648,35.58668313,TRUE
13209031200,13209,"312","のつだかわしまいせき","野津田川島遺跡","町田市 野津田町","[縄文時代（中期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器　陶器",139.4529008,35.58570591,TRUE
13209031300,13209,"313","のつだかわしまいせき","野津田川島遺跡","町田市 野津田町","[縄文時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.4539308,35.5854267,TRUE
13209031400,13209,"314","のつだかわしまいせきでぃーちてん","野津田川島遺跡D地点","町田市 野津田町","[縄文時代（中期〜後期）]","包蔵地","[縄文時代]土坑","縄文土器　打斧　磨石",139.4548921,35.58495205,TRUE
13209031500,13209,"315","のつだかわしまいせきじーちてん","野津田川島遺跡G地点","町田市 野津田町","[縄文時代（中期）][古墳時代][中世]","集落","[縄文時代]住居　集石　土坑　[古墳時代]住居　[平安時代]土坑　[中世]地下式土坑","縄文土器　石器　土師器　須恵器　陶器　炭化材",139.4574326,35.58735321,TRUE
13209031600,13209,"316","のつだかわしまいせきえーちてん","野津田川島遺跡遺跡A地点","町田市 野津田町","[縄文時代（中期）][古墳時代][奈良時代][平安時代]","包蔵地","[縄文時代]土坑","縄文土器　石器",139.456746,35.58648768,TRUE
13209031700,13209,"317","のつだかわしまいせきびー・しーちてん","野津田川島遺跡B・C地点","町田市 野津田町","[縄文時代（中期）][弥生時代（前期〜中期）]","包蔵地","[縄文時代]土坑","縄文土器　打斧　弥生土器",139.4552697,35.5860968,TRUE
13209031800,13209,"318","かない・せきやまいせきぐんびーく","金井・関山遺跡群B区","町田市 薬師台三丁目　 金井三丁目","[縄文時代（早期〜前期）][平安時代][近世]","集落","[縄文時代]炉穴　土坑　陥穴","縄文土器　打斧　石鏃　磨石　剥片　須恵器　陶磁器　かわらけ",139.4579323,35.57996897,TRUE
13209031900,13209,"319","かないせきやまいせきぐんしーく","金井関山遺跡群C区","町田市 薬師台三丁目　 金井三丁目","[縄文時代（早期〜中期）][中世]","包蔵地","[縄文時代]陥穴","縄文土器　打斧　石鏃　石皿　磨石　スタンプ形石器　敲石　打製石器　加工痕のある剥片",139.4578122,35.58200729,TRUE
13209032000,13209,"320","かわしだにいせきぐんだい5ちてん","川島谷遺跡群第5地点","町田市 薬師台三丁目","[縄文時代（早期）][弥生時代][古墳時代][平安時代][中世]","集落","[縄文時代]陥穴　[古墳時代]住居　土坑　[平安時代]住居　焼土　土坑","縄文土器　石器　弥生土器　土師器　須恵器　陶器（灰釉他）　鉄器",139.4573144,35.58115567,TRUE
13209032100,13209,"321","かわしだにいせきぐんだい4ちてん","川島谷遺跡群第4地点","町田市 薬師台三丁目","[縄文時代（早期〜中期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]炉穴　陥穴　[古墳時代]住居　墓壙　[平安時代]住居　焼土　土坑　[中世]掘立柱建物　地下式土壙　墓壙　[近世]土坑　墓壙","縄文土器　石器　土師器　須恵器　陶器（縁釉）（灰釉）　磁器　鉄器　古銭　石製品",139.4546021,35.58216086,TRUE
13209032200,13209,"322","","町田市No.322遺跡","町田市 薬師台三丁目","[縄文時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器　須恵器",139.4552544,35.58297059,TRUE
13209032300,13209,"323","のつだかわしまいせきいーちてん","野津田川島遺跡E地点","町田市 野津田町","[縄文時代（早期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器　須恵器　陶器",139.4549951,35.58394689,TRUE
13209032400,13209,"324","のつだかわしまいせきえふちてん","野津田川島遺跡F地点","町田市 野津田町","[縄文時代]","包蔵地","","縄文土器",139.4539308,35.58333263,TRUE
13209032500,13209,"325","かわしだにいせきぐんだい3ちてん","川島谷遺跡群第3地点","町田市 薬師台三丁目","[旧石器時代][縄文時代（早期）][奈良時代][平安時代][中世]","集落","[縄文時代]炉穴　陥穴　土坑　[奈良時代][平安時代]住居　焼土　[近世]土坑","ナイフ形石器　尖頭器　縄文土器　石器　土製品　土師器　須恵器　陶器（灰釉他）　石製品　鉄器",139.4533662,35.58204918,TRUE
13209032600,13209,"326","","町田市No.326遺跡","町田市 野津田町","[縄文時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.4514928,35.58274594,TRUE
13209032700,13209,"327","かわしだにいせきぐんだい10ちてん","川島谷遺跡群第10地点","町田市 薬師台二丁目　薬師台三丁目","[縄文時代（草創期〜前期・後期）][中世][近世]","集落","[縄文時代]住居　陥穴　[近世]溝　道路状遺構　土坑","縄文土器　石器　陶器　土製品",139.4504136,35.58090437,TRUE
13209032900,13209,"329","","町田市No.329遺跡","町田市 野津田町","[縄文時代（早期〜前期）][奈良時代][平安時代][近世]","包蔵地","","縄文土器　土師器　須恵器",139.4472016,35.57961899,TRUE
13209033000,13209,"330","かわしだにいせきぐんだい7・8ちてん","川島谷遺跡群第7・8地点","町田市 金井三丁目　 薬師台一丁目　 薬師台二丁目","[縄文時代（早期〜中期）][平安時代][近世]","集落","[縄文時代]集石　土坑　陥穴　[平安時代]焼土　[近世]土坑　炭焼坑　道路状遺構　馬墓壙","縄文土器　石器　土師器　須恵器　古銭",139.4553574,35.57881017,TRUE
13209033100,13209,"331","かわしだにいせきぐんだい9ちてん","川島谷遺跡群第9地点","町田市 薬師台二丁目","[縄文時代（早期）][弥生時代][平安時代][近世]","集落","[縄文時代]集石　炉穴　土坑　陥穴　[平安時代]住居　焼土　土坑　火葬墓　[近世]炭焼窯　炭焼坑　墓壙","縄文土器　石器　弥生土器　土師器　須恵器　陶器（緑釉）（灰釉）　かわらけ　鉄器　銅製品　古銭",139.4538125,35.5800667,TRUE
13209033200,13209,"332","","町田市No.332遺跡","町田市 野津田町","[縄文時代（晩期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.4444207,35.57995406,TRUE
13209033400,13209,"334","","町田市No.334遺跡","町田市 真光寺町","[縄文時代（中期〜後期）]","包蔵地","","縄文土器",139.4539988,35.60414786,TRUE
13209033500,13209,"335","","町田市No.335遺跡","町田市 真光寺町","[縄文時代]","包蔵地","","縄文土器　石器",139.4550974,35.60333834,TRUE
13209033600,13209,"336","","町田市No.336遺跡","町田市 真光寺町","[縄文時代（早期）]","包蔵地","","縄文土器",139.4546983,35.60465031,TRUE
13209033700,13209,"337","","町田市No.337遺跡","町田市 真光寺町","[縄文時代（中期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.453368,35.60343721,TRUE
13209033800,13209,"338","","町田市No.338遺跡","町田市 真光寺町","[縄文時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.4623287,35.60765217,TRUE
13209033900,13209,"339","","町田市No.339遺跡","町田市 真光寺町三丁目","[縄文時代（後期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.4665845,35.59898742,TRUE
13209034200,13209,"342","しんこうじひろばかまいせきぐんNo.3ちてん（おおくぼ）","真光寺広袴遺跡群No.3地点(大久保)","町田市 真光寺一丁目　真光寺二丁目","[旧石器時代][縄文時代（早期〜前期・後期）][奈良時代][平安時代][中世][近世]","包蔵地・社寺？","[縄文時代]集石土坑　焼土　土坑　[平安時代]〜[近世]掘立柱建物　竪穴状遺構　礎石柱建物　ピット　井戸　土坑　段切状遺構　溝　道路状遺構　階段　炭焼窯　地下式土坑　[近世]墓壙","ナイフ形石器　尖頭器　有舌尖頭器　縄文土器　打斧　礫器　石鏃　石皿　磨石　敲石　土師器　須恵器　土師質土器　陶磁器　瓦　石製品　金属製品　木製品　板碑　かわらけ　古銭　人骨",139.4674571,35.60370123,TRUE
13209034300,13209,"343","しんこうじひろばかまいせきぐんNo.4ちてん","真光寺広袴遺跡群No.4地点","町田市 真光寺二丁目","[縄文時代（前期〜中期）][中世][近世]","包蔵地","[時代不明]土坑","縄文土器　打斧　使用痕のある剥片　陶磁器",139.4697573,35.60329248,TRUE
13209034400,13209,"344","しんこうじひろばかまいせきぐんNo.5・No.6ちてん（みやた）","真光寺広袴遺跡群No.5・No.6地点(三矢田）","町田市 真光寺二丁目","[旧石器時代][縄文時代（草創期〜中期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居　竪穴状遺構　集石　炉穴　焼土　陥穴　土坑　遺物集中箇所　礫群　[古墳時代]〜[平安時代]住居　ピット　土坑　製鉄関連遺構　道路状遺構　[中世][近世]土坑　砂採掘坑　炭焼窯","尖頭器　縄文土器　石槍　有舌尖頭器　石器　土師器",139.47065,35.60189675,TRUE
13209034600,13209,"346","","町田市No.346遺跡","町田市 真光寺町","[縄文時代（中期）]","包蔵地","","縄文土器",139.4650195,35.60049102,TRUE
13209034700,13209,"347","","町田市No.347遺跡","町田市 真光寺町　 真光寺三丁目","[縄文時代（中期〜後期）]","集落","[縄文時代]敷石住居","縄文土器　石器",139.4656232,35.59686578,TRUE
13209034800,13209,"348","","町田市No.348遺跡","町田市 真光寺町","[縄文時代（中期〜後期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.4634059,35.60060268,TRUE
13209034900,13209,"349","","町田市No.349遺跡","町田市 真光寺町","[旧石器時代][縄文時代（前期〜中期）][中世][近世]","包蔵地・その他（塚）","","縄文土器　石器",139.4614833,35.59901149,TRUE
13209035000,13209,"350","","町田市No.350遺跡","町田市 真光寺町","[縄文時代（前期）]","包蔵地","","縄文土器",139.4617107,35.6007853,TRUE
13209035100,13209,"351","","町田市No.351遺跡","町田市 真光寺町","[縄文時代（早期）][弥生時代][奈良時代][平安時代][中世]","包蔵地","","縄文土器　弥生土器　土師器　須恵器　陶器",139.457741,35.59789484,TRUE
13209035200,13209,"352","","町田市No.352遺跡","町田市 真光寺町","[縄文時代（早期・中期〜後期）][奈良時代][平安時代][中世]","包蔵地","","縄文土器　土師器　陶器",139.4591487,35.59728068,TRUE
13209035300,13209,"353","","町田市No.353遺跡","町田市 真光寺町","[縄文時代（早期・中期・晩期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.4585521,35.59986408,TRUE
13209035500,13209,"355","かないはらいせきぐん","金井原遺跡群","町田市 金井五丁目　 金井六丁目　 金井七丁目　 金井八丁目","[縄文時代（早期・中期）][奈良時代][平安時代][近世]","包蔵地・集落・横穴墓","[縄文時代]陥穴　[古墳時代]住居　[平安時代]住居　[中世]地下式土坑　[近世]墓壙","縄文土器　石器　土師器　須恵器　土師質土器　陶磁器",139.4643181,35.57735817,TRUE
13209035600,13209,"356","","町田市No.356遺跡","町田市 大蔵町","[縄文時代（中期〜後期）][弥生時代][奈良時代][平安時代]","包蔵地","[縄文時代]土坑　炉穴　集石土坑　埋設土器　[古墳時代][奈良時代][平安時代]住居　掘立柱建物跡　土坑　[近世]溝状遺構　小穴列","ナイフ形石器　尖頭器　細石刃　石刃　スクレイパー　縄文土器　石器　弥生土器　土師器　須恵器　土製品　鉄製品　石製品　玉　陶器",139.4598526,35.58669005,TRUE
